SexN;AgeN;MS;LogitH;LogitB;TA;TH;WL;BH;HT;DS;T1;T2;T3;T4;T5;T6;T7;T8;T9;T10;T33;T34;T35;T36;T37;T38;T39;T40
1;4;621;-0,161689474;-5,086744546;102;130,3000031;273;4,099999905;0,24375;77;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;3;0
2;4;506;-0,297149599;-4,633194853;93;113;258;4,800000191;0,21875;77;0;0;0;0;0;0;0;0;0;0;0;5;5;5;0;0;0;0
2;1;522;-0,035411425;-4,602734791;95;117,1999969;251;4,300000191;0,23125;77;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;0;0;5
1;4;607;-0,362414226;-5,080072512;99;131,8999939;263;4,099999905;0,229166667;77;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0
2;4;581;-0,382320048;-4,77696646;99;116,3000031;269;4;0,226388889;77;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0
2;2;597;-0,282790037;-4,862715164;103;131,6000061;272;2,5;0,225;77;0;0;0;0;0;0;0;0;0;0;0;5;3;5;0;0;3;0
1;1;572;-0,164469721;-4,720028313;96;127,4000015;273;3,700000048;0,241666667;77;0;0;0;0;0;0;0;0;0;0;0;5;0;0;6;0;3;0
1;1;505;-0,176906037;-4,944160259;92;118,0999985;257;3,799999952;0,181944444;77;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0
2;4;640;-0,217292676;-5,010141345;98;116,3000031;273;4,400000095;0,135416667;77;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0
2;2;587;-0,1535193;-4,984063139;94;112,4000015;265;4;0,134027778;77;0;0;0;0;0;0;0;0;0;0;0;5;5;4;0;5;0;0
1;2;589;-0,335389399;-4,833420675;92;117,4000015;265;3,400000095;0,127777778;77;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0
1;4;642;-0,205650394;-5,175715044;97;123,1999969;264;3,900000095;0,122916667;77;0;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;0;0
1;2;666;0,105858896;-5,255125141;99;121,1999969;271;4,599999905;0,142361111;77;0;0;0;0;0;0;0;0;0;0;0;5;5;5;0;5;0;5
1;4;626;-0,14822129;-4,985317486;98;118,5;266;3,599999905;0,110416667;77;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;6;0;6
1;2;642;-0,266404674;-5,010865152;99;127,5999985;268;3,299999952;0,106944444;77;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0
1;4;632;-0,493733421;-5,418812769;98;126,4000015;283;3,099999905;0,103472222;77;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0
1;4;655;-0,06409516;-5,333178775;102;122,8000031;268;4,800000191;0,097222222;77;0;0;0;0;0;0;0;0;0;0;0;5;0;6;0;0;0;0
1;4;627;-0,364705324;-4,760324223;98;122,3000031;270;3,200000048;0,125;77;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0
2;4;574;-0,040748054;-4,747217844;99;111,5999985;265;4,199999809;0,159722222;77;0;0;0;0;0;0;0;0;0;0;0;5;0;5;0;5;0;0
1;2;581;-0,11071625;-5,045266738;97;114;273;5;0,259027778;77;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0
2;1;563;-0,050140147;-4,693093845;99;120;250;4,599999905;0,175;77;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;0;0;0
2;4;561;-0,073283809;-5,264760583;100;116,5;271;4,699999809;0,172916667;77;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0
1;2;614;-0,121277757;-4,946469463;97;124,4000015;276;3,200000048;0,170833333;77;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0
1;1;671;-0,231892882;-4,855339177;96;122,0999985;268;3,900000095;0,169444444;77;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0
1;2;657;-0,214914882;-4,712778174;100;122,1999969;264;4,599999905;0,166666667;77;0;0;0;0;0;0;0;0;0;0;0;5;0;0;4;0;4;5
1;2;623;-0,032074019;-4,846434279;99;120,0999985;272;3,5;0,1625;77;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0
1;4;620;-0,15082289;-5,139862565;99;129,3000031;275;3;0,179861111;77;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0
2;4;610;-0,241302793;-5,253581472;100;121,9000015;267;3,900000095;0,158333333;77;0;0;0;0;0;0;0;0;0;0;0;5;5;5;5;5;0;0
1;2;558;-0,32805704;-5,096342401;95;118,1999969;273;3,5;0,153472222;77;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0
1;4;603;-0,897532637;-5,046109682;98;129,8000031;264;4,099999905;0,149305556;77;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0
2;1;613;-0,064478191;-4,888938359;99;119,6999969;268;4,699999809;0,147222222;77;0;0;0;0;0;0;0;0;0;0;0;5;4;0;4;0;3;0
1;1;606;-0,13543121;-5,011111372;98;127,4000015;266;3,900000095;0,165277778;77;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0
2;4;610;-0,273883207;-4,873808434;97;109,5;262;4,400000095;0,261805556;77;0;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;0;6
2;4;558;-0,206556528;-5,000693565;97;116,4000015;257;4,199999809;0,263888889;77;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0
1;4;572;0,015076745;-5,179403884;102;135,3999939;265;3,400000095;0,265972222;77;0;0;0;0;0;0;0;0;0;0;0;5;0;6;0;6;0;6
2;4;522;-0,057037634;-5,199134312;97;120,4000015;263;4,300000191;0,268055556;77;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0
2;1;542;-0,120064457;-4,544444207;96;115,5999985;244;4,699999809;0,270138889;77;0;0;0;0;0;0;0;0;0;0;0;5;5;0;6;0;0;0
2;4;593;-0,336764037;-4,78342365;98;119,9000015;264;4,300000191;0,271527778;77;0;0;0;0;0;0;0;0;0;0;0;5;3;0;0;0;0;0
1;4;645;-0,160022177;-4,985494305;102;129,8000031;278;4;0,275;77;0;0;0;0;0;0;0;0;0;0;0;5;0;0;3;0;0;0
1;4;648;-0,20987997;-5,013520017;101;123,6999969;262;4;0,254861111;77;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0
2;1;641;-0,075334047;-4,540051787;98;117,5;257;3,799999952;0,097916667;78;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0;0;6
1;2;663;-0,149017199;-4,518997618;105;134;268;3,400000095;0,122222222;78;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;7;0
2;4;635;-0,149256532;-4,586589539;95;116,3000031;253;5;0,111111111;78;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0
2;4;679;-0,04615534;-4,928789616;98;121,5;271;4,199999809;0,107638889;78;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0
1;4;639;0,037189506;-4,94615603;95;126,1999969;273;3,799999952;0,101388889;78;0;0;0;0;0;0;0;0;0;0;0;5;0;5;10;0;0;0
2;1;590;0,065998571;-4,492141456;96;115,0999985;253;4,400000095;0,095138889;78;0;0;0;0;0;0;0;0;0;0;0;5;5;5;0;5;0;5
2;1;589;-0,131117313;-4,62329757;100;114,4000015;256;4,5;0,088888889;78;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;5;0;0
1;4;690;-0,446679732;-4,900599946;103;134,8000031;269;3,099999905;0,086111111;78;0;0;0;0;0;0;0;0;0;0;0;5;0;0;5;0;0;0
1;1;569;-0,073469113;-4,669175028;95;117,5999985;247;4,199999809;0,082638889;78;0;0;0;0;0;0;0;0;0;0;0;5;0;0;6;5;6;6
2;4;538;-0,263201046;-5,243333057;96;108,4000015;265;4,599999905;0,146527778;85;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0
1;4;612;0,122757475;-5,706398098;93;117,8000031;263;3,900000095;0,165972222;85;0;0;0;0;0;0;0;0;0;0;0;7;0;0;3;0;0;0
2;4;542;-0,301344299;-5,180250199;98;114,3000031;263;4,599999905;0,163888889;85;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0
2;1;563;-0,236746144;-5,070412498;93;108,9000015;268;5,5;0,160416667;85;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0
2;4;601;-0,229721582;-4,956467057;97;112,4000015;266;5,400000095;0,15625;85;0;0;0;0;0;0;0;0;0;0;0;7;7;0;7;0;0;0
2;4;540;-0,197912073;-5,281679726;97;114,9000015;258;5;0,154861111;85;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0
1;4;587;-0,300974536;-5,187944309;101;120,9000015;257;3,299999952;0,147222222;85;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0
2;4;476;-0,252379504;-4,617098757;92;114,5;255;4,5;0,188194444;85;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0
1;4;577;-0,131414093;-5,240423387;97;119,0999985;267;3,299999952;0,144444444;85;0;0;0;0;0;0;0;0;0;0;0;7;8;0;0;0;0;0
2;4;577;-0,192597219;-5,010891672;93;113;260;4,400000095;0,167361111;85;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0
2;4;599;-0,077021557;-4,982816003;98;116,0999985;280;4,199999809;0,16875;85;0;0;0;0;0;0;0;0;0;0;0;7;0;6;0;0;0;0
2;4;628;-0,117783036;-5,087081799;98;117,0999985;266;4,5;0,169444444;85;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;4;0;0
1;1;446;0,173724258;-4,373819975;87;105,9000015;246;4,199999809;0,174305556;85;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0
2;4;603;-0,138383416;-5,209746332;98;117,6999969;268;5,099999905;0,175694444;85;0;0;0;0;0;0;0;0;0;0;7;7;7;0;7;0;7;0
2;4;621;-0,14636725;-5,27650219;94;121,6999969;256;4,699999809;0,177777778;85;0;0;0;0;0;0;0;0;0;0;0;7;0;6;0;0;0;8
2;4;581;-0,502587344;-4,258831252;97;111;268;5,300000191;0,180555556;85;0;0;0;0;0;0;0;0;0;0;0;7;0;4;0;0;0;0
2;1;596;-0,095653544;-4,927253686;103;113;265;5,300000191;0,182638889;85;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;7;0
2;4;568;-0,181407898;-4,958088081;95;116;262;4,699999809;0,143055556;85;0;0;0;0;0;0;0;0;0;0;0;7;3;0;3;0;0;0
1;4;532;-0,104485197;-4,845170854;97;115,0999985;277;4,800000191;0,186805556;85;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0
1;4;562;0,022485181;-5,306340649;94;121,5;267;4,400000095;0,111805556;85;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0
1;2;591;-0,095785478;-4,889513357;98;125,5999985;271;3,700000048;0,190277778;85;0;0;0;0;0;0;0;0;0;0;0;7;8;6;8;0;8;0
1;2;628;-0,341288085;-5,253842876;100;121,4000015;277;4,699999809;0,184722222;85;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0
1;4;561;-0,081738392;-5,309257307;95;126,4000015;268;2,799999952;0,109027778;85;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0
1;4;664;-0,079036671;-5,151977016;102;121,0999985;279;4,800000191;0,084027778;85;0;0;0;0;0;0;0;0;0;0;0;7;0;0;7;0;0;0
2;1;603;-0,111424131;-4,52810914;100;118,3000031;256;4,800000191;0,088888889;85;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0
2;1;556;0,021590633;-4,614129927;98;112,5;256;4;0,090972222;85;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0
2;2;572;-0,093424276;-4,832554732;94;105,4000015;258;5,099999905;0,095138889;85;0;0;0;0;0;0;0;0;0;0;0;7;0;0;6;0;6;0
2;4;641;-0,212108646;-4,872788321;99;114;273;4,099999905;0,097916667;85;0;0;0;0;0;0;0;0;0;0;0;7;7;0;0;0;0;0
1;4;634;-0,180814932;-4,953395742;100;127,3000031;272;4,800000191;0,100694444;85;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0
2;1;489;0,017295057;-5,18676488;93;109,1999969;263;5,099999905;0,114583333;85;0;0;0;0;0;0;0;0;0;0;0;7;0;0;7;0;0;0
1;4;561;-0,142010331;-4,942152497;95;116,1999969;261;4,199999809;0,140972222;85;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0
2;4;618;-0,031049064;-5,4550697;106;116,8000031;268;4,699999809;0,109722222;85;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0
2;1;611;-0,213709519;-4,943492562;99;114,0999985;259;3,599999905;0,192361111;85;0;0;0;0;0;0;0;0;0;0;0;7;7;7;0;0;0;0
1;4;563;-0,176042101;-5,38799675;89;107,3000031;252;4,400000095;0,113888889;85;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0
1;4;710;0,006822638;-5,543222409;96;117,8000031;270;3,5;0,118055556;85;0;0;0;0;0;0;0;0;0;0;0;7;7;0;0;0;0;0
2;1;478;0,006234081;-4,603454429;97;110,6999969;250;4,699999809;0,118055556;85;0;0;0;0;0;0;0;0;0;0;0;7;0;6;0;6;0;0
2;4;593;-0,006972407;-5,17372549;98;116,3000031;261;5;0,122916667;85;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0
1;4;648;-0,014606152;-5,285991717;97;130,1999969;273;2,900000095;0,129166667;85;0;0;0;0;0;0;0;0;0;0;0;7;10;0;0;0;0;0
2;1;523;-0,229001799;-5,028344228;98;117,5999985;254;4,5;0,134722222;85;0;0;0;0;0;0;0;0;0;0;0;7;0;0;7;0;0;0
1;4;626;-0,046199862;-5,170236929;100;125,8000031;265;3,5;0,136111111;85;0;0;0;0;0;0;0;0;0;0;0;7;7;0;7;0;7;0
1;4;669;-0,184894647;-4,885242734;102;129,8000031;278;4,900000095;0,104861111;85;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0
2;1;517;-0,313161158;-4,245985831;97;115,5;263;4,599999905;0,15;111;0;0;0;0;0;0;0;0;0;0;0;4;10;0;0;0;0;0
2;2;552;-0,166171454;-4,544054372;92;110,4000015;253;4,5;0,115277778;111;0;0;0;0;0;0;0;0;0;0;0;4;0;4;4;4;0;0
2;2;571;-0,198997055;-4,449532894;95;118,5999985;267;4,099999905;0,122916667;111;0;0;0;0;0;0;0;0;0;0;0;4;4;4;0;4;0;0
2;2;578;-0,021567238;-4,518924066;94;108,4000015;265;3,700000048;0,124305556;111;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;4;0;4
2;4;579;-0,275585468;-5,034243307;96;115,8000031;268;4,099999905;0,125694444;111;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;4
2;4;590;-0,177754537;-4,541843052;98;118,5;262;3,900000095;0,111805556;111;0;0;0;0;0;0;0;0;0;0;0;4;0;4;0;4;0;4
1;1;546;-0,014023962;-4,915102867;99;126,9000015;257;3,900000095;0,109722222;111;0;0;0;0;0;0;0;0;0;0;0;4;4;4;4;0;0;4
2;1;542;-0,027702603;-4,851472072;98;115,5999985;247;4;0,046527778;111;0;0;0;0;0;0;0;0;0;0;0;4;0;4;4;0;4;0
2;4;544;0,069343073;-4,989581885;96;117,9000015;262;4,800000191;0,065972222;111;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0
2;4;572;-0,092820208;-4,8804682;97;114,4000015;264;4,900000095;0,052083333;111;0;0;0;0;0;0;0;0;0;0;0;4;0;6;0;6;0;0
1;4;582;-0,115892188;-4,409671279;98;122,8000031;271;4;0,054166667;111;0;0;0;0;0;0;0;0;0;0;0;4;4;4;4;4;4;0
2;4;595;-0,092956787;-4,747248285;97;114,0999985;272;4;0,055555556;111;0;0;0;0;0;0;0;0;0;0;0;4;0;4;0;4;0;0
2;4;639;-0,052512064;-4,533863716;100;116,5;267;4,300000191;0,060416667;111;0;0;0;0;0;0;0;0;0;0;0;4;0;4;0;0;0;4
2;4;574;-0,195863124;-4,47760734;96;114,6999969;269;5,099999905;0,113194444;111;0;0;0;0;0;0;0;0;0;0;0;4;0;4;0;4;0;4
1;4;643;-0,210611135;-4,901977166;99;126,0999985;275;2,599999905;0,063888889;111;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;4
1;4;642;-0,199995818;-4,92110326;97;125,5999985;263;2,900000095;0,100694444;111;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0
2;4;530;-0,272490759;-4,899801739;95;122,1999969;266;5,300000191;0,104166667;111;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0
2;4;572;-0,194793374;-4,565129136;98;110,5999985;257;3,799999952;0,10625;111;0;0;0;0;0;0;0;0;0;0;0;4;5;4;5;4;0;0
2;4;561;-0,017778246;-4,678612912;97;109,1999969;262;3,599999905;0,061805556;111;0;0;0;0;0;0;0;0;0;0;0;4;0;4;0;0;0;4
1;1;584;-0,00699653;-4,919980926;103;125,0999985;252;2,700000048;0,252777778;111;0;0;0;0;0;0;0;0;0;0;0;4;0;4;4;0;0;4
2;2;623;-0,231460517;-4,70219879;95;119;265;5,5;0,234027778;111;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0
2;1;554;-0,033778218;-4,78148415;103;115,5;261;4,800000191;0,236111111;111;0;0;0;0;0;0;0;0;0;0;0;4;4;4;4;0;0;0
2;1;581;0,008006448;-4,96365119;100;117,1999969;252;3,799999952;0,240972222;111;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0
1;2;534;-0,088718445;-4,590922831;97;117,4000015;270;4,599999905;0,227083333;111;0;0;0;0;0;0;0;0;0;0;0;4;0;4;0;0;0;0
2;1;577;-0,268931076;-4,869765211;101;117,5;252;2,700000048;0,247916667;111;0;0;0;0;0;0;0;0;0;0;0;4;4;4;4;0;4;0
1;4;619;-0,22116139;-4,841723424;97;122,6999969;269;3,599999905;0,2625;111;0;0;0;0;0;0;0;0;0;0;0;4;0;4;0;0;0;0
1;4;561;-0,032611586;-5,003449042;96;127,4000015;256;2,200000048;0,265277778;111;0;0;0;0;0;0;0;0;0;0;0;4;0;4;0;4;0;0
2;2;547;-0,238127424;-5,10180468;96;113,1999969;263;4,199999809;0,268055556;111;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0
2;4;578;-0,189756535;-5,151782539;97;115,1999969;258;3,799999952;0,244444444;111;0;0;0;0;0;0;0;0;0;0;0;4;0;4;0;0;0;0
2;1;554;-0,058960164;-4,657557477;96;114,8000031;255;4,300000191;0,198611111;111;0;0;0;0;0;0;0;0;0;0;0;4;0;0;4;0;4;0
2;1;596;-0,018209911;-4,68981766;99;122,1999969;257;4,5;0,190972222;111;0;0;0;0;0;0;0;0;0;0;0;4;0;4;4;0;0;0
2;1;596;-0,080327718;-4,713640148;93;113,9000015;256;4,199999809;0,195138889;111;0;0;0;0;0;0;0;0;0;0;0;4;4;4;4;0;0;4
2;4;638;-0,075764377;-4,575692333;103;124,0999985;267;2,599999905;0,2;111;0;0;0;0;0;0;0;0;0;0;0;4;10;0;0;0;0;0
1;4;687;-0,116345221;-5,182549344;103;134,1999969;273;2,200000048;0,203472222;111;0;0;0;0;0;0;0;0;0;0;0;4;6;4;6;0;0;0
1;4;564;-0,310154928;-4,801456283;99;125,5999985;266;3,200000048;0,215972222;111;0;0;0;0;0;0;0;0;0;0;0;4;5;0;0;4;0;0
2;4;555;-0,322589631;-5,074173314;95;115,0999985;268;4,599999905;0,193055556;111;0;0;0;0;0;0;0;0;0;0;0;4;4;4;0;0;0;0
2;4;574;-0,412652333;-5,0249326;97;109,3000031;273;5,199999809;0,131944444;115;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0
2;4;556;-0,188152477;-5,094283535;100;113,9000015;263;4,599999905;0,0625;115;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;8;0;8
1;1;457;-0,141418099;-4,323304499;93;116,5999985;252;3,299999952;0,139583333;115;0;0;0;0;0;0;0;0;0;0;0;8;8;0;0;8;0;0
1;2;595;-0,317330766;-4,780435657;98;128,1000061;268;4,5;0,134027778;115;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0
2;4;661;-0,26027051;-4,834163263;99;113,9000015;266;4,800000191;0,130555556;115;0;0;0;0;0;0;0;0;0;0;0;8;0;8;0;8;0;8
2;4;554;-0,319348986;-4,665271795;94;111,5;267;4,599999905;0,129861111;115;0;0;0;0;0;0;0;0;0;0;0;8;0;6;0;0;0;0
2;4;591;-0,201926977;-4,905844417;98;115,3000031;266;4,599999905;0,126388889;115;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0
2;4;531;-0,225572211;-4,851350685;90;105,5;257;5,199999809;0,122916667;115;0;0;0;0;0;0;0;0;0;0;0;8;8;8;0;0;8;8
1;4;508;-0,075630523;-4,728651243;96;119;256;2,299999952;0,119444444;115;0;0;0;0;0;0;0;0;0;0;0;8;0;4;0;0;0;0
2;1;583;-0,273321512;-4,915196902;96;115,4000015;255;4,400000095;0,114583333;115;0;0;0;0;0;0;0;0;0;0;0;8;8;0;0;8;0;0
1;4;564;-0,042951387;-4,748651909;95;119,8000031;270;3,700000048;0,113194444;115;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0
2;4;595;0,10027769;-5,050413266;98;115,5;270;4,900000095;0,111111111;115;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;8;0;0
2;1;477;-0,107153361;-4,644650741;87;104,9000015;242;4,400000095;0,125;115;0;0;0;0;0;0;0;0;0;0;0;8;8;0;0;0;0;0
2;4;591;-0,249941745;-4,77368722;100;115,5999985;272;5;0,136111111;115;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0
2;1;470;-0,434123196;-4,900225013;97;113,0999985;262;4,900000095;0,061111111;119;0;0;0;0;0;0;0;0;0;0;0;4;4;4;4;4;0;0
2;4;551;-0,373539191;-4,881989905;97;122,4000015;266;4,099999905;0,063194444;119;0;0;0;0;0;0;0;0;0;0;0;4;4;4;4;4;4;0
2;4;587;-0,174833621;-5,032948593;100;115,4000015;267;2,900000095;0,067361111;119;0;0;0;0;0;0;0;0;0;0;0;4;4;4;4;4;0;4
2;4;487;-0,225328842;-4,798112229;95;116,4000015;266;4,300000191;0,072222222;119;0;0;0;0;0;0;0;0;0;0;0;4;0;4;0;4;0;0
2;4;516;-0,016698476;-4,810285535;92;113,5999985;258;2,900000095;0,059722222;119;0;0;0;0;0;0;0;0;0;0;0;4;4;0;4;4;4;0
2;2;489;-0,412191834;-5,02860618;97;116,8000031;253;4,599999905;0,070833333;119;0;0;0;0;0;0;0;0;0;0;0;4;4;4;3;0;0;0
2;4;570;-0,184124984;-4,901977166;100;119,5;266;2,900000095;0,056944444;119;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0
2;4;555;-0,124417406;-6,605839043;96;118,6999969;272;4,699999809;0,055555556;119;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0
2;4;609;-0,179161089;-4,910551835;101;122,8000031;277;3,5;0,053472222;119;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0
2;4;483;-0,208306652;-5,14521686;97;109,5999985;266;4,300000191;0,052083333;119;0;0;0;0;0;0;0;0;0;0;0;4;4;4;4;0;4;0
1;4;590;-0,148890278;-4,730823405;100;125,0999985;264;2,400000095;0,045833333;119;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0
2;4;556;-0,211085242;-5,102249588;97;121,3000031;270;3,200000048;0,076388889;119;0;0;0;0;0;0;0;0;0;0;0;4;4;4;4;0;4;0
2;4;541;0,042372226;-5,148048033;98;116,5999985;268;4,199999809;0,046527778;119;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0
1;4;561;-0,223143551;-5,320953951;98;134,3999939;277;2,200000048;0,073611111;119;0;0;0;0;0;0;0;0;0;0;0;4;4;6;0;6;0;6
2;1;451;-0,191640203;-4,464570683;96;107;250;4,099999905;0,18125;119;0;0;0;0;0;0;0;0;0;0;0;4;4;4;4;0;0;4
2;4;478;-0,05602959;-5,132316446;95;109,8000031;266;4,400000095;0,182638889;119;0;0;0;0;0;0;0;0;0;0;0;4;4;9;4;4;4;0
2;4;555;0,06821983;-5,179738559;97;117,8000031;260;5,099999905;0,204166667;119;0;0;0;0;0;0;0;0;0;0;0;4;4;5;4;5;4;0
1;4;552;-0,415793735;-4,183522207;98;130,5;267;2,200000048;0,2125;119;0;0;0;0;0;0;0;0;0;0;0;4;4;0;0;6;4;6
2;2;511;-0,382674338;-4,555788938;96;117;266;5;0,213888889;119;0;0;0;0;0;0;0;0;0;0;0;4;4;4;0;4;0;0
2;4;553;-0,165067558;-4,540956815;97;113,8000031;260;4,699999809;0,215972222;119;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;6;0;6
2;4;554;-0,231862824;-5,198233908;99;118,6999969;273;4,599999905;0,217361111;119;0;0;0;0;0;0;0;0;0;0;0;4;0;4;0;0;0;0
2;4;533;-0,225683675;-5,126806725;97;116,4000015;266;3,5;0,218055556;119;0;0;0;0;0;0;0;0;0;0;0;4;0;4;0;4;0;0
2;4;533;-0,137314196;-4,79346346;96;115,5;273;3,400000095;0,20625;119;0;0;0;0;0;0;0;0;0;0;0;4;4;4;4;4;0;0
1;4;558;-0,278329058;-4,342624087;98;121,6999969;263;3;0,083333333;119;0;0;0;0;0;0;0;0;0;0;0;4;4;0;4;0;0;0
2;4;571;-0,307305344;-4,929569841;97;111,1999969;263;5,5;0,152777778;119;0;0;0;0;0;0;0;0;0;0;0;4;0;4;0;4;0;4
1;4;578;-0,194501975;-4,930469122;100;120,5999985;275;2,799999952;0,155555556;119;0;0;0;0;0;0;0;0;0;0;0;4;0;5;0;5;4;5
1;4;542;-0,207263467;-5,121525945;97;122;267;2,599999905;0,159027778;119;0;0;0;0;0;0;0;0;0;0;0;4;4;0;4;0;4;0
1;2;511;-0,1964224;-5,030699325;96;116,9000015;267;3,299999952;0,161111111;119;0;0;0;0;0;0;0;0;0;0;0;4;4;0;4;4;5;0
2;4;597;-0,291137392;-5,270567453;100;116,3000031;266;5,400000095;0,161805556;119;0;0;0;0;0;0;0;0;0;0;0;4;9;4;0;0;0;4
1;4;605;-0,109835974;-5,200002678;98;132,1000061;269;2,799999952;0,16875;119;0;0;0;0;0;0;0;0;0;0;0;4;0;6;0;0;4;0
2;4;564;-0,217515805;-5,281867009;101;120,5999985;276;4;0,154861111;119;0;0;0;0;0;0;0;0;0;0;0;4;0;4;0;0;0;4
1;4;527;-0,327482664;-5,196219497;90;125,4000015;262;3,200000048;0,086805556;107;0;0;0;0;0;0;0;0;0;0;0;0;6;6;6;6;6;6
2;1;564;-0,014901819;-5,134728347;97;119,5999985;258;4,699999809;0,216666667;110;0;0;0;0;0;0;0;0;0;0;0;0;7;7;0;0;0;0
2;1;559;-0,083875037;-4,918898967;97;119,1999969;262;4,900000095;0,156944444;111;0;0;0;0;0;0;0;0;0;0;0;0;7;7;0;0;0;0
2;1;459;0,065474023;-5,222515653;91;111,1999969;252;4,099999905;0,194444444;110;0;0;0;0;0;0;0;0;0;0;0;0;7;7;7;0;7;0
1;4;506;-0,145038999;-5,193573945;95;117,9000015;256;2,5;0,072222222;44;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0
