"WaderBirdID","ObsCatchNr.x","BirdId.x","FirstCode","Code.x","BillShape","BH"
"CHRP9224",66900364,9224,"BRB-GYYS","BRB-GYYS","PB",3.700000048
"CHRP9225",66900364,9225,"BRB-GYYP","BRB-GYYP","B",4.900000095
"CHRP9226",66900364,9226,"BRB-C8O1","BRB-C8O1","PB",4.400000095
"CHRP9227",66900364,9227,"BRB-C8O7","BRB-C8O7","B",5
"CHRP9228",66900365,9228,"BRB-C8OX","BRB-C8OX","B",4.900000095
"CHRP9229",66900365,9229,"BRB-C8OY","BRB-C8OY","PB",4.099999905
"CHRP9232",66900365,9232,"BRP-YUC2","BRP-YUC2","P",2.900000095
"CHRP9234",66900365,9234,"BRP-YUC5","BRP-YUC5","PB",4.300000191
"CHRP9235",66900365,9235,"BRB-C8OU","BRB-C8OU","P",2.900000095
"CHRP9236",66900365,9236,"BRP-YUC4","BRP-YUC4","PB",4.599999905
"CHRP9238",66900365,9238,"BRB-C8OS","BRB-C8OS","P",2.900000095
"CHRP9239",66900365,9239,"BRB-C8OP","BRB-C8OP","H",4.699999809
"CHRP9240",66900365,9240,"BRB-C8ON","BRB-C8ON","PB",3.5
"CHRP9241",66900365,9241,"BRB-C8OL","BRB-C8OL","PB",4.300000191
"CHRP9243",66900365,9243,"BRB-C8OC","BRB-C8OC","P",2.400000095
"CHRP9244",66900365,9244,"BRP-YUC8","BRP-YUC8","PB",3.200000048
"CHRP9245",66900365,9245,"BRB-C8OE","BRB-C8OE","PB",4.199999809
"CHRP9247",66900365,9247,"BRP-YUC6","BRP-YUC6","P",2.200000048
"CHRP9250",66900365,9250,"BLR-OER7","BLR-OER7","PB",4.099999905
"CHRP9251",66900365,9251,"BLR-OER8","BLR-OER8","PB",4.400000095
"CHRP9252",66900365,9252,"BLR-OER9","BLR-OER9","B",5.099999905
"CHRP9258",66900365,9258,"BLR-OERL","BLR-OERL","P",2.200000048
"CHRP9259",66900365,9259,"BLR-OERN","BLR-OERN","B",5
"CHRP9260",66900365,9260,"BLR-OERP","BLR-OERP","PH",4.699999809
"CHRP9261",66900365,9261,"BLR-OERS","BLR-OERS","PB",4.599999905
"CHRP9262",66900365,9262,"BLR-OERT","BLR-OERT","PB",3.5
"CHRP9263",66900365,9263,"BLR-OERA","BLR-OERA","PB",3.400000095
"CHRP9269",66900365,9269,"BRP-YUCE","BRP-YUCE","P",3
"CHRP9271",66900365,9271,"BRP-YUCJ","BRP-YUCJ","H",5.5
"CHRP9273",66900365,9273,"BRP-YUCN","BRP-YUCN","P",2.799999952
"CHRP9275",66900365,9275,"BRP-YUCS","BRP-YUCS","P",2.599999905
"CHRP9276",66900365,9276,"BRP-YUCT","BRP-YUCT","P",3.299999952
"CHRP9277",66900365,9277,"BRP-YUCU","BRP-YUCU","B",5.400000095
"CHRP9281",66900365,9281,"BLR-OER1","BLR-OER1","P",2.799999952
"CHRP9282",66900365,9282,"BRP-YUCL","BRP-YUCL","PB",4
"STW9908",66902250,9908,"RR-BYOE","RR-BYOE","P",3.200000048
"STW10049",66902259,10049,"RR-CQLN","RR-CQLN","B",4.699999809
"STW10067",66902260,10067,"RR-BKOA","RR-BKOA","B",4.900000095
"STW10071",66902259,10071,"RG-CAYY","RG-CAYY","PB",4.099999905
"CHRP10228",66902231,10228,"BLR-O8B0","BLR-O8B0","P",2.5
"CHRP10230",66902231,10230,"BLR-O8B1","BLR-O8B1","P",2.799999952
"CHRP10231",66902231,10231,"BLR-O8BN","BLR-O8BN","B",5.300000191
"CHRP10232",66902231,10232,"BLR-O8BL","BLR-O8BL","PB",4
"CHRP10234",66902231,10234,"BLR-O8BH","BLR-O8BH","PB",4.300000191
"CHRP10235",66902231,10235,"BLR-O8BE","BLR-O8BE","H",4.900000095
"CHRP10236",66902231,10236,"BLR-O8BS","BLR-O8BS","B",5.099999905
"CHRP10237",66902231,10237,"BLR-O8BA","BLR-O8BA","PB",3.400000095
"CHRP10239",66902231,10239,"BLR-O8B8","BLR-O8B8","H",5.400000095
"CHRP10240",66902231,10240,"BLR-O8B7","BLR-O8B7","PB",4.300000191
"CHRP10243",66902231,10243,"BLR-O8B4","BLR-O8B4","H",5.300000191
"CHRP10244",66902231,10244,"BLR-O8B3","BLR-O8B3","PB",3.700000048
"CHRP10247",66902231,10247,"BLY-R9Y7","BLY-R9Y7","B",5
"CHRP10248",66902231,10248,"BLY-R9YL","BLY-R9YL","P",3.599999905
"CHRP10249",66902231,10249,"BLY-R9YJ","BLY-R9YJ","PB",4.800000191
"CHRP10250",66902231,10250,"BLY-R9YH","BLY-R9YH","P",3.299999952
"CHRP10251",66902231,10251,"BLY-R9YE","BLY-R9YE","PB",4.199999809
"CHRP10252",66902231,10252,"BLY-R9YC","BLY-R9YC","B",5.199999809
"CHRP10255",66902231,10255,"BLY-R9Y8","BLY-R9Y8","B",4.900000095
"CHRP10256",66902231,10256,"BLY-R9YN","BLY-R9YN","B",4.900000095
"CHRP10257",66902231,10257,"BLY-R9Y6","BLY-R9Y6","PB",3.799999952
"CHRP10258",66902231,10258,"BLY-R9Y5","BLY-R9Y5","PB",4.5
"CHRP10261",66902231,10261,"BLR-O8BX","BLR-O8BX","PB",4
"CHRP10262",66902231,10262,"BLR-O8BU","BLR-O8BU","B",5.199999809
"CHRP10264",66902233,10264,"BRR-REY3","BRR-REY3","PB",4.199999809
"CHRP10265",66902233,10265,"BLY-R9YP","BLY-R9YP","P",2.599999905
"CHRP10266",66902233,10266,"BRR-REYC","BRR-REYC","B",4.900000095
"CHRP10267",66902233,10267,"BRR-REYA","BRR-REYA","PB",3.900000095
"CHRP10268",66902233,10268,"BRR-REY9","BRR-REY9","PB",3.299999952
"CHRP10269",66902233,10269,"BRR-REY8","BRR-REY8","PH",4.699999809
"CHRP10270",66902233,10270,"BRR-REY7","BRR-REY7","PB",3.900000095
"CHRP10272",66902233,10272,"BRR-REYH","BRR-REYH","PB",4
"CHRP10274",66902233,10274,"BRR-REYJ","BRR-REYJ","P",3.299999952
"CHRP10275",66902233,10275,"BRR-REY2","BRR-REY2","PB",3.299999952
"CHRP10276",66902233,10276,"BRR-REY1","BRR-REY1","PB",3.799999952
"CHRP10277",66902233,10277,"BLY-R9YY","BLY-R9YY","B",5.199999809
"CHRP10278",66902233,10278,"BLY-R9YX","BLY-R9YX","H",5.099999905
"CHRP10279",66902233,10279,"BLY-R9YU","BLY-R9YU","PB",3.700000048
"CHRP10280",66902233,10280,"BLY-R9YT","BLY-R9YT","PB",4.199999809
"CHRP10281",66902233,10281,"BLY-R9YS","BLY-R9YS","PB",3.700000048
"CHRP10282",66902233,10282,"BRR-REY5","BRR-REY5","B",4.300000191
"CHRP10283",66902233,10283,"BRR-B2YA","BRR-B2YA","PB",4.400000095
"CHRP10285",66902233,10285,"BRR-B2YS","BRR-B2YS","PB",4.800000191
"CHRP10286",66902233,10286,"BRR-B2YP","BRR-B2YP","P",2.5
"CHRP10288",66902233,10288,"BRR-B2YL","BRR-B2YL","PB",4.699999809
"CHRP10289",66902233,10289,"BRR-B2YJ","BRR-B2YJ","PB",3.400000095
"CHRP10290",66902233,10290,"BRR-B2YH","BRR-B2YH","PB",4.099999905
"CHRP10291",66902233,10291,"BRR-REYE","BRR-REYE","PB",4.400000095
"CHRP10292",66902233,10292,"BRR-B2YC","BRR-B2YC","P",3.099999905
"CHRP10294",66902233,10294,"BRR-REYX","BRR-REYX","B",5.300000191
"CHRP10295",66902233,10295,"BRR-REYU","BRR-REYU","B",5.099999905
"CHRP10296",66902233,10296,"BRR-REYT","BRR-REYT","B",5
"CHRP10298",66902233,10298,"BRR-REYP","BRR-REYP","PB",4.300000191
"CHRP10299",66902233,10299,"BRR-REYN","BRR-REYN","PB",4.800000191
"CHRP10300",66902233,10300,"BRR-REYL","BRR-REYL","PB",4.699999809
"CHRP10301",66902233,10301,"BRR-B2YE","BRR-B2YE","PH",4.800000191
"CHRP10318",66902236,10318,"BLP-RSYH","BLP-RSYH","P",3
"CHRP10319",66902236,10319,"BLP-RSY4","BLP-RSY4","P",2.799999952
"CHRP10320",66902236,10320,"BLP-RSYX","BLP-RSYX","PB",3.400000095
"CHRP10321",66902236,10321,"BLP-RSYU","BLP-RSYU","PB",4.800000191
"CHRP10322",66902236,10322,"BLP-RSYT","BLP-RSYT","P",3.099999905
"CHRP10323",66902236,10323,"BLP-RSYS","BLP-RSYS","P",2.400000095
"CHRP10324",66902236,10324,"BLP-RSYP","BLP-RSYP","PB",4.400000095
"CHRP10325",66902236,10325,"BLP-RSYN","BLP-RSYN","H",5
"CHRP10326",66902236,10326,"BRR-B2YX","BRR-B2YX","P",3
"CHRP10327",66902236,10327,"BLP-RSYJ","BLP-RSYJ","PB",3.5
"CHRP10329",66902236,10329,"BLP-RSYE","BLP-RSYE","PB",4.599999905
"CHRP10330",66902236,10330,"BLP-RSYC","BLP-RSYC","PB",3.900000095
"CHRP10331",66902236,10331,"BLP-RSYA","BLP-RSYA","P",3
"CHRP10332",66902236,10332,"BLP-RSY9","BLP-RSY9","PB",3.700000048
"CHRP10334",66902236,10334,"BLP-RSY7","BLP-RSY7","PB",3.799999952
"CHRP10335",66902236,10335,"BLP-RSY6","BLP-RSY6","P",3.200000048
"CHRP10336",66902236,10336,"BLP-RSY5","BLP-RSY5","PB",4
"CHRP10337",66902236,10337,"BLP-RSYL","BLP-RSYL","PB",3.799999952
"CHRP10338",66902236,10338,"BRG-B8YJ","BRG-B8YJ","P",3.200000048
"CHRP10339",66902236,10339,"BLG-WCB7","BLG-WCB7","PB",4
"CHRP10340",66902236,10340,"BRG-B8YY","BRG-B8YY","PB",3.700000048
"CHRP10341",66902236,10341,"BRG-B8YX","BRG-B8YX","PB",3.599999905
"CHRP10342",66902236,10342,"BRG-B8YU","BRG-B8YU","P",2.900000095
"CHRP10343",66902236,10343,"BRG-B8YT","BRG-B8YT","PB",3.400000095
"CHRP10344",66902236,10344,"BRG-B8YS","BRG-B8YS","P",2.900000095
"CHRP10345",66902236,10345,"BRG-B8YP","BRG-B8YP","PB",3.5
"CHRP10346",66902236,10346,"BLP-RSYY","BLP-RSYY","P",3.299999952
"CHRP10347",66902236,10347,"BRG-B8YL","BRG-B8YL","PB",3.400000095
"CHRP10348",66902236,10348,"BLG-WCB8","BLG-WCB8","P",3
"CHRP10349",66902236,10349,"BRG-B8YH","BRG-B8YH","PB",3.900000095
"CHRP10350",66902236,10350,"BRG-B8YE","BRG-B8YE","H",5.599999905
"CHRP10351",66902236,10351,"BRG-B8YC","BRG-B8YC","P",2.900000095
"CHRP10353",66902236,10353,"BRG-B8Y9","BRG-B8Y9","PH",4.300000191
"CHRP10354",66902236,10354,"BRG-B8Y8","BRG-B8Y8","P",3.400000095
"CHRP10355",66902236,10355,"BRG-B8Y7","BRG-B8Y7","P",2.299999952
"CHRP10356",66902236,10356,"BRG-B8Y6","BRG-B8Y6","B",4.900000095
"CHRP10357",66902236,10357,"BRG-B8YN","BRG-B8YN","PB",4.199999809
"CHRP10362",66902246,10362,"BLG-WPRC","BLG-WPRC","P",3
"CHRP10363",66902246,10363,"BLG-WPRH","BLG-WPRH","B",5
"CHRP10364",66902246,10364,"BLG-WPRJ","BLG-WPRJ","PB",3.299999952
"CHRP10365",66902247,10365,"BLR-W1RN","BLR-W1RN","P",2.700000048
"CHRP10366",66902247,10366,"BLG-YACJ","BLG-YACJ","H",5
"CHRP10367",66902247,10367,"BRG-CLYA","BLG-YACL","B",4.900000095
"CHRP10368",66902247,10368,"BLG-YACN","BLG-YACN","B",5.400000095
"CHRP10369",66902247,10369,"BRG-CPYA","BLG-YACP","PB",4.599999905
"CHRP10371",66902247,10371,"BLG-YACU","BLG-YACU","PB",4
"CHRP10372",66902247,10372,"BRG-CXYA","BLG-YACX","B",5.199999809
"CHRP10373",66902247,10373,"BLG-YACY","BLG-YACY","P",2.700000048
"CHRP10374",66902247,10374,"BLG-YACH","BLG-YACH","P",2.700000048
"CHRP10375",66902247,10375,"BLR-W1RL","BLR-W1RL","B",5.900000095
"CHRP10376",66902247,10376,"BLG-YACA","BLG-YACA","PB",4.5
"CHRP10377",66902247,10377,"BLR-W1RP","BLR-W1RP","B",4.699999809
"CHRP10378",66902247,10378,"BLR-W1RS","BLR-W1RS","P",2.5
"CHRP10379",66902247,10379,"BLR-W1RT","BLR-W1RT","PB",4.400000095
"CHRP10380",66902247,10380,"BLR-W1RU","BLR-W1RU","PB",4.699999809
"CHRP10382",66902247,10382,"BLR-W1RA","BLR-W1RA","B",5.900000095
"CHRP10384",66902247,10384,"BLR-W1R0","BLR-W1R0","PB",5
"CHRP10386",66902247,10386,"BLR-W1R2","BLR-W1R2","PB",4.699999809
"CHRP10387",66902247,10387,"BLR-W1R4","BLR-W1R4","B",5.300000191
"CHRP10388",66902247,10388,"BLR-W1R6","BLR-W1R6","B",4.599999905
"CHRP10389",66902247,10389,"BLR-W1R7","BLR-W1R7","H",5.900000095
"CHRP10390",66902247,10390,"BRG-CEYA","BLG-YACE","PB",4.099999905
"CHRP10391",66902247,10391,"BLR-W1R9","BLR-W1R9","PB",4
"CHRP10393",66902247,10393,"BLR-W1RC","BLR-W1RC","B",5.300000191
"CHRP10394",66902247,10394,"BLR-W1RE","BLR-W1RE","PB",4.400000095
"CHRP10395",66902247,10395,"BLR-W1RH","BLR-W1RH","PB",4.599999905
"CHRP10396",66902247,10396,"BLR-W1RJ","BLR-W1RJ","B",5.5
"CHRP10397",66902247,10397,"BRG-C9YA","BLG-YAC9","PB",4.400000095
"CHRP10398",66902247,10398,"BLR-W1R5","BLR-W1R5","B",4.800000191
"CHRP10399",66902247,10399,"BLG-YACC","BLG-YACC","PB",4.199999809
"CHRP10401",66902247,10401,"BRR-CEW9","BRR-CEW9","PB",4.5
"CHRP10402",66902247,10402,"BRR-CEW0","BRR-CEW0","PB",3.799999952
"CHRP10403",66902247,10403,"BRR-CEW1","BRR-CEW1","B",5.099999905
"CHRP10405",66902247,10405,"BRR-CEW3","BRR-CEW3","PH",4.599999905
"CHRP10406",66902247,10406,"BRR-CEW4","BRR-CEW4","PB",4.199999809
"CHRP10407",66902247,10407,"BRR-CEW5","BRR-CEW5","PB",4.5
"CHRP10408",66902247,10408,"BRR-CEW6","BRR-CEW6","B",5.400000095
"CHRP10409",66902247,10409,"BLB-Y5CY","BLB-Y5CY","PB",4.300000191
"CHRP10410",66902247,10410,"BRR-CEW8","BRR-CEW8","PB",4.5
"CHRP10411",66902247,10411,"BRR-CEWE","BRR-CEWE","B",5
"CHRP10412",66902247,10412,"BRR-CEWA","BRR-CEWA","B",5.099999905
"CHRP10413",66902247,10413,"BRR-CEWC","BRR-CEWC","P",2.099999905
"CHRP10415",66902247,10415,"BRR-CEWL","BRR-CEWL","P",2.5
"CHRP10416",66902247,10416,"BRR-CEWN","BRR-CEWN","PB",4.800000191
"CHRP10418",66902247,10418,"BLR-W1R3","BLR-W1R3","P",3.099999905
"CHRP10419",66902247,10419,"BRR-CEWP","BRR-CEWP","PB",3.900000095
"CHRP10422",66902247,10422,"BLB-Y5C3","BLB-Y5C3","PB",3.5
"CHRP10423",66902247,10423,"BLB-Y5C4","BLB-Y5C4","PB",4.099999905
"CHRP10424",66902247,10424,"BRR-CEWJ","BRR-CEWJ","B",6.300000191
"CHRP10425",66902247,10425,"BLB-Y5CX","BLB-Y5CX","P",2
"CHRP10426",66902247,10426,"BLB-Y5C2","BLB-Y5C2","PB",3.599999905
"CHRP10427",66902247,10427,"BLB-Y5C5","BLB-Y5C5","B",4.699999809
"CHRP10428",66902247,10428,"BLB-Y5C6","BLB-Y5C6","PB",4.900000095
"CHRP10430",66902247,10430,"BLB-Y5C9","BLB-Y5C9","PB",4
"CHRP10432",66902247,10432,"BLB-Y5CU","BLB-Y5CU","PB",4.5
"CHRP10433",66902247,10433,"BLB-Y5CC","BLB-Y5CC","B",5.199999809
"CHRP10435",66902247,10435,"BLB-Y5CS","BLB-Y5CS","P",2
"CHRP10436",66902247,10436,"BLB-Y5CH","BLB-Y5CH","PB",4.099999905
"CHRP10437",66902247,10437,"BLB-Y5CJ","BLB-Y5CJ","PB",4.199999809
"CHRP10438",66902247,10438,"BLB-Y5CA","BLB-Y5CA","PH",4.199999809
"CHRP10439",66902247,10439,"BLB-Y5CP","BLB-Y5CP","B",5.099999905
"CHRP10440",66902247,10440,"BLB-Y5CN","BLB-Y5CN","B",5.599999905
"CHRP10441",66902248,10441,"BLY-RLY0","BLY-RLY0","P",3.5
"CHRP10443",66902248,10443,"BLP-R5Y0","BLP-R5Y0","PB",5
"CHRP10447",66902248,10447,"BLB-WUBU","BLB-WUBU","B",4.599999905
"CHRP10452",66902248,10452,"BRR-RYY1","BRR-RYY1","PB",4.400000095
"CHRP10453",66902248,10453,"BLB-WAGL","BLB-WAGL","H",6.300000191
"CHRP10454",66902248,10454,"BLB-WUBP","BLB-WUBP","PB",5.400000095
"CHRP10456",66902248,10456,"BLY-RLYN","BLY-RLYN","PH",4.800000191
"CHRP10457",66902248,10457,"BLY-RLY9","BLY-RLY9","B",5.5
"CHRP10459",66902248,10459,"BLY-RLY2","BLY-RLY2","B",5.800000191
"CHRP10460",66902248,10460,"BLY-RLYA","BLY-RLYA","PH",4.900000095
"CHRP10461",66902248,10461,"BLY-RLY8","BLY-RLY8","PB",3
"CHRP10462",66902248,10462,"BLY-RLY6","BLY-RLY6","PB",4
"CHRP10463",66902248,10463,"BLY-RLY5","BLY-RLY5","B",5.400000095
"CHRP10464",66902248,10464,"BLY-RLY4","BLY-RLY4","B",5.5
"CHRP10466",66902248,10466,"BLY-RLYJ","BLY-RLYJ","PB",4.599999905
"CHRP10467",66902248,10467,"BLB-WAG7","BLB-WAG7","B",5.5
"CHRP10468",66902248,10468,"BLB-WAGN","BLB-WAGN","B",6.300000191
"CHRP10469",66902248,10469,"BLB-WAGH","BLB-WAGH","B",5.099999905
"CHRP10470",66902248,10470,"BLB-WAGE","BLB-WAGE","H",6.300000191
"CHRP10471",66902248,10471,"BLB-WAGC","BLB-WAGC","PB",4.599999905
"CHRP10472",66902248,10472,"BLB-WAGA","BLB-WAGA","B",4.900000095
"CHRP10474",66902248,10474,"BLB-WAG8","BLB-WAG8","H",6.400000095
"CHRP10476",66902248,10476,"BLB-WAG6","BLB-WAG6","H",5.5
"CHRP10479",66902248,10479,"BLB-WAG2","BLB-WAG2","B",5.5
"CHRP10483",66902248,10483,"BLP-R5YP","BLP-R5YP","H",5.199999809
"CHRP10486",66902248,10486,"BLP-CSWX","BLP-CSWX","PB",5
"CHRP10487",66902248,10487,"BLP-CSWU","BLP-CSWU","PB",4.699999809
"CHRP10489",66902248,10489,"BLP-CSWS","BLP-CSWS","B",5.099999905
"CHRP10491",66902248,10491,"BLP-R5YT","BLP-R5YT","PB",4.599999905
"CHRP10492",66902248,10492,"BLB-WAGT","BLB-WAGT","P",3.099999905
"CHRP10493",66902248,10493,"BLY-RLYX","BLY-RLYX","B",5.599999905
"CHRP10496",66902248,10496,"BLB-WAGY","BLB-WAGY","H",5
"CHRP10499",66902248,10499,"BLP-R5YX","BLP-R5YX","PB",4.099999905
"CHRP10501",66902248,10501,"BLP-CSWE","BLP-CSWE","P",3.200000048
"CHRP10502",66902248,10502,"BLP-CSWC","BLP-CSWC","H",2.5
"CHRP10503",66902248,10503,"BLP-CSWA","BLP-CSWA","B",5
"CHRP10504",66902248,10504,"BLP-CSW9","BLP-CSW9","PB",4
"CHRP10506",66902248,10506,"BLB-WUB9","BLB-WUB9","B",5
"CHRP10507",66902248,10507,"BLP-CSW6","BLP-CSW6","P",2.700000048
"CHRP10508",66902248,10508,"BLP-CSWL","BLP-CSWL","B",5.300000191
"CHRP10510",66902248,10510,"BLB-WUBJ","BLB-WUBJ","B",5.099999905
"CHRP10511",66902248,10511,"BLB-WUBH","BLB-WUBH","B",4.900000095
"CHRP10512",66902248,10512,"BLB-WUBE","BLB-WUBE","H",6
"CHRP10515",66902248,10515,"BLP-CSW7","BLP-CSW7","PB",4.599999905
"CHRP10516",66902248,10516,"BLR-YTC5","BLR-YTC5","B",4.699999809
"CHRP10517",66902248,10517,"BLR-YTCN","BLR-YTCN","B",5.300000191
"CHRP10519",66902248,10519,"BLR-YTCC","BLR-YTCC","H",5.099999905
"CHRP10520",66902248,10520,"BLR-YTCA","BLR-YTCA","PB",4.800000191
"CHRP10521",66902248,10521,"BLR-YTC6","BLR-YTC6","PB",3.099999905
"CHRP10522",66902248,10522,"BLR-YTC8","BLR-YTC8","PB",4.699999809
"CHRP10523",66902248,10523,"BLP-CSWH","BLP-CSWH","B",5
"CHRP10526",66902248,10526,"BLR-YTC3","BLR-YTC3","B",5.300000191
"CHRP10527",66902248,10527,"BLR-YTC2","BLR-YTC2","PB",4.099999905
"CHRP10528",66902248,10528,"BLR-YTC0","BLR-YTC0","P",2.299999952
"CHRP10530",66902248,10530,"BLP-CSWN","BLP-CSWN","P",3
"CHRP10531",66902248,10531,"BLB-WUB8","BLB-WUB8","PB",4
"CHRP10534",66902248,10534,"BLP-R5Y6","BLP-R5Y6","PB",4.199999809
"CHRP10535",66902248,10535,"BLP-R5Y4","BLP-R5Y4","B",5.099999905
"CHRP10537",66902248,10537,"BLP-R5Y2","BLP-R5Y2","PB",4.900000095
"CHRP10538",66902248,10538,"BLP-R5Y1","BLP-R5Y1","PB",3.5
"CHRP10539",66902248,10539,"BLB-WUBA","BLB-WUBA","PB",4
"CHRP10540",66902248,10540,"BRR-RYYE","BRR-RYYE","PB",4.699999809
"CHRP10543",66902248,10543,"BRR-RYY9","BRR-RYY9","PB",3.299999952
"CHRP10545",66902248,10545,"BRR-RYY7","BRR-RYY7","PB",4.5
"CHRP10547",66902248,10547,"BRR-RYY5","BRR-RYY5","PB",4.400000095
"CHRP10550",66902248,10550,"BLB-WUB7","BLB-WUB7","B",5
"CHRP10552",66902248,10552,"BLB-WUB5","BLB-WUB5","PB",4.699999809
"CHRP10554",66902248,10554,"BLB-WUB3","BLB-WUB3","B",6
"CHRP10556",66902248,10556,"BLP-R5Y7","BLP-R5Y7","PB",4.199999809
"CHRP10557",66902248,10557,"BLB-WUB0","BLB-WUB0","B",5.699999809
"CHRP10558",66902248,10558,"BLP-R5Y8","BLP-R5Y8","PB",4.5
"CHRP10560",66902248,10560,"BLP-R5YH","BLP-R5YH","PB",5.099999905
"CHRP10562",66902248,10562,"BLP-R5YC","BLP-R5YC","PB",3.799999952
"CHRP10565",66902248,10565,"BLB-WUB1","BLB-WUB1","PB",3.400000095
"CHRP10566",66902249,10566,"BLR-OEG1","BLR-OEG1","PB",4.099999905
"CHRP10567",66902249,10567,"BRR-RYYL","BRR-RYYL","PB",3.900000095
"CHRP10568",66902249,10568,"BLR-OEGC","BLR-OEGC","PB",4.5
"CHRP10570",66902249,10570,"BLR-OEG9","BLR-OEG9","PB",4
"CHRP10571",66902249,10571,"BLR-OEG8","BLR-OEG8","PB",4.400000095
"CHRP10573",66902249,10573,"BLR-OEG5","BLR-OEG5","PB",4.5
"CHRP10574",66902249,10574,"BLR-OEG6","BLR-OEG6","P",3.299999952
"CHRP10575",66902249,10575,"BLR-OEGH","BLR-OEGH","PB",3.900000095
"CHRP10576",66902249,10576,"BLR-OEG3","BLR-OEG3","PB",3.700000048
"CHRP10577",66902249,10577,"BLR-OEGJ","BLR-OEGJ","B",4.699999809
"CHRP10578",66902249,10578,"BLR-OEG0","BLR-OEG0","P",3.099999905
"CHRP10579",66902249,10579,"BLG-W9RY","BLG-W9RY","PB",4.400000095
"CHRP10583",66902249,10583,"BLG-W9RS","BLG-W9RS","PB",3.900000095
"CHRP10586",66902249,10586,"BLR-OEG4","BLR-OEG4","P",3.099999905
"CHRP10588",66902249,10588,"BRR-C7OE","BRR-C7OE","PB",4.099999905
"CHRP10589",66902249,10589,"BRR-C7OC","BRR-C7OC","PB",4
"CHRP10591",66902249,10591,"BRR-C7O9","BRR-C7O9","P",3
"CHRP10592",66902249,10592,"BRR-C7O8","BRR-C7O8","P",3.200000048
"CHRP10594",66902249,10594,"BRR-C7O4","BRR-C7O4","PB",4
"CHRP10596",66902249,10596,"BLR-OEGE","BLR-OEGE","PB",3.700000048
"CHRP10598",66902249,10598,"BLG-W9RH","BLG-W9RH","B",4.400000095
"CHRP10599",66902249,10599,"BLR-OEGY","BLR-OEGY","P",3.099999905
"CHRP10601",66902249,10601,"BLR-OEGU","BLR-OEGU","PB",4.199999809
"CHRP10602",66902249,10602,"BLR-OEGT","BLR-OEGT","PB",4.400000095
"CHRP10603",66902249,10603,"BLR-OEGS","BLR-OEGS","P",3.200000048
"CHRP10604",66902249,10604,"BLR-OEGP","BLR-OEGP","P",3.200000048
"CHRP10606",66902249,10606,"BLR-OEGL","BLR-OEGL","PB",4
"CHRP10607",66902249,10607,"BRR-C7O2","BRR-C7O2","B",5.5
"CHRP10609",66902249,10609,"BLP-R9YH","BLP-R9YH","P",2.900000095
"CHRP10610",66902249,10610,"BLP-R9YE","BLP-R9YE","P",2.599999905
"CHRP10611",66902249,10611,"BLP-R9YC","BLP-R9YC","P",2.5
"CHRP10612",66902249,10612,"BLP-R9YA","BLP-R9YA","P",2.400000095
"CHRP10613",66902249,10613,"BLP-R9Y9","BLP-R9Y9","P",3.299999952
"CHRP10614",66902249,10614,"BLP-R9Y8","BLP-R9Y8","PB",4.099999905
"CHRP10615",66902249,10615,"BLP-R9Y7","BLP-R9Y7","P",2.799999952
"CHRP10616",66902249,10616,"BLP-R9Y6","BLP-R9Y6","PB",4.5
"CHRP10617",66902249,10617,"BLG-W9RL","BLG-W9RL","B",5.099999905
"CHRP10620",66902249,10620,"BLP-R9Y2","BLP-R9Y2","P",2.099999905
"CHRP10621",66902249,10621,"BLP-R9Y0","BLP-R9Y0","PB",3.5
"CHRP10623",66902249,10623,"BRR-RYYX","BRR-RYYX","B",5.699999809
"CHRP10624",66902249,10624,"BRR-RYYT","BRR-RYYT","PB",3.900000095
"CHRP10625",66902249,10625,"BRR-RYYS","BRR-RYYS","P",2.099999905
"CHRP10627",66902249,10627,"BRR-RYYN","BRR-RYYN","PB",3.799999952
"CHRP10628",66902249,10628,"BLP-R9Y5","BLP-R9Y5","P",2.400000095
"CHRP10629",66902249,10629,"BLG-W9R3","BLG-W9R3","PB",4.199999809
"CHRP10630",66902249,10630,"BRR-C7ON","BRR-C7ON","PB",4.599999905
"CHRP10631",66902249,10631,"BLG-W9RE","BLG-W9RE","B",5
"CHRP10632",66902249,10632,"BLG-W9RC","BLG-W9RC","P",3
"CHRP10633",66902249,10633,"BLG-W9RA","BLG-W9RA","B",4.800000191
"CHRP10634",66902249,10634,"BLG-W9R9","BLG-W9R9","PB",4.300000191
"CHRP10635",66902249,10635,"BLG-W9R8","BLG-W9R8","PB",4.599999905
"CHRP10636",66902249,10636,"BLG-W9R7","BLG-W9R7","PB",3.5
"CHRP10638",66902249,10638,"BLP-R9YJ","BLP-R9YJ","PB",3.5
"CHRP10639",66902249,10639,"BLG-W9R4","BLG-W9R4","B",5.199999809
"CHRP10640",66902249,10640,"BLP-R9YL","BLP-R9YL","P",3.099999905
"CHRP10641",66902249,10641,"BLG-W9R2","BLG-W9R2","B",5
"CHRP10642",66902249,10642,"BLG-W9R1","BLG-W9R1","P",2.900000095
"CHRP10643",66902249,10643,"BLG-W9R0","BLG-W9R0","PB",3.700000048
"CHRP10644",66902249,10644,"BLP-R9YY","BLP-R9YY","PB",3.599999905
"CHRP10645",66902249,10645,"BLP-R9YX","BLP-R9YX","P",3.200000048
"CHRP10646",66902249,10646,"BLP-R9YT","BLP-R9YT","PB",3.700000048
"CHRP10647",66902249,10647,"BLP-R9YS","BLP-R9YS","PB",3.299999952
"CHRP10648",66902249,10648,"BLP-R9YP","BLP-R9YP","P",2.799999952
