"","x"
"1",0.742533021635604
"2",0.717053457984019
"3",0.75594262495375
"4",0.692501106272542
"5",0.468021687472463
"6",0.489159693184674
"7",0.442141491863718
"8",0.417498911892573
"9",0.356779876771413
"10",0.332804283744917
"11",0.326548272635114
"12",0.346005019795023
"13",0.522861210964286
"14",0.655365413241874
"15",0.41156879698618
"16",0.605662291371319
"17",0.528166516717282
"18",0.34632299365899
"19",0.379964888774844
"20",0.429617107571695
"21",0.708286639014811
"22",0.684262238543776
"23",0.575707909172773
"24",0.505024274714961
"25",0.505736789201268
"26",0.654732759932725
"27",0.668398907002028
"28",0.860328580493138
"29",0.640014706705428
"30",0.555754074578361
"31",0.500120222850906
"32",0.585671295955647
"33",0.362461649270273
"34",0.707675246742472
"35",0.577340716401137
"36",0.974796803807064
"37",0.660556953030883
"38",0.703925164169853
"39",0.708900794970346
"40",0.583350803344717
"41",0.697144001585437
"42",0.840182043399966
"43",0.675291838513867
"44",0.667106776140281
"45",0.670999020941712
"46",0.76414707564074
"47",0.772262082502008
"48",0.614472694283514
"49",0.657577318694622
"50",0.485692913238371
"51",0.540177442710198
"52",0.632721670935844
"53",0.619540144790863
"54",0.74672383243512
"55",0.666274286525187
"56",0.550310850696753
"57",0.733773204801055
"58",0.765070609215412
"59",0.582093596675624
"60",0.70277869923809
"61",0.581953573445512
"62",0.685402122954752
"63",0.550347237935991
"64",0.407987492800472
"65",0.718975311888953
"66",0.662477850210052
"67",0.580633992380472
"68",0.466234223511213
"69",0.693738908843554
"70",0.661423286804374
"71",0.705135422354644
"72",0.648757479140193
"73",0.527129687018656
"74",0.395242646249973
"75",0.518719242003161
"76",0.575863565015316
"77",0.526550637658942
"78",0.567827609621204
"79",0.659750745245554
"80",0.483429418544408
"81",0.564118443258232
"82",0.569521869534547
"83",0.535215037979999
"84",0.507790420385239
"85",0.431581332254916
"86",0.634707288188993
"87",0.615668453573292
"88",0.565584687601092
"89",0.550115136877205
"90",0.579499789084897
"91",0.557728842112396
"92",0.653442083391085
"93",0.789757434468257
"94",0.710964989337442
"95",0.643685430070948
"96",0.56766832602862
"97",0.391130202163542
"98",0.362828077607752
"99",0.653081714879948
"100",0.699357819216608
"101",0.982863629251979
"102",0.755892756486795
"103",0.714078860374689
"104",0.707027699964648
"105",0.637266221201986
"106",0.642334073522224
"107",0.680191665224262
"108",0.939321842033336
"109",1.08179350857188
"110",0.756778540734235
"111",0.663999228872187
"112",0.680905262339263
"113",0.909014045588768
"114",0.968336086028925
"115",0.718633224926506
"116",0.660550139806417
"117",0.801171769622778
"118",0.678454602343015
"119",0.882907092903311
"120",0.867385771558899
"121",0.760490639697325
"122",0.769301093533872
"123",0.785527409813799
"124",0.788453438609446
"125",0.80565166022647
"126",0.759542479269499
"127",0.781980252196117
"128",0.799437592413831
"129",0.930717469964795
"130",0.807696937846914
"131",0.920317376413599
"132",0.815655359794335
"133",0.785182778768537
"134",0.800179130474516
"135",0.917200132144069
"136",0.8624171781273
"137",0.802681300421856
"138",0.846690160976237
"139",0.80278344288193
"140",0.757651576686484
"141",0.78292360403559
"142",1.01124146126553
"143",0.844180997765016
"144",0.697197499155272
"145",0.932883702423725
"146",0.886181718438312
"147",0.845776799610343
"148",0.754108208469658
"149",0.733544299390179
"150",0.843090702157098
"151",0.804005905596832
"152",0.860580630038164
"153",0.938132243856564
"154",0.954885133252059
"155",1.05937050561717
"156",1.05082565193586
"157",0.867433163400313
"158",0.880623839084101
"159",0.880623839084101
"160",0.839202314293597
"161",0.963042075498247
"162",0.769102860874346
"163",0.698006269414146
"164",0.780813207674619
"165",0.659813658157606
"166",0.850227257044474
"167",0.703000956972316
"168",0.779995479666065
"169",0.774905782675059
"170",0.778357913723762
"171",0.800042124921824
"172",0.885301406619944
"173",0.566963623730234
"174",0.642602023668579
"175",0.697336521324108
"176",0.75945425199635
"177",0.653991230039752
"178",0.605925004432292
"179",0.709362351411532
"180",0.837052153288827
"181",0.589196256486891
"182",0.769622305290179
"183",0.757971781743
"184",0.695520660826833
"185",0.583932562823919
"186",0.6176669015242
"187",0.594359543897174
"188",0.650348670902015
"189",0.588900340960284
"190",0.723797841654593
"191",0.691461860809269
"192",0.71497095147479
"193",0.69956145808602
"194",0.532352049922461
"195",0.636029178032978
"196",0.663411589014326
"197",0.553023672951235
"198",0.586203118566348
"199",0.588288722829221
"200",0.792855946860566
"201",0.645760238445556
"202",0.810863632102118
"203",0.851368890161884
"204",0.809367261957535
"205",0.8129604337999
"206",0.816073007355773
"207",0.665989277154433
"208",0.860245320071115
"209",0.907704914997796
"210",0.976027306003351
"211",0.906403751308072
"212",0.856359239397887
"213",0.892517684945528
"214",0.89840379285723
"215",0.856167333240146
"216",0.91898008878003
"217",0.828690489542149
"218",0.919490662848118
"219",0.935476090570038
"220",0.838678414972069
"221",0.869655025881418
"222",0.990720096222753
"223",0.679828286877322
"224",0.679175094157491
"225",0.897266653328234
"226",0.702392986348415
"227",1.02974838480235
"228",0.95604873305998
"229",0.869163245713457
"230",0.90745653728303
"231",0.800592429759239
"232",0.865577857823575
"233",0.941162850121304
"234",0.816868554278259
"235",0.855306767376607
"236",0.804105511940693
"237",0.803613013216523
"238",0.680477091008865
"239",0.667464542304398
"240",0.706051340694109
"241",0.720097340130011
"242",0.708839462326365
"243",0.839872022255609
"244",0.801051453618539
"245",0.753685050617983
"246",0.843151621594479
"247",0.804132191595929
"248",0.872037415204596
"249",0.775922070517561
"250",0.767023751180784
"251",0.868709961984688
"252",0.904379226962676
"253",0.714523950296583
"254",0.779749748376715
"255",0.668173670030748
"256",0.73352772912194
"257",1.01530210002475
"258",0.971629824187615
"259",0.959701901848991
"260",0.86811919181134
"261",0.913112902134148
"262",0.83087724611091
"263",0.69211266875272
"264",0.79675213374713
"265",0.764485238127943
"266",0.696562052841291
"267",0.626259668370091
"268",0.834629111319664
"269",0.778185208450626
"270",0.817404785073053
"271",0.656092809133879
"272",0.875477510108181
"273",1.00453946848367
"274",0.874084576705179
"275",0.821253750498844
"276",0.928167773223602
"277",0.843995429077546
"278",0.737800427565238
"279",0.869447187941888
"280",0.88883139183365
"281",0.724718210802458
"282",0.74102724265619
"283",0.927412035712923
"284",0.864773726161408
"285",0.977962726083873
"286",0.962997326422539
"287",0.806695897875137
"288",0.962209735385249
"289",0.700640911287135
"290",0.727493136566457
"291",0.889288273393152
"292",0.904479454211101
"293",0.770304204628123
"294",1.17022185426391
"295",0.889042266962161
"296",1.00065100173687
"297",0.900931000473471
"298",0.941066036704495
