"","Mean","Median","St.Dev.","95%CI_low","95%CI_upp"
"pi[1]",2.51,2.5,0.22,2.1,3
"pi[2]",-2.05,-2.03,0.62,-3.39,-0.93
"pi[3]",-1.75,-1.73,0.57,-2.94,-0.69
"pi[4]",3.66,3.64,0.22,3.28,4.15
"pi[5]",3.26,3.24,0.22,2.87,3.76
"pi[6]",3.27,3.26,0.22,2.89,3.77
"pi[7]",2.31,2.3,0.23,1.9,2.8
"pi[8]",0.54,0.52,0.29,-0.01,1.13
