"","Mean","Median","St.Dev.","95%CI_low","95%CI_upp"
"eta1[463]",-0.47,-0.47,0.21,-0.9,-0.06
"eta1[464]",0.68,0.66,0.18,0.36,1.07
"eta1[465]",-1.46,-1.42,0.61,-2.76,-0.33
"eta1[466]",-0.32,-0.33,0.06,-0.42,-0.2
"eta1[467]",-1.37,-1.34,0.74,-2.95,0.05
"eta1[468]",-0.07,-0.08,0.27,-0.55,0.54
"eta1[469]",-1.84,-1.82,0.64,-3.2,-0.59
"eta1[470]",-1.68,-1.66,0.64,-3.06,-0.44
"eta1[471]",-1.23,-1.22,0.35,-1.97,-0.55
"eta1[472]",-2.4,-2.37,0.83,-4.18,-0.81
"eta1[473]",0.53,0.52,0.04,0.45,0.61
"eta1[474]",0.3,0.31,0.3,-0.33,0.89
"eta1[475]",-0.09,-0.09,0.31,-0.74,0.52
"eta1[476]",-0.01,0,0.26,-0.56,0.5
"eta1[477]",0.27,0.25,0.49,-0.68,1.33
"eta1[478]",-0.58,-0.55,0.88,-2.43,1.17
"eta1[479]",1.12,1.07,0.75,-0.32,2.71
"eta1[480]",-0.8,-0.81,0.26,-1.31,-0.26
"eta1[481]",-3.55,-3.54,0.47,-4.56,-2.63
"eta1[482]",0.45,0.46,0.33,-0.26,1.09
"eta1[483]",-1.31,-1.29,0.57,-2.51,-0.2
"eta1[484]",-0.7,-0.66,0.81,-2.4,0.88
"eta1[485]",-0.99,-1,0.88,-2.78,0.77
"eta1[486]",-1.06,-1.03,0.64,-2.4,0.18
"eta1[487]",-0.05,-0.03,0.28,-0.64,0.46
"eta1[488]",0.19,0.18,0.14,-0.07,0.5
"eta1[489]",-1.48,-1.49,0.22,-1.87,-0.99
"eta1[490]",-1.52,-1.49,0.78,-3.15,0
"eta1[491]",-0.96,-0.96,0.8,-2.64,0.61
"eta1[492]",-0.52,-0.53,0.74,-2.01,1
"eta1[493]",-2.69,-2.67,0.56,-3.88,-1.61
"eta1[494]",0.34,0.33,0.12,0.09,0.59
"eta1[495]",-0.08,-0.07,0.36,-0.84,0.63
"eta1[496]",-2.25,-2.23,0.68,-3.69,-0.92
"eta1[497]",-2.79,-2.79,0.08,-2.96,-2.63
"eta1[498]",-2.38,-2.36,0.41,-3.25,-1.58
"eta1[499]",-1.21,-1.2,0.19,-1.62,-0.86
"eta1[500]",-1.38,-1.36,0.38,-2.21,-0.71
"eta1[501]",-1.3,-1.29,0.47,-2.31,-0.38
"eta1[502]",-2.57,-2.57,0.18,-2.97,-2.26
"eta1[503]",-1.53,-1.51,0.22,-1.99,-1.12
"eta1[504]",-1.22,-1.23,0.38,-1.95,-0.42
"eta1[505]",-2.44,-2.41,0.33,-3.16,-1.85
"eta1[506]",-3.12,-3.08,0.58,-4.38,-2.08
"eta1[507]",-2.59,-2.56,0.54,-3.71,-1.54
"eta1[508]",0.39,0.4,0.2,-0.04,0.74
"eta1[509]",-1.42,-1.43,0.12,-1.64,-1.17
"eta1[510]",-1.94,-1.92,0.33,-2.65,-1.37
"eta1[511]",-3.99,-3.92,0.96,-6.02,-2.23
"eta1[512]",-2.03,-2.04,0.17,-2.36,-1.67
"eta1[513]",-2.08,-2.01,1.11,-4.46,0.02
"eta1[514]",-0.92,-0.92,0.11,-1.12,-0.68
"eta1[515]",-2.46,-2.43,0.47,-3.45,-1.56
"eta1[516]",-0.68,-0.67,0.28,-1.28,-0.13
"eta1[517]",-0.64,-0.63,0.13,-0.91,-0.38
"eta1[518]",-2.17,-2.16,0.22,-2.65,-1.73
"eta1[519]",-1.22,-1.21,0.29,-1.83,-0.64
"eta1[520]",-2.6,-2.58,0.53,-3.71,-1.57
"eta1[521]",-0.94,-0.94,0.06,-1.05,-0.8
"eta1[522]",-1.13,-1.15,0.45,-2,-0.17
"eta1[523]",-0.64,-0.61,0.49,-1.69,0.28
"eta1[524]",-2,-1.99,0.31,-2.67,-1.42
"eta1[525]",-0.25,-0.23,0.24,-0.76,0.16
"eta1[526]",0.02,0.01,0.25,-0.48,0.52
"eta1[527]",-0.32,-0.31,0.21,-0.75,0.08
"eta1[528]",-0.19,-0.18,0.1,-0.4,-0.02
"eta1[529]",-1.35,-1.34,0.44,-2.28,-0.5
"eta1[530]",-0.91,-0.91,0.09,-1.08,-0.7
"eta1[531]",-1.38,-1.37,0.32,-2.06,-0.75
"eta1[532]",0.38,0.41,0.42,-0.53,1.13
"eta1[533]",0.25,0.26,0.27,-0.31,0.77
"eta1[534]",-1.13,-1.12,0.18,-1.53,-0.78
"eta1[535]",0.28,0.27,0.32,-0.34,0.96
"eta1[536]",-1.59,-1.58,0.17,-1.95,-1.24
"eta1[537]",-2.4,-2.38,0.33,-3.11,-1.83
"eta1[538]",0.38,0.37,0.16,0.06,0.72
"eta1[539]",-1.33,-1.33,0.21,-1.77,-0.93
"eta1[540]",-1.26,-1.24,0.38,-2.09,-0.58
"eta1[541]",-2.83,-2.81,0.4,-3.68,-2.08
"eta1[542]",1.73,1.7,0.64,0.48,3.1
"eta1[543]",-1.21,-1.21,0.2,-1.61,-0.8
"eta1[544]",-2.11,-2.09,0.46,-3.08,-1.22
"eta1[545]",-1.22,-1.22,0.11,-1.46,-1
"eta1[546]",-1.95,-1.93,0.4,-2.79,-1.16
"eta1[547]",-3.35,-3.31,1.17,-5.79,-1.04
"eta1[548]",0.38,0.4,0.56,-0.81,1.49
"eta1[549]",0.15,0.14,0.07,0.01,0.3
"eta1[550]",-0.38,-0.41,0.44,-1.24,0.54
"eta1[551]",0.93,0.91,0.25,0.49,1.46
"eta1[552]",0.22,0.23,0.13,-0.07,0.45
"eta1[553]",-0.8,-0.78,0.26,-1.36,-0.35
"eta1[554]",0.66,0.64,0.5,-0.31,1.73
"eta1[555]",-1.52,-1.48,1.08,-3.79,0.59
"eta1[556]",0.41,0.43,0.42,-0.49,1.22
"eta1[557]",1.05,1.04,0.35,0.37,1.8
"eta1[558]",-0.23,-0.23,0.34,-0.93,0.45
"eta1[559]",-0.87,-0.87,0.05,-0.99,-0.78
"eta1[560]",0.12,0.12,0.13,-0.16,0.38
"eta1[561]",0.65,0.62,0.34,0.06,1.39
"eta1[562]",0.01,0.02,0.31,-0.6,0.65
"eta1[563]",0.53,0.53,0.16,0.19,0.84
"eta1[564]",-0.06,-0.07,0.23,-0.52,0.4
"eta1[565]",-1.14,-1.13,0.24,-1.66,-0.72
"eta1[566]",-0.78,-0.77,0.33,-1.47,-0.14
"eta1[567]",2.04,2.03,0.23,1.61,2.53
"eta1[568]",0.53,0.53,0.15,0.2,0.82
"eta1[569]",-1.55,-1.53,0.39,-2.42,-0.82
"eta1[570]",0.47,0.49,0.26,-0.1,0.92
"eta1[571]",1.31,1.34,0.43,0.38,2.07
"eta1[572]",3.52,3.5,0.56,2.46,4.7
"eta1[573]",-1.55,-1.5,0.69,-3.03,-0.29
"eta1[574]",-0.5,-0.49,0.28,-1.12,0
"eta1[575]",-1.38,-1.37,0.33,-2.08,-0.76
"eta1[576]",-1.28,-1.25,0.86,-3.08,0.42
"eta1[577]",1.14,1.13,0.26,0.63,1.69
"eta1[578]",0.22,0.21,0.21,-0.16,0.69
"eta1[579]",1.54,1.54,0.13,1.3,1.8
"eta1[580]",-0.98,-0.95,0.34,-1.7,-0.39
"eta1[581]",-1.1,-1.07,0.38,-1.91,-0.41
"eta1[582]",-0.75,-0.73,0.43,-1.67,0.1
"eta1[583]",0.35,0.35,0.11,0.14,0.56
"eta1[584]",-0.9,-0.89,0.41,-1.81,-0.17
"eta1[585]",-0.23,-0.23,0.14,-0.48,0.07
"eta1[586]",-1.6,-1.53,0.92,-3.55,0.08
"eta1[587]",1.17,1.14,0.51,0.21,2.26
"eta1[588]",-2.2,-2.16,0.51,-3.29,-1.29
"eta1[589]",-0.66,-0.64,0.45,-1.62,0.21
"eta1[590]",0.63,0.64,0.14,0.31,0.89
"eta1[591]",-1.69,-1.68,0.38,-2.5,-0.97
"eta1[592]",-1.3,-1.27,0.84,-3.09,0.33
"eta1[593]",-0.66,-0.66,0.02,-0.7,-0.61
"eta1[594]",-0.66,-0.67,0.22,-1.09,-0.2
"eta1[595]",1.34,1.35,0.06,1.21,1.45
"eta1[596]",1.76,1.76,0.2,1.37,2.17
"eta1[597]",-0.59,-0.56,0.53,-1.74,0.36
"eta1[598]",0.3,0.31,0.12,0.04,0.55
"eta1[599]",-0.74,-0.72,0.34,-1.47,-0.14
"eta1[600]",0.32,0.25,0.84,-1.2,2.09
"eta1[601]",-0.16,-0.16,0.08,-0.32,0.02
"eta1[602]",0.4,0.42,0.3,-0.25,0.93
"eta1[603]",-0.77,-0.75,0.54,-1.93,0.27
"eta1[604]",-0.9,-0.88,0.54,-2.04,0.15
"eta1[605]",-1.11,-1.08,0.75,-2.69,0.38
"eta1[606]",0.74,0.74,0.04,0.65,0.82
"eta1[607]",-1.97,-1.9,1.1,-4.32,0.12
"eta1[608]",-0.44,-0.39,0.54,-1.58,0.5
"eta1[609]",0.29,0.3,0.15,-0.04,0.56
"eta1[610]",-0.24,-0.23,0.11,-0.48,-0.03
"eta1[611]",-0.16,-0.13,0.72,-1.68,1.27
"eta1[612]",-0.32,-0.31,0.31,-0.97,0.28
"eta1[613]",-0.99,-0.98,0.54,-2.13,0.08
"eta1[614]",-0.03,-0.03,0.09,-0.23,0.13
"eta1[615]",0.7,0.7,0.04,0.64,0.79
"eta1[616]",-1.9,-1.89,0.06,-2.03,-1.77
"eta1[617]",-1.46,-1.43,0.37,-2.27,-0.81
"eta1[618]",-1.42,-1.37,0.67,-2.83,-0.22
"eta1[619]",-0.88,-0.86,0.42,-1.78,-0.06
"eta1[620]",0.69,0.7,0.16,0.36,0.99
"eta1[621]",0.92,0.94,0.28,0.3,1.41
"eta1[622]",-1.39,-1.39,0.14,-1.69,-1.12
"eta1[623]",0.1,0.12,0.56,-1.09,1.2
"eta1[624]",0.16,0.19,0.45,-0.83,0.97
"eta1[625]",0.62,0.58,0.47,-0.2,1.64
"eta1[626]",-0.27,-0.24,0.53,-1.39,0.75
"eta1[627]",0.24,0.24,0.27,-0.3,0.81
"eta1[628]",0.78,0.77,0.18,0.43,1.15
"eta1[629]",-0.53,-0.54,0.03,-0.58,-0.48
"eta1[630]",-1.09,-1.08,0.37,-1.88,-0.38
"eta1[631]",-0.42,-0.35,0.92,-2.38,1.22
"eta1[632]",-3.01,-2.98,0.48,-4.03,-2.1
"eta1[633]",-0.12,-0.11,0.33,-0.84,0.49
"eta1[634]",-1.85,-1.84,0.34,-2.57,-1.17
"eta1[635]",-0.38,-0.37,0.39,-1.18,0.42
"eta1[636]",-2.09,-2.08,0.22,-2.56,-1.66
"eta1[637]",-0.72,-0.67,0.75,-2.31,0.66
"eta1[638]",0.33,0.33,0.3,-0.27,0.97
"eta1[639]",-0.53,-0.52,0.18,-0.92,-0.21
"eta1[640]",0.89,0.88,0.12,0.64,1.13
"eta1[641]",-0.6,-0.57,0.56,-1.85,0.39
"eta1[642]",-0.3,-0.29,0.26,-0.86,0.21
"eta1[643]",-0.54,-0.54,0.07,-0.69,-0.41
"eta1[644]",-2.22,-2.18,0.47,-3.22,-1.36
"eta1[645]",1.28,1.28,0.26,0.73,1.79
"eta1[646]",2.46,2.45,0.26,1.94,3.01
"eta1[647]",0.09,0.1,0.32,-0.58,0.71
"eta1[648]",-0.28,-0.28,0.15,-0.6,0.01
"eta1[649]",-0.05,-0.02,0.45,-1.03,0.72
"eta1[650]",0.76,0.77,0.19,0.36,1.12
"eta1[651]",-0.36,-0.34,0.63,-1.71,0.88
"eta1[652]",-2.45,-2.42,0.75,-4.04,-1.02
"eta1[653]",-1.5,-1.44,0.96,-3.61,0.21
"eta1[654]",-1.27,-1.26,0.08,-1.44,-1.11
"eta1[655]",-0.77,-0.76,0.38,-1.58,-0.05
"eta1[656]",-0.59,-0.56,0.48,-1.6,0.32
"eta1[657]",-1.18,-1.17,0.14,-1.47,-0.91
"eta1[658]",-2.59,-2.56,0.41,-3.48,-1.86
"eta1[659]",1.03,0.99,0.5,0.13,2.09
"eta1[660]",-1.05,-1.03,0.36,-1.83,-0.42
"eta1[661]",-1.52,-1.48,0.59,-2.76,-0.45
"eta1[662]",0.07,0.08,0.07,-0.07,0.21
"eta1[663]",-3.45,-3.42,0.6,-4.72,-2.3
"eta1[664]",-0.98,-0.96,0.38,-1.82,-0.3
"eta1[665]",0.16,0.16,0.37,-0.6,0.89
"eta1[666]",1.43,1.45,0.3,0.78,2
"eta1[667]",-0.79,-0.77,0.35,-1.55,-0.12
"eta1[668]",1.13,1.11,0.33,0.48,1.82
"eta1[669]",0.58,0.57,0.29,0.01,1.18
"eta1[670]",-1.28,-1.26,0.68,-2.71,0.07
"eta1[671]",-2.14,-2.14,0.23,-2.63,-1.68
"eta1[672]",-1.7,-1.69,0.23,-2.2,-1.25
"eta1[673]",-1.53,-1.53,0.35,-2.27,-0.83
"eta1[674]",-0.51,-0.52,0.2,-0.91,-0.1
"eta1[675]",-0.69,-0.68,0.33,-1.38,-0.04
"eta1[676]",0.9,0.89,0.34,0.23,1.64
"eta1[677]",-1.02,-0.99,0.36,-1.81,-0.38
"eta1[678]",0.9,0.92,0.44,-0.03,1.75
"eta1[679]",-2.81,-2.79,0.69,-4.26,-1.46
"eta1[680]",0.19,0.16,0.43,-0.56,1.12
"eta1[681]",-0.11,-0.1,0.1,-0.33,0.1
"eta1[682]",1.34,1.35,0.51,0.27,2.34
"eta1[683]",-0.41,-0.4,0.35,-1.14,0.27
"eta1[684]",0.69,0.65,0.68,-0.52,2.17
"eta1[685]",-1.91,-1.89,0.61,-3.21,-0.73
"eta1[686]",-1.9,-1.85,0.77,-3.59,-0.54
"eta1[687]",-2.49,-2.47,0.45,-3.45,-1.62
"eta1[688]",2.68,2.66,0.74,1.22,4.25
"eta1[689]",-0.64,-0.65,0.15,-0.94,-0.33
"eta1[690]",-0.74,-0.71,0.38,-1.54,-0.03
"eta1[691]",-1.34,-1.3,0.59,-2.63,-0.31
"eta1[692]",-3.92,-3.9,1.32,-6.7,-1.32
"eta1[693]",0.02,0.03,0.41,-0.84,0.82
"eta1[694]",-2.32,-2.26,0.86,-4.14,-0.75
"eta1[695]",-1.71,-1.7,0.4,-2.56,-0.91
"eta1[696]",-0.75,-0.72,0.4,-1.59,-0.04
"eta1[697]",-0.9,-0.87,0.72,-2.43,0.51
"eta1[698]",-0.86,-0.84,0.32,-1.53,-0.24
"eta1[699]",-0.68,-0.67,0.26,-1.23,-0.17
"eta1[700]",0.78,0.78,0.1,0.58,1
"eta1[701]",-0.72,-0.72,0.1,-0.92,-0.5
"eta1[702]",-0.16,-0.14,0.38,-1,0.51
"eta1[703]",-0.97,-0.96,0.48,-2,-0.04
"eta1[704]",-0.3,-0.29,0.16,-0.64,0.02
"eta1[705]",-2,-1.98,0.41,-2.89,-1.29
"eta1[706]",-1.01,-0.97,0.53,-2.16,-0.07
"eta1[707]",-1.18,-1.15,0.37,-1.97,-0.48
"eta1[708]",-1.56,-1.54,0.24,-2.08,-1.13
"eta1[709]",-2.95,-2.92,0.93,-4.91,-1.14
"eta1[710]",-3.04,-2.99,0.84,-4.85,-1.45
"eta1[711]",-2.89,-2.86,0.68,-4.33,-1.6
"eta1[712]",-1.69,-1.67,0.45,-2.64,-0.81
"eta1[713]",-0.05,-0.03,0.29,-0.67,0.46
"eta1[714]",-0.9,-0.92,0.22,-1.29,-0.42
"eta1[715]",2.16,2.13,0.41,1.4,3.03
"eta1[716]",-0.07,-0.04,0.44,-1.03,0.71
"eta1[717]",-1.34,-1.31,0.48,-2.38,-0.49
"eta1[718]",-0.54,-0.52,0.21,-0.99,-0.14
"eta1[719]",0.8,0.8,0.28,0.25,1.41
"eta1[720]",-1.1,-1.05,0.67,-2.53,0.12
"eta1[721]",-2.22,-2.18,0.77,-3.87,-0.77
"eta1[722]",-1.29,-1.27,0.36,-2.05,-0.64
"eta1[723]",-1.82,-1.8,0.4,-2.7,-1.12
"eta1[724]",-0.93,-0.9,0.41,-1.82,-0.19
"eta1[725]",-0.4,-0.41,0.24,-0.88,0.11
"eta1[726]",0.49,0.51,0.34,-0.24,1.07
"eta1[727]",1.26,1.25,0.15,0.99,1.58
"eta1[728]",-1.44,-1.43,0.12,-1.69,-1.21
"eta1[729]",0.57,0.54,0.44,-0.23,1.51
"eta1[730]",-0.34,-0.3,0.51,-1.42,0.57
"eta1[731]",0.15,0.17,0.17,-0.22,0.48
"eta1[732]",-1.79,-1.78,0.34,-2.51,-1.11
"eta1[733]",-0.88,-0.87,0.27,-1.44,-0.36
"eta1[734]",1.24,1.23,0.09,1.08,1.43
"eta1[735]",-1.49,-1.47,0.28,-2.1,-1
"eta1[736]",1.56,1.55,0.15,1.26,1.87
"eta1[737]",0.46,0.48,0.54,-0.67,1.52
"eta1[738]",-0.87,-0.84,0.46,-1.85,-0.01
"eta1[739]",-0.33,-0.3,0.62,-1.64,0.86
"eta1[740]",0.05,0.05,0.18,-0.31,0.4
"eta1[741]",-0.39,-0.39,0.11,-0.61,-0.16
"eta1[742]",-1.15,-1.11,0.52,-2.26,-0.25
"eta1[743]",-2.29,-2.25,0.77,-3.93,-0.81
"eta1[744]",0.9,0.88,0.43,0.12,1.85
"eta1[745]",0.54,0.51,0.7,-0.81,2.02
"eta1[746]",-0.18,-0.18,0.11,-0.4,0.06
"eta1[747]",0.66,0.67,0.26,0.12,1.17
"eta1[748]",-1.38,-1.36,0.32,-2.07,-0.83
"eta1[749]",0.27,0.32,0.64,-1.14,1.42
"eta1[750]",-0.36,-0.35,0.34,-1.07,0.29
"eta1[751]",-2.02,-1.97,0.63,-3.36,-0.88
"eta1[752]",-1.09,-1.07,0.5,-2.13,-0.12
"eta1[753]",1.73,1.7,0.74,0.29,3.31
"eta1[754]",-0.31,-0.3,0.38,-1.12,0.44
"eta1[755]",-0.84,-0.8,0.7,-2.31,0.5
"eta1[756]",0.35,0.33,0.27,-0.12,0.94
"eta1[757]",-1.12,-1.07,0.66,-2.57,0.05
"eta1[758]",0.64,0.65,0.23,0.12,1.05
"eta1[759]",0.16,0.17,0.29,-0.44,0.75
"eta1[760]",-0.96,-0.92,0.62,-2.26,0.22
"eta1[761]",-0.62,-0.61,0.2,-1.05,-0.23
"eta1[762]",-1.42,-1.41,0.4,-2.27,-0.62
"eta1[763]",0.85,0.88,0.37,0.04,1.5
"eta1[764]",1.82,1.8,0.48,0.92,2.83
"eta1[765]",-1.27,-1.25,0.34,-2.02,-0.67
"eta1[766]",0.87,0.87,0.1,0.68,1.08
"eta1[767]",-0.89,-0.87,0.49,-1.94,0.06
"eta1[768]",2.79,2.77,0.7,1.42,4.3
"eta1[769]",0.81,0.83,0.24,0.3,1.22
"eta1[770]",-0.18,-0.2,1.13,-2.49,2.05
"eta1[771]",0.07,0.06,0.11,-0.14,0.3
"eta1[772]",0.11,0.12,0.42,-0.76,0.93
"eta1[773]",-0.43,-0.43,0.32,-1.07,0.25
"eta1[774]",0.16,0.16,0.08,-0.01,0.32
"eta1[775]",1.04,1.06,0.3,0.4,1.57
"eta1[776]",-0.33,-0.31,0.33,-1.06,0.26
"eta1[777]",0.03,0.05,0.38,-0.76,0.75
"eta1[778]",1.24,1.23,0.4,0.46,2.1
"eta1[779]",-1.71,-1.7,0.59,-2.96,-0.58
"eta1[780]",-0.75,-0.74,0.29,-1.37,-0.19
"eta1[781]",1.09,1.08,0.33,0.42,1.79
"eta1[782]",-0.35,-0.39,0.46,-1.18,0.66
"eta1[783]",-0.11,-0.1,0.46,-1.09,0.78
"eta1[784]",0.33,0.32,0.14,0.04,0.6
"eta1[785]",0.55,0.54,0.24,0.08,1.04
"eta1[786]",-2.14,-2.06,1.12,-4.55,-0.12
"eta1[787]",-1.17,-1.14,0.46,-2.15,-0.36
"eta1[788]",-1.91,-1.9,0.28,-2.51,-1.36
"eta1[789]",1.63,1.65,0.38,0.8,2.33
"eta1[790]",0.47,0.5,0.43,-0.47,1.23
"eta1[791]",-0.65,-0.65,0.22,-1.11,-0.22
"eta1[792]",-1.84,-1.85,0.17,-2.14,-1.48
"eta1[793]",-1.3,-1.3,0.1,-1.52,-1.1
"eta1[794]",-0.03,-0.03,0.53,-1.07,1.07
"eta1[795]",0.27,0.28,0.33,-0.43,0.9
"eta1[796]",0.18,0.2,0.37,-0.61,0.91
"eta1[797]",-0.43,-0.42,0.31,-1.09,0.18
"eta1[798]",0.38,0.37,0.58,-0.78,1.57
"eta1[799]",-0.31,-0.28,0.34,-1.03,0.32
"eta1[800]",0.48,0.49,0.07,0.33,0.62
"eta1[801]",-2.01,-1.99,0.52,-3.1,-1.01
"eta1[802]",0.18,0.16,0.31,-0.43,0.84
"eta1[803]",-1.3,-1.27,0.36,-2.08,-0.66
"eta1[804]",-0.14,-0.12,0.26,-0.68,0.35
"eta1[805]",-1.25,-1.24,0.3,-1.9,-0.67
"eta1[806]",-1.99,-1.98,0.21,-2.38,-1.56
"eta1[807]",0.65,0.65,0.05,0.55,0.76
"eta1[808]",-1.66,-1.62,0.73,-3.22,-0.26
"eta1[809]",-0.08,-0.05,0.47,-1.09,0.73
"eta1[810]",1.95,1.96,0.17,1.6,2.28
"eta1[811]",-2.07,-2.02,0.67,-3.49,-0.86
"eta1[812]",0.23,0.24,0.15,-0.1,0.52
"eta1[813]",-2.33,-2.32,0.46,-3.31,-1.4
"eta1[814]",2.02,2.01,0.4,1.27,2.87
"eta1[815]",-0.58,-0.59,0.28,-1.12,0
"eta1[816]",2.76,2.73,0.46,1.89,3.75
"eta1[817]",-0.07,-0.05,0.47,-1.07,0.84
"eta1[818]",0.75,0.76,0.39,-0.03,1.56
"eta1[819]",-0.49,-0.48,0.36,-1.25,0.23
"eta1[820]",-0.43,-0.4,0.43,-1.36,0.33
"eta1[821]",0.41,0.41,0.23,-0.04,0.88
"eta1[822]",-1.75,-1.74,0.28,-2.34,-1.2
"eta1[823]",0.25,0.23,0.4,-0.47,1.14
"eta1[824]",2.21,2.19,0.38,1.51,3.02
"eta1[825]",-1.38,-1.37,0.15,-1.71,-1.1
"eta1[826]",2.66,2.63,0.46,1.79,3.64
"eta1[827]",-0.24,-0.22,0.32,-0.93,0.33
"eta1[828]",0.8,0.81,0.22,0.31,1.19
"eta1[829]",-1.89,-1.84,0.64,-3.26,-0.74
"eta1[830]",1.94,1.94,0.07,1.81,2.09
"eta1[831]",-0.3,-0.29,0.18,-0.68,0.07
"eta1[832]",0.5,0.5,0.15,0.17,0.79
"eta1[833]",0.32,0.34,0.31,-0.33,0.92
"eta1[834]",0.45,0.47,0.3,-0.21,0.98
"eta1[835]",1.01,1.01,0.32,0.34,1.63
"eta1[836]",-1.34,-1.31,0.47,-2.36,-0.52
"eta1[837]",1.39,1.39,0.18,1.03,1.79
"eta1[838]",-1.36,-1.33,0.42,-2.24,-0.57
"eta1[839]",-1.24,-1.19,0.65,-2.63,-0.1
"eta1[840]",-1.36,-1.35,0.26,-1.9,-0.84
"eta1[841]",-1.71,-1.69,0.68,-3.17,-0.39
"eta1[842]",0.41,0.42,0.19,0.01,0.78
"eta1[843]",-0.21,-0.22,0.48,-1.19,0.77
"eta1[844]",-2.29,-2.28,0.12,-2.55,-2.06
"eta1[845]",-0.07,-0.08,0.45,-0.95,0.86
"eta1[846]",0.54,0.53,0.21,0.16,0.99
"eta1[847]",0.72,0.72,0.04,0.63,0.79
"eta1[848]",-0.01,0.01,0.44,-0.93,0.83
"eta1[849]",0.38,0.37,0.21,-0.04,0.82
"eta1[850]",2.01,2,0.37,1.31,2.79
"eta1[851]",0.2,0.22,0.4,-0.63,0.98
"eta1[852]",0.18,0.17,0.17,-0.15,0.53
"eta1[853]",0.58,0.57,0.16,0.29,0.93
"eta1[854]",0.63,0.62,0.44,-0.21,1.56
"eta1[855]",0.99,0.99,0.32,0.36,1.66
"eta1[856]",0.25,0.26,0.19,-0.18,0.59
"eta1[857]",0.93,0.91,0.35,0.26,1.66
"eta1[858]",0.7,0.68,0.4,-0.06,1.57
"eta1[859]",-0.27,-0.28,0.22,-0.71,0.2
"eta1[860]",1.97,1.91,0.98,0.13,4.06
"eta1[861]",1.25,1.23,0.54,0.21,2.4
"eta1[862]",0.47,0.44,0.53,-0.58,1.61
"eta1[863]",-0.39,-0.4,0.19,-0.74,0.04
"eta1[864]",0.04,0.03,0.26,-0.48,0.59
"eta1[865]",0.33,0.33,0.08,0.17,0.51
"eta1[866]",-1.74,-1.73,0.5,-2.79,-0.75
"eta1[867]",-0.37,-0.37,0.16,-0.68,-0.03
"eta1[868]",0.31,0.31,0.18,-0.03,0.68
"eta1[869]",-1.4,-1.39,0.4,-2.23,-0.62
"eta1[870]",-0.42,-0.42,0.13,-0.69,-0.16
"eta1[871]",0.33,0.31,0.34,-0.29,1.06
"eta1[872]",-0.23,-0.25,0.23,-0.63,0.26
"eta1[873]",-0.31,-0.32,0.18,-0.61,0.07
"eta1[874]",-0.04,-0.04,0.08,-0.19,0.13
"eta1[875]",-0.98,-0.98,0.02,-1.02,-0.93
"eta1[876]",1.66,1.62,0.47,0.85,2.66
"eta1[877]",2.61,2.58,0.76,1.15,4.23
"eta1[878]",-1.6,-1.59,0.36,-2.36,-0.88
"eta1[879]",-0.52,-0.53,0.38,-1.24,0.29
"eta1[880]",-0.57,-0.58,0.24,-0.99,-0.03
"eta1[881]",0.78,0.75,0.45,-0.05,1.74
"eta1[882]",1.55,1.54,0.17,1.24,1.91
"eta1[883]",-1.44,-1.44,0.09,-1.6,-1.24
"eta1[884]",-0.04,-0.05,0.15,-0.33,0.27
"eta1[885]",-0.59,-0.6,0.3,-1.17,0.07
"eta1[886]",-1.78,-1.78,0.15,-2.1,-1.5
"eta1[887]",-1.01,-1,0.46,-1.9,-0.07
"eta1[888]",-0.79,-0.8,0.16,-1.09,-0.46
"eta1[889]",-1.7,-1.7,0.15,-2.02,-1.39
"eta1[890]",-3.43,-3.4,0.9,-5.33,-1.68
"eta1[891]",-1.74,-1.72,0.25,-2.28,-1.29
"eta1[892]",-1.31,-1.33,0.37,-1.99,-0.49
"eta1[893]",1.24,1.23,0.59,0.1,2.5
"eta1[894]",0.14,0.13,0.15,-0.17,0.47
"eta1[895]",1.54,1.52,0.64,0.3,2.89
"eta1[896]",0.22,0.23,0.19,-0.2,0.57
"eta1[897]",-0.35,-0.35,0.24,-0.81,0.17
"eta1[898]",-1.77,-1.79,0.24,-2.2,-1.25
"eta1[899]",-1.11,-1.14,0.42,-1.85,-0.2
"eta1[900]",0.1,0.09,0.5,-0.85,1.16
"eta1[901]",-1.02,-1.02,0.05,-1.13,-0.93
"eta1[902]",-1.49,-1.48,0.29,-2.1,-0.92
"eta1[903]",-0.52,-0.51,0.31,-1.16,0.09
"eta1[904]",-3.89,-3.87,1.38,-6.79,-1.15
"eta1[905]",0.06,0.04,0.4,-0.7,0.9
"eta1[906]",-0.39,-0.4,0.15,-0.68,-0.08
"eta1[907]",-0.81,-0.82,0.23,-1.2,-0.31
"eta1[908]",0.25,0.24,0.09,0.09,0.45
"eta1[909]",0.59,0.59,0.32,-0.03,1.26
"eta1[910]",1.21,1.21,0.19,0.83,1.58
"eta1[911]",1.95,1.91,0.72,0.6,3.49
"eta1[912]",-0.56,-0.58,0.33,-1.15,0.18
"eta1[913]",-1.22,-1.23,0.14,-1.48,-0.92
"eta1[914]",-1.57,-1.57,0.08,-1.71,-1.38
"eta1[915]",0.22,0.18,0.78,-1.26,1.86
"eta1[916]",-0.5,-0.55,0.71,-1.82,1.01
"eta1[917]",-0.1,-0.14,0.63,-1.27,1.24
"eta1[918]",-1.24,-1.26,0.39,-2,-0.43
"eta1[919]",-0.11,-0.13,0.52,-1.14,0.99
"eta1[920]",1.97,1.94,1.04,-0.07,4.17
"eta1[921]",0.81,0.77,0.61,-0.34,2.11
