"","Mean","Median","St.Dev.","95%CI_low","95%CI_upp"
"mu2[1385]",0.15,0.16,0.06,0.04,0.27
"mu2[1386]",0.15,0.14,0.07,0.02,0.28
"mu2[1387]",-0.29,-0.29,0.06,-0.41,-0.18
"mu2[1388]",0.06,0.06,0.05,-0.04,0.17
"mu2[1389]",0.1,0.1,0.06,-0.02,0.21
"mu2[1390]",0.14,0.15,0.06,0.02,0.27
"mu2[1391]",0.04,0.04,0.05,-0.06,0.14
"mu2[1392]",0.11,0.12,0.06,0,0.22
"mu2[1393]",0.24,0.23,0.08,0.09,0.39
"mu2[1394]",-0.07,-0.07,0.05,-0.16,0.02
"mu2[1395]",-0.08,-0.08,0.04,-0.15,0
"mu2[1396]",-0.12,-0.13,0.04,-0.2,-0.05
"mu2[1397]",-0.01,-0.01,0.04,-0.1,0.08
"mu2[1398]",0.13,0.13,0.06,0.02,0.24
"mu2[1399]",0.09,0.1,0.09,-0.09,0.26
"mu2[1400]",0.27,0.27,0.08,0.12,0.42
"mu2[1401]",-0.17,-0.17,0.05,-0.28,-0.06
"mu2[1402]",-0.12,-0.12,0.04,-0.2,-0.04
"mu2[1403]",-0.07,-0.07,0.04,-0.15,0.01
"mu2[1404]",0.1,0.1,0.05,-0.01,0.2
"mu2[1405]",-0.1,-0.1,0.04,-0.18,-0.03
"mu2[1406]",0.02,0.02,0.05,-0.08,0.11
"mu2[1407]",-0.18,-0.18,0.05,-0.27,-0.09
"mu2[1408]",-0.03,-0.03,0.05,-0.11,0.06
"mu2[1409]",-0.2,-0.2,0.05,-0.29,-0.11
"mu2[1410]",0.22,0.22,0.07,0.09,0.37
"mu2[1411]",0.22,0.22,0.07,0.08,0.36
"mu2[1412]",0.01,0.01,0.05,-0.08,0.1
"mu2[1413]",-0.06,-0.06,0.04,-0.13,0.02
"mu2[1414]",0.06,0.06,0.05,-0.04,0.17
"mu2[1415]",0.07,0.07,0.05,-0.03,0.16
"mu2[1416]",-0.03,-0.03,0.04,-0.11,0.05
"mu2[1417]",0.11,0.11,0.06,0,0.22
"mu2[1418]",-0.03,-0.03,0.04,-0.11,0.05
"mu2[1419]",0.17,0.17,0.07,0.04,0.31
"mu2[1420]",-0.18,-0.18,0.04,-0.26,-0.1
"mu2[1421]",-0.13,-0.13,0.04,-0.2,-0.06
"mu2[1422]",-0.08,-0.08,0.04,-0.15,0
"mu2[1423]",0.18,0.17,0.06,0.05,0.31
"mu2[1424]",0,0,0.09,-0.18,0.17
"mu2[1425]",0.07,0.08,0.09,-0.11,0.25
"mu2[1426]",0.09,0.09,0.07,-0.05,0.24
"mu2[1427]",-0.12,-0.12,0.04,-0.19,-0.05
"mu2[1428]",-0.02,-0.02,0.04,-0.1,0.07
"mu2[1429]",-0.05,-0.05,0.04,-0.12,0.03
"mu2[1430]",0.19,0.19,0.07,0.05,0.33
"mu2[1431]",-0.01,-0.01,0.09,-0.18,0.15
"mu2[1432]",0.08,0.08,0.1,-0.12,0.27
"mu2[1433]",-0.12,-0.12,0.07,-0.24,0.01
"mu2[1434]",-0.32,-0.32,0.08,-0.48,-0.16
"mu2[1435]",-0.27,-0.27,0.07,-0.4,-0.13
"mu2[1436]",-0.17,-0.17,0.06,-0.29,-0.04
"mu2[1437]",0.12,0.12,0.08,-0.04,0.27
"mu2[1438]",0.12,0.12,0.08,-0.04,0.27
"mu2[1439]",-0.18,-0.18,0.05,-0.28,-0.09
"mu2[1440]",0.1,0.1,0.08,-0.07,0.26
"mu2[1441]",0.02,0.02,0.07,-0.12,0.15
"mu2[1442]",0.1,0.09,0.09,-0.07,0.27
"mu2[1443]",0.22,0.22,0.09,0.04,0.4
"mu2[1444]",-0.04,-0.04,0.06,-0.17,0.08
"mu2[1445]",-0.16,-0.16,0.06,-0.27,-0.05
"mu2[1446]",-0.12,-0.12,0.06,-0.23,-0.02
"mu2[1447]",0.03,0.03,0.05,-0.06,0.13
"mu2[1448]",-0.04,-0.04,0.04,-0.13,0.04
"mu2[1449]",0.07,0.07,0.05,-0.03,0.17
"mu2[1450]",0.37,0.37,0.09,0.19,0.54
"mu2[1451]",-0.04,-0.04,0.04,-0.12,0.05
"mu2[1452]",0.07,0.07,0.08,-0.09,0.23
"mu2[1453]",-0.27,-0.27,0.07,-0.41,-0.12
"mu2[1454]",0.26,0.26,0.07,0.11,0.41
"mu2[1455]",0.21,0.21,0.07,0.08,0.34
"mu2[1456]",0.24,0.24,0.1,0.04,0.43
"mu2[1457]",0.05,0.05,0.05,-0.05,0.14
"mu2[1458]",0.22,0.22,0.07,0.09,0.36
"mu2[1459]",0.06,0.06,0.05,-0.04,0.16
"mu2[1460]",0.19,0.19,0.08,0.03,0.36
"mu2[1461]",0.18,0.18,0.07,0.04,0.33
"mu2[1462]",-0.08,-0.08,0.05,-0.18,0.01
"mu2[1463]",0.16,0.16,0.08,-0.01,0.32
"mu2[1464]",-0.04,-0.04,0.05,-0.14,0.06
"mu2[1465]",-0.06,-0.06,0.05,-0.16,0.05
"mu2[1466]",0.09,0.09,0.06,-0.03,0.22
"mu2[1467]",0.01,0.01,0.06,-0.1,0.13
"mu2[1468]",-0.13,-0.13,0.05,-0.22,-0.05
"mu2[1469]",-0.13,-0.13,0.04,-0.21,-0.06
"mu2[1470]",-0.12,-0.12,0.05,-0.22,-0.02
"mu2[1471]",-0.07,-0.08,0.05,-0.18,0.03
"mu2[1472]",-0.11,-0.11,0.06,-0.22,0
"mu2[1473]",-0.08,-0.08,0.06,-0.19,0.03
"mu2[1474]",0.02,0.02,0.1,-0.17,0.2
"mu2[1475]",0.02,0.02,0.07,-0.1,0.15
"mu2[1476]",-0.2,-0.2,0.06,-0.3,-0.08
"mu2[1477]",-0.11,-0.11,0.06,-0.22,0
"mu2[1478]",-0.12,-0.12,0.05,-0.22,-0.02
"mu2[1479]",0.12,0.12,0.07,-0.02,0.26
"mu2[1480]",-0.02,-0.02,0.05,-0.12,0.09
"mu2[1481]",-0.19,-0.19,0.04,-0.26,-0.11
"mu2[1482]",0.19,0.19,0.1,-0.01,0.38
"mu2[1483]",-0.28,-0.28,0.06,-0.4,-0.16
"mu2[1484]",-0.11,-0.11,0.04,-0.2,-0.03
"mu2[1485]",-0.17,-0.17,0.04,-0.25,-0.08
"mu2[1486]",-0.03,-0.03,0.09,-0.2,0.14
"mu2[1487]",-0.08,-0.08,0.04,-0.16,0
"mu2[1488]",-0.17,-0.17,0.04,-0.24,-0.09
"mu2[1489]",-0.12,-0.12,0.04,-0.19,-0.04
"mu2[1490]",0.09,0.09,0.06,-0.02,0.21
"mu2[1491]",0.05,0.06,0.07,-0.08,0.2
"mu2[1492]",-0.1,-0.1,0.04,-0.18,-0.03
"mu2[1493]",-0.05,-0.04,0.09,-0.22,0.12
"mu2[1494]",-0.09,-0.09,0.04,-0.18,-0.01
"mu2[1495]",0.02,0.02,0.09,-0.16,0.19
"mu2[1496]",-0.11,-0.11,0.04,-0.19,-0.03
"mu2[1497]",-0.2,-0.2,0.06,-0.33,-0.08
"mu2[1498]",-0.03,-0.03,0.04,-0.1,0.05
"mu2[1499]",0.16,0.16,0.06,0.04,0.27
"mu2[1500]",0.08,0.08,0.05,-0.01,0.18
"mu2[1501]",0.15,0.16,0.07,0.02,0.3
"mu2[1502]",0.03,0.03,0.09,-0.15,0.19
"mu2[1503]",0.09,0.09,0.07,-0.04,0.23
"mu2[1504]",-0.14,-0.14,0.04,-0.22,-0.06
"mu2[1505]",0.06,0.06,0.05,-0.04,0.15
"mu2[1506]",-0.05,-0.04,0.09,-0.22,0.12
"mu2[1507]",-0.18,-0.18,0.04,-0.26,-0.09
"mu2[1508]",0.21,0.21,0.07,0.06,0.35
"mu2[1509]",-0.09,-0.09,0.04,-0.18,-0.01
"mu2[1510]",0.08,0.08,0.07,-0.06,0.23
"mu2[1511]",-0.15,-0.15,0.1,-0.34,0.03
"mu2[1512]",0.03,0.03,0.05,-0.06,0.12
"mu2[1513]",0.12,0.11,0.08,-0.03,0.27
"mu2[1514]",0.01,0.01,0.04,-0.07,0.09
"mu2[1515]",0.08,0.08,0.05,-0.02,0.17
"mu2[1516]",0.12,0.12,0.05,0.02,0.22
"mu2[1517]",-0.08,-0.08,0.04,-0.16,0.01
"mu2[1518]",0.16,0.16,0.08,0.01,0.31
"mu2[1519]",0.05,0.05,0.08,-0.1,0.22
"mu2[1520]",0.1,0.1,0.08,-0.04,0.26
"mu2[1521]",0.05,0.05,0.04,-0.03,0.14
"mu2[1522]",0.14,0.14,0.07,0,0.3
"mu2[1523]",-0.05,-0.05,0.04,-0.13,0.04
"mu2[1524]",-0.11,-0.12,0.04,-0.19,-0.04
"mu2[1525]",-0.09,-0.09,0.05,-0.18,0
"mu2[1526]",0.01,0.01,0.05,-0.08,0.1
"mu2[1527]",0.09,0.09,0.07,-0.05,0.23
"mu2[1528]",-0.18,-0.18,0.04,-0.27,-0.1
"mu2[1529]",0.01,0.01,0.04,-0.07,0.09
"mu2[1530]",-0.01,-0.01,0.04,-0.08,0.07
"mu2[1531]",-0.18,-0.18,0.09,-0.36,0
"mu2[1532]",0.14,0.14,0.07,0.01,0.29
"mu2[1533]",0.06,0.06,0.05,-0.04,0.16
"mu2[1534]",-0.11,-0.11,0.04,-0.19,-0.04
"mu2[1535]",0.08,0.08,0.07,-0.05,0.22
"mu2[1536]",0.05,0.06,0.08,-0.09,0.21
"mu2[1537]",0.04,0.04,0.08,-0.11,0.19
"mu2[1538]",-0.12,-0.12,0.04,-0.19,-0.04
"mu2[1539]",-0.05,-0.05,0.05,-0.15,0.03
"mu2[1540]",0.05,0.05,0.08,-0.09,0.2
"mu2[1541]",0.17,0.18,0.1,-0.01,0.36
"mu2[1542]",-0.13,-0.13,0.04,-0.2,-0.05
"mu2[1543]",0.1,0.1,0.07,-0.03,0.24
"mu2[1544]",-0.03,-0.02,0.09,-0.2,0.13
"mu2[1545]",0.03,0.03,0.04,-0.05,0.11
"mu2[1546]",-0.04,-0.04,0.04,-0.11,0.03
"mu2[1547]",0.06,0.06,0.07,-0.07,0.21
"mu2[1548]",0.07,0.07,0.05,-0.03,0.16
"mu2[1549]",0.14,0.14,0.07,0,0.28
"mu2[1550]",-0.01,-0.01,0.09,-0.19,0.15
"mu2[1551]",-0.09,-0.09,0.04,-0.17,-0.02
"mu2[1552]",-0.03,-0.03,0.04,-0.1,0.05
"mu2[1553]",0.2,0.2,0.07,0.05,0.35
"mu2[1554]",-0.22,-0.22,0.05,-0.32,-0.13
"mu2[1555]",0.11,0.12,0.05,0,0.22
"mu2[1556]",-0.13,-0.13,0.04,-0.21,-0.06
"mu2[1557]",-0.18,-0.18,0.04,-0.26,-0.09
"mu2[1558]",0.03,0.03,0.05,-0.06,0.12
"mu2[1559]",0.05,0.05,0.08,-0.1,0.2
"mu2[1560]",0.14,0.14,0.07,0,0.28
"mu2[1561]",-0.01,0,0.05,-0.1,0.08
"mu2[1562]",0.02,0.02,0.08,-0.13,0.17
"mu2[1563]",-0.07,-0.07,0.09,-0.25,0.08
"mu2[1564]",-0.21,-0.21,0.05,-0.3,-0.12
"mu2[1565]",-0.12,-0.12,0.04,-0.2,-0.05
"mu2[1566]",0.06,0.06,0.04,-0.02,0.15
"mu2[1567]",-0.06,-0.06,0.04,-0.14,0.02
"mu2[1568]",-0.07,-0.07,0.05,-0.17,0.02
"mu2[1569]",-0.11,-0.11,0.04,-0.19,-0.03
"mu2[1570]",0.08,0.08,0.07,-0.06,0.23
"mu2[1571]",0.03,0.03,0.05,-0.06,0.12
"mu2[1572]",-0.02,-0.02,0.04,-0.1,0.06
"mu2[1573]",-0.07,-0.07,0.04,-0.15,0.01
"mu2[1574]",0.06,0.06,0.05,-0.03,0.16
