"","Mean","Median","St.Dev.","95%CI_low","95%CI_upp"
"mu1[932]",0.03,0.03,0.04,-0.05,0.12
"mu1[933]",-0.59,-0.59,0.05,-0.69,-0.5
"mu1[934]",0.45,0.45,0.07,0.31,0.59
"mu1[935]",0.08,0.08,0.04,0.01,0.15
"mu1[936]",-2.04,-2.04,0.09,-2.22,-1.86
"mu1[937]",0.22,0.22,0.04,0.15,0.3
"mu1[938]",-0.3,-0.3,0.06,-0.41,-0.18
"mu1[939]",-0.09,-0.09,0.05,-0.18,0.01
"mu1[940]",-0.05,-0.05,0.09,-0.23,0.12
"mu1[941]",-0.22,-0.23,0.04,-0.3,-0.15
"mu1[942]",0.3,0.3,0.06,0.17,0.42
"mu1[943]",0.1,0.1,0.04,0.02,0.18
"mu1[944]",0.23,0.23,0.08,0.07,0.38
"mu1[945]",0.49,0.49,0.09,0.32,0.66
"mu1[946]",0.23,0.23,0.05,0.12,0.33
"mu1[947]",1.06,1.06,0.07,0.93,1.19
"mu1[948]",-0.23,-0.23,0.07,-0.37,-0.1
"mu1[949]",-0.67,-0.67,0.07,-0.81,-0.53
"mu1[950]",-0.95,-0.95,0.09,-1.13,-0.78
"mu1[951]",0.31,0.3,0.06,0.19,0.43
"mu1[952]",0.93,0.93,0.05,0.83,1.03
"mu1[953]",-0.82,-0.82,0.08,-0.98,-0.66
"mu1[954]",-0.3,-0.3,0.04,-0.37,-0.23
"mu1[955]",0.74,0.74,0.08,0.58,0.89
"mu1[956]",-0.63,-0.64,0.08,-0.79,-0.49
"mu1[957]",-1.25,-1.25,0.07,-1.39,-1.1
"mu1[958]",0.07,0.07,0.05,-0.02,0.16
"mu1[959]",-0.97,-0.97,0.07,-1.1,-0.83
"mu1[960]",0.01,0.01,0.04,-0.07,0.08
"mu1[961]",0.64,0.64,0.06,0.53,0.75
"mu1[962]",-0.56,-0.55,0.06,-0.67,-0.44
"mu1[963]",0.45,0.45,0.04,0.37,0.54
"mu1[964]",1.34,1.34,0.07,1.21,1.48
"mu1[965]",-0.47,-0.47,0.06,-0.6,-0.36
"mu1[966]",-1.18,-1.18,0.09,-1.35,-1.01
"mu1[967]",-0.28,-0.28,0.08,-0.43,-0.13
"mu1[968]",-0.85,-0.85,0.09,-1.04,-0.67
"mu1[969]",-0.06,-0.06,0.04,-0.14,0.01
"mu1[970]",-0.02,-0.02,0.04,-0.1,0.06
"mu1[971]",-0.1,-0.1,0.07,-0.24,0.02
"mu1[972]",-0.79,-0.79,0.09,-0.95,-0.62
"mu1[973]",0.01,0.01,0.05,-0.08,0.11
"mu1[974]",0.04,0.04,0.06,-0.07,0.15
"mu1[975]",0.56,0.56,0.05,0.45,0.66
"mu1[976]",0.18,0.18,0.07,0.04,0.31
"mu1[977]",0.33,0.33,0.06,0.21,0.44
"mu1[978]",0.05,0.05,0.04,-0.03,0.13
"mu1[979]",0.71,0.71,0.07,0.57,0.85
"mu1[980]",0.14,0.14,0.05,0.04,0.24
"mu1[981]",0.22,0.22,0.05,0.12,0.32
"mu1[982]",-0.49,-0.49,0.07,-0.62,-0.35
"mu1[983]",-0.38,-0.38,0.08,-0.53,-0.23
"mu1[984]",-0.35,-0.35,0.09,-0.53,-0.17
"mu1[985]",-0.3,-0.3,0.09,-0.47,-0.13
"mu1[986]",-0.22,-0.22,0.08,-0.38,-0.07
"mu1[987]",-0.73,-0.73,0.07,-0.87,-0.59
"mu1[988]",-0.17,-0.17,0.08,-0.33,-0.01
"mu1[989]",-0.77,-0.78,0.09,-0.95,-0.59
"mu1[990]",0.13,0.13,0.05,0.03,0.22
"mu1[991]",-0.31,-0.31,0.08,-0.47,-0.15
"mu1[992]",-0.68,-0.68,0.08,-0.84,-0.53
"mu1[993]",-0.49,-0.49,0.06,-0.59,-0.38
"mu1[994]",-0.9,-0.9,0.06,-1.02,-0.78
"mu1[995]",-0.33,-0.33,0.06,-0.46,-0.22
"mu1[996]",-1.1,-1.1,0.06,-1.22,-0.98
"mu1[997]",0.42,0.42,0.07,0.28,0.58
"mu1[998]",0.97,0.96,0.08,0.82,1.12
"mu1[999]",0.25,0.25,0.05,0.15,0.35
"mu1[1000]",-0.18,-0.18,0.04,-0.27,-0.11
"mu1[1001]",0,0,0.06,-0.12,0.12
"mu1[1002]",0.12,0.12,0.06,0,0.25
"mu1[1003]",-1.16,-1.16,0.07,-1.29,-1.01
"mu1[1004]",0.33,0.33,0.09,0.16,0.5
"mu1[1005]",0.05,0.05,0.04,-0.04,0.13
"mu1[1006]",-0.35,-0.35,0.05,-0.45,-0.26
"mu1[1007]",0.02,0.02,0.04,-0.05,0.09
"mu1[1008]",-1.08,-1.08,0.07,-1.22,-0.94
"mu1[1009]",-0.5,-0.5,0.08,-0.64,-0.36
"mu1[1010]",-0.77,-0.77,0.06,-0.88,-0.65
"mu1[1011]",0.07,0.07,0.04,-0.02,0.15
"mu1[1012]",0.21,0.22,0.04,0.13,0.3
"mu1[1013]",-2.17,-2.17,0.1,-2.35,-1.98
"mu1[1014]",0.38,0.38,0.05,0.28,0.47
"mu1[1015]",-0.43,-0.43,0.08,-0.59,-0.28
"mu1[1016]",0.3,0.3,0.05,0.2,0.39
"mu1[1017]",0.11,0.11,0.08,-0.06,0.27
"mu1[1018]",-0.06,-0.06,0.05,-0.16,0.04
"mu1[1019]",-0.73,-0.74,0.08,-0.89,-0.57
"mu1[1020]",-0.54,-0.54,0.09,-0.72,-0.35
"mu1[1021]",0.26,0.26,0.08,0.12,0.4
"mu1[1022]",0.36,0.36,0.06,0.24,0.48
"mu1[1023]",0.87,0.87,0.07,0.72,1.01
"mu1[1024]",-0.16,-0.16,0.07,-0.31,-0.01
"mu1[1025]",0.39,0.39,0.08,0.23,0.55
"mu1[1026]",0.26,0.26,0.06,0.15,0.37
"mu1[1027]",0.24,0.24,0.06,0.11,0.36
"mu1[1028]",0.96,0.96,0.09,0.79,1.12
"mu1[1029]",-1.38,-1.39,0.08,-1.53,-1.23
"mu1[1030]",-0.48,-0.48,0.06,-0.59,-0.38
"mu1[1031]",-0.18,-0.18,0.04,-0.26,-0.09
"mu1[1032]",0.3,0.3,0.07,0.15,0.44
"mu1[1033]",-0.34,-0.34,0.08,-0.49,-0.18
"mu1[1034]",-0.39,-0.39,0.05,-0.48,-0.3
"mu1[1035]",0.33,0.33,0.05,0.24,0.42
"mu1[1036]",-0.22,-0.22,0.05,-0.33,-0.12
"mu1[1037]",-0.1,-0.1,0.07,-0.23,0.02
"mu1[1038]",0.08,0.08,0.06,-0.03,0.19
"mu1[1039]",-0.25,-0.25,0.05,-0.34,-0.16
"mu1[1040]",0.41,0.4,0.07,0.27,0.54
"mu1[1041]",-0.01,-0.01,0.06,-0.13,0.11
"mu1[1042]",-0.44,-0.44,0.09,-0.61,-0.27
"mu1[1043]",0.22,0.22,0.04,0.13,0.3
"mu1[1044]",0.53,0.53,0.06,0.4,0.65
"mu1[1045]",0.63,0.63,0.06,0.52,0.73
"mu1[1046]",-0.27,-0.27,0.07,-0.42,-0.13
"mu1[1047]",-0.53,-0.52,0.06,-0.65,-0.41
"mu1[1048]",-0.34,-0.33,0.06,-0.46,-0.23
"mu1[1049]",-1.47,-1.47,0.07,-1.6,-1.33
"mu1[1050]",-0.37,-0.37,0.08,-0.54,-0.21
"mu1[1051]",0.92,0.92,0.08,0.77,1.06
"mu1[1052]",0.02,0.02,0.08,-0.12,0.17
"mu1[1053]",0.14,0.14,0.07,0.01,0.27
"mu1[1054]",-1.02,-1.02,0.09,-1.19,-0.85
"mu1[1055]",-0.01,-0.01,0.08,-0.16,0.14
"mu1[1056]",0.2,0.2,0.07,0.06,0.33
"mu1[1057]",0.79,0.79,0.08,0.65,0.94
"mu1[1058]",0.83,0.83,0.08,0.67,0.99
"mu1[1059]",-0.58,-0.57,0.1,-0.77,-0.38
"mu1[1060]",0.11,0.11,0.08,-0.05,0.27
"mu1[1061]",-0.12,-0.12,0.07,-0.26,0.02
"mu1[1062]",-0.66,-0.66,0.09,-0.84,-0.48
"mu1[1063]",-0.36,-0.36,0.09,-0.54,-0.18
"mu1[1064]",0.28,0.28,0.07,0.14,0.43
"mu1[1065]",0.34,0.34,0.06,0.21,0.46
"mu1[1066]",0.14,0.14,0.06,0.02,0.26
"mu1[1067]",-0.27,-0.27,0.07,-0.41,-0.13
"mu1[1068]",0.49,0.48,0.1,0.28,0.69
"mu1[1069]",-0.31,-0.31,0.09,-0.49,-0.13
"mu1[1070]",0.3,0.3,0.07,0.17,0.43
"mu1[1071]",-0.34,-0.35,0.07,-0.47,-0.21
"mu1[1072]",1,1,0.11,0.79,1.21
"mu1[1073]",0.63,0.63,0.07,0.5,0.77
"mu1[1074]",-0.01,-0.01,0.1,-0.2,0.18
"mu1[1075]",1.52,1.52,0.1,1.34,1.72
"mu1[1076]",-0.44,-0.44,0.1,-0.63,-0.24
"mu1[1077]",-0.99,-0.99,0.09,-1.16,-0.81
"mu1[1078]",-0.32,-0.31,0.09,-0.49,-0.14
"mu1[1079]",0.04,0.04,0.07,-0.09,0.17
"mu1[1080]",0.6,0.61,0.1,0.41,0.79
"mu1[1081]",-0.61,-0.61,0.09,-0.8,-0.43
"mu1[1082]",0.29,0.29,0.07,0.16,0.42
"mu1[1083]",-0.56,-0.55,0.09,-0.74,-0.37
"mu1[1084]",-0.34,-0.34,0.1,-0.54,-0.15
"mu1[1085]",-0.22,-0.22,0.09,-0.41,-0.04
"mu1[1086]",0.03,0.03,0.1,-0.18,0.22
"mu1[1087]",0.83,0.83,0.08,0.69,0.97
"mu1[1088]",0.75,0.75,0.12,0.5,0.97
"mu1[1089]",0.72,0.72,0.09,0.55,0.9
"mu1[1090]",0.2,0.2,0.09,0.03,0.38
"mu1[1091]",-0.54,-0.54,0.09,-0.71,-0.36
"mu1[1092]",0.09,0.09,0.07,-0.04,0.23
"mu1[1093]",0.34,0.34,0.07,0.2,0.48
"mu1[1094]",0.18,0.18,0.07,0.05,0.32
"mu1[1095]",0.41,0.41,0.07,0.27,0.56
"mu1[1096]",-0.46,-0.46,0.09,-0.63,-0.29
"mu1[1097]",-0.92,-0.92,0.1,-1.11,-0.73
"mu1[1098]",0.8,0.8,0.08,0.65,0.95
"mu1[1099]",-0.23,-0.23,0.1,-0.43,-0.04
"mu1[1100]",0.14,0.14,0.07,0.02,0.28
"mu1[1101]",-0.02,-0.02,0.07,-0.16,0.12
"mu1[1102]",0.35,0.35,0.09,0.18,0.55
"mu1[1103]",-0.52,-0.52,0.08,-0.68,-0.36
"mu1[1104]",-0.4,-0.4,0.08,-0.56,-0.24
"mu1[1105]",0.51,0.51,0.06,0.39,0.63
"mu1[1106]",0.71,0.71,0.08,0.57,0.86
"mu1[1107]",0.46,0.46,0.07,0.31,0.6
"mu1[1108]",0.08,0.08,0.06,-0.05,0.19
"mu1[1109]",0.11,0.11,0.09,-0.06,0.29
"mu1[1110]",0.33,0.34,0.07,0.2,0.47
"mu1[1111]",0.52,0.52,0.1,0.32,0.73
"mu1[1112]",0.54,0.54,0.07,0.41,0.68
"mu1[1113]",0,0,0.08,-0.15,0.17
"mu1[1114]",0.13,0.13,0.06,0,0.25
"mu1[1115]",0.76,0.76,0.07,0.62,0.89
"mu1[1116]",0.96,0.96,0.09,0.79,1.13
"mu1[1117]",0.88,0.88,0.08,0.74,1.03
"mu1[1118]",0.17,0.17,0.08,0.02,0.31
"mu1[1119]",0.31,0.31,0.07,0.19,0.44
"mu1[1120]",-0.36,-0.36,0.07,-0.5,-0.22
"mu1[1121]",0.12,0.12,0.08,-0.03,0.26
"mu1[1122]",-0.1,-0.1,0.1,-0.3,0.1
"mu1[1123]",-0.24,-0.24,0.07,-0.37,-0.11
"mu1[1124]",0.26,0.26,0.07,0.12,0.4
"mu1[1125]",0.12,0.12,0.06,0.01,0.24
"mu1[1126]",0.71,0.71,0.07,0.57,0.85
"mu1[1127]",-0.09,-0.09,0.06,-0.22,0.03
"mu1[1128]",0.11,0.11,0.07,-0.04,0.25
"mu1[1129]",-0.06,-0.06,0.1,-0.25,0.15
"mu1[1130]",0.69,0.69,0.07,0.56,0.83
"mu1[1131]",0.27,0.27,0.07,0.14,0.4
"mu1[1132]",0.61,0.61,0.07,0.48,0.73
"mu1[1133]",0.28,0.28,0.07,0.13,0.42
"mu1[1134]",0.48,0.48,0.07,0.36,0.61
"mu1[1135]",-0.18,-0.18,0.06,-0.31,-0.06
"mu1[1136]",-0.04,-0.04,0.08,-0.19,0.11
"mu1[1137]",1.24,1.24,0.09,1.08,1.4
"mu1[1138]",-0.72,-0.73,0.08,-0.87,-0.57
"mu1[1139]",0.37,0.37,0.08,0.22,0.52
"mu1[1140]",-0.02,-0.02,0.09,-0.2,0.14
"mu1[1141]",-0.28,-0.29,0.08,-0.44,-0.13
"mu1[1142]",0.25,0.25,0.06,0.14,0.36
"mu1[1143]",0.99,0.99,0.09,0.82,1.17
"mu1[1144]",0.65,0.65,0.07,0.52,0.78
"mu1[1145]",0.75,0.75,0.07,0.62,0.89
"mu1[1146]",0.85,0.85,0.08,0.7,0.99
"mu1[1147]",0.26,0.26,0.06,0.13,0.38
"mu1[1148]",0.03,0.03,0.06,-0.1,0.16
"mu1[1149]",-0.29,-0.29,0.06,-0.42,-0.16
"mu1[1150]",0.26,0.26,0.05,0.16,0.36
"mu1[1151]",0.19,0.19,0.04,0.11,0.28
"mu1[1152]",0.35,0.35,0.05,0.25,0.45
"mu1[1153]",0.02,0.02,0.07,-0.11,0.15
"mu1[1154]",-0.87,-0.87,0.1,-1.06,-0.68
"mu1[1155]",-0.01,-0.01,0.05,-0.12,0.09
"mu1[1156]",0.32,0.33,0.05,0.23,0.42
"mu1[1157]",0.04,0.04,0.04,-0.04,0.12
"mu1[1158]",-0.35,-0.35,0.07,-0.49,-0.22
"mu1[1159]",-0.38,-0.38,0.06,-0.5,-0.26
"mu1[1160]",0.14,0.14,0.05,0.05,0.23
"mu1[1161]",-0.77,-0.77,0.09,-0.95,-0.6
"mu1[1162]",-0.12,-0.12,0.05,-0.22,-0.02
"mu1[1163]",-0.21,-0.21,0.05,-0.31,-0.12
"mu1[1164]",0.7,0.7,0.09,0.52,0.88
"mu1[1165]",0.54,0.54,0.04,0.45,0.63
"mu1[1166]",0.09,0.09,0.06,-0.02,0.2
"mu1[1167]",-0.23,-0.23,0.08,-0.39,-0.06
"mu1[1168]",0.26,0.26,0.04,0.18,0.35
"mu1[1169]",0.34,0.34,0.05,0.25,0.43
"mu1[1170]",-0.13,-0.13,0.06,-0.24,-0.02
"mu1[1171]",-0.13,-0.13,0.04,-0.22,-0.04
"mu1[1172]",-0.25,-0.25,0.05,-0.36,-0.15
"mu1[1173]",0.15,0.15,0.05,0.06,0.24
"mu1[1174]",0.62,0.62,0.06,0.5,0.74
"mu1[1175]",-0.24,-0.24,0.06,-0.35,-0.13
"mu1[1176]",-0.2,-0.2,0.05,-0.3,-0.1
"mu1[1177]",-0.5,-0.5,0.05,-0.59,-0.41
"mu1[1178]",0.11,0.11,0.04,0.04,0.18
"mu1[1179]",0.27,0.27,0.04,0.2,0.35
"mu1[1180]",0.01,0.01,0.04,-0.07,0.09
"mu1[1181]",-0.52,-0.52,0.04,-0.6,-0.43
"mu1[1182]",-0.31,-0.31,0.05,-0.41,-0.21
"mu1[1183]",0.03,0.03,0.04,-0.06,0.12
"mu1[1184]",-0.27,-0.27,0.05,-0.36,-0.18
"mu1[1185]",0.26,0.26,0.05,0.17,0.35
"mu1[1186]",0.15,0.15,0.05,0.06,0.24
"mu1[1187]",-0.91,-0.92,0.09,-1.08,-0.74
"mu1[1188]",0.2,0.2,0.06,0.09,0.31
"mu1[1189]",0.44,0.44,0.04,0.36,0.51
"mu1[1190]",0.23,0.23,0.05,0.13,0.32
"mu1[1191]",0.49,0.49,0.05,0.4,0.58
"mu1[1192]",-1.32,-1.33,0.08,-1.48,-1.17
"mu1[1193]",-0.3,-0.3,0.04,-0.38,-0.23
"mu1[1194]",0.34,0.34,0.07,0.2,0.46
"mu1[1195]",0.16,0.16,0.07,0.03,0.3
"mu1[1196]",0.7,0.7,0.06,0.59,0.81
"mu1[1197]",-0.14,-0.14,0.04,-0.21,-0.06
"mu1[1198]",0.5,0.49,0.05,0.41,0.58
"mu1[1199]",0.33,0.33,0.05,0.23,0.43
"mu1[1200]",-0.27,-0.27,0.05,-0.37,-0.17
"mu1[1201]",0.11,0.11,0.06,0,0.22
"mu1[1202]",-0.39,-0.39,0.09,-0.58,-0.21
"mu1[1203]",0.21,0.21,0.03,0.14,0.27
"mu1[1204]",0.66,0.67,0.06,0.55,0.78
"mu1[1205]",0.05,0.04,0.06,-0.07,0.17
"mu1[1206]",0.04,0.04,0.04,-0.03,0.11
"mu1[1207]",0.52,0.52,0.06,0.4,0.63
"mu1[1208]",0.47,0.47,0.07,0.34,0.61
"mu1[1209]",0.47,0.47,0.05,0.37,0.57
"mu1[1210]",0.33,0.33,0.08,0.17,0.49
"mu1[1211]",0.42,0.42,0.08,0.27,0.57
"mu1[1212]",0.55,0.55,0.08,0.4,0.71
"mu1[1213]",0.41,0.42,0.06,0.3,0.52
"mu1[1214]",-0.1,-0.11,0.08,-0.25,0.05
"mu1[1215]",-0.51,-0.51,0.06,-0.64,-0.4
"mu1[1216]",0.83,0.83,0.06,0.71,0.95
"mu1[1217]",0.59,0.59,0.09,0.43,0.76
"mu1[1218]",-0.57,-0.57,0.08,-0.74,-0.41
"mu1[1219]",0.59,0.59,0.04,0.51,0.67
"mu1[1220]",0.01,0.01,0.05,-0.09,0.1
"mu1[1221]",-0.78,-0.77,0.07,-0.91,-0.65
"mu1[1222]",0.93,0.93,0.05,0.83,1.03
"mu1[1223]",-0.1,-0.1,0.09,-0.27,0.08
"mu1[1224]",0.07,0.07,0.07,-0.06,0.21
"mu1[1225]",-0.26,-0.26,0.07,-0.39,-0.13
"mu1[1226]",0.14,0.14,0.08,-0.02,0.3
"mu1[1227]",0.01,0.01,0.04,-0.08,0.09
"mu1[1228]",-0.19,-0.19,0.05,-0.3,-0.08
"mu1[1229]",0.09,0.08,0.08,-0.07,0.24
"mu1[1230]",0.3,0.3,0.06,0.19,0.42
"mu1[1231]",0.06,0.06,0.06,-0.05,0.18
"mu1[1232]",-0.56,-0.57,0.06,-0.69,-0.44
"mu1[1233]",-0.32,-0.32,0.05,-0.42,-0.22
"mu1[1234]",-0.2,-0.2,0.05,-0.3,-0.1
"mu1[1235]",-0.18,-0.18,0.05,-0.27,-0.09
"mu1[1236]",-0.41,-0.41,0.05,-0.51,-0.31
"mu1[1237]",0.28,0.28,0.06,0.17,0.39
"mu1[1238]",0.22,0.22,0.05,0.13,0.31
"mu1[1239]",0.15,0.15,0.04,0.07,0.23
"mu1[1240]",0.44,0.44,0.05,0.34,0.55
"mu1[1241]",0.17,0.17,0.05,0.08,0.26
"mu1[1242]",-1.21,-1.21,0.09,-1.38,-1.03
"mu1[1243]",-0.51,-0.51,0.05,-0.61,-0.41
"mu1[1244]",0.97,0.97,0.07,0.84,1.1
"mu1[1245]",-0.44,-0.44,0.06,-0.55,-0.32
"mu1[1246]",0.51,0.51,0.06,0.39,0.63
"mu1[1247]",-0.25,-0.25,0.08,-0.4,-0.09
"mu1[1248]",0.44,0.44,0.05,0.34,0.53
"mu1[1249]",0.82,0.82,0.06,0.7,0.94
"mu1[1250]",0.15,0.15,0.06,0.02,0.26
"mu1[1251]",-0.66,-0.66,0.06,-0.77,-0.55
"mu1[1252]",0.11,0.11,0.08,-0.04,0.27
"mu1[1253]",-0.24,-0.23,0.07,-0.37,-0.11
"mu1[1254]",0.29,0.29,0.04,0.21,0.36
"mu1[1255]",-0.52,-0.53,0.09,-0.71,-0.34
"mu1[1256]",0.3,0.3,0.05,0.19,0.4
"mu1[1257]",0.52,0.52,0.04,0.44,0.61
"mu1[1258]",1.1,1.1,0.07,0.96,1.23
"mu1[1259]",0.44,0.44,0.09,0.28,0.62
"mu1[1260]",0.69,0.69,0.05,0.58,0.79
"mu1[1261]",-0.27,-0.27,0.1,-0.47,-0.09
"mu1[1262]",0.09,0.09,0.05,-0.02,0.19
"mu1[1263]",-0.1,-0.1,0.05,-0.2,0
"mu1[1264]",0.54,0.54,0.05,0.44,0.64
"mu1[1265]",0.77,0.77,0.06,0.65,0.89
"mu1[1266]",-0.57,-0.57,0.07,-0.7,-0.44
"mu1[1267]",0.14,0.14,0.06,0.01,0.26
"mu1[1268]",0.27,0.27,0.08,0.11,0.42
"mu1[1269]",0.62,0.62,0.06,0.51,0.73
"mu1[1270]",0.16,0.16,0.06,0.03,0.28
"mu1[1271]",-0.16,-0.16,0.05,-0.25,-0.06
"mu1[1272]",0.21,0.21,0.05,0.11,0.31
"mu1[1273]",-1.34,-1.34,0.09,-1.52,-1.16
"mu1[1274]",0.73,0.73,0.06,0.61,0.85
"mu1[1275]",0.17,0.18,0.06,0.06,0.28
"mu1[1276]",0.54,0.54,0.05,0.44,0.64
"mu1[1277]",0.58,0.58,0.07,0.44,0.71
"mu1[1278]",-0.22,-0.22,0.05,-0.32,-0.13
"mu1[1279]",0.62,0.62,0.07,0.48,0.74
"mu1[1280]",-0.18,-0.18,0.05,-0.28,-0.08
"mu1[1281]",-0.2,-0.2,0.07,-0.34,-0.06
"mu1[1282]",-0.79,-0.79,0.09,-0.97,-0.62
"mu1[1283]",-0.36,-0.36,0.06,-0.46,-0.24
"mu1[1284]",-0.51,-0.51,0.05,-0.61,-0.4
"mu1[1285]",-0.04,-0.04,0.09,-0.2,0.13
"mu1[1286]",0.04,0.04,0.05,-0.05,0.13
"mu1[1287]",-0.39,-0.39,0.04,-0.47,-0.3
"mu1[1288]",0.21,0.21,0.05,0.11,0.3
"mu1[1289]",-0.09,-0.09,0.08,-0.25,0.07
"mu1[1290]",-0.52,-0.52,0.08,-0.68,-0.37
"mu1[1291]",0.47,0.47,0.04,0.38,0.55
"mu1[1292]",0.23,0.23,0.05,0.14,0.32
"mu1[1293]",-0.07,-0.07,0.05,-0.16,0.03
"mu1[1294]",-0.25,-0.25,0.04,-0.33,-0.17
"mu1[1295]",0.1,0.1,0.06,-0.01,0.22
"mu1[1296]",-0.91,-0.91,0.08,-1.07,-0.75
"mu1[1297]",-0.18,-0.18,0.08,-0.32,-0.02
"mu1[1298]",0.16,0.16,0.09,0,0.33
"mu1[1299]",0.5,0.5,0.06,0.39,0.61
"mu1[1300]",-0.63,-0.63,0.08,-0.79,-0.48
"mu1[1301]",0.09,0.09,0.08,-0.07,0.25
"mu1[1302]",-0.24,-0.24,0.04,-0.32,-0.15
"mu1[1303]",1.27,1.27,0.08,1.12,1.42
"mu1[1304]",-0.67,-0.67,0.06,-0.79,-0.54
"mu1[1305]",-0.02,-0.02,0.04,-0.09,0.06
"mu1[1306]",-0.28,-0.28,0.06,-0.4,-0.17
"mu1[1307]",0.64,0.64,0.06,0.51,0.76
"mu1[1308]",1.1,1.1,0.08,0.95,1.25
"mu1[1309]",0.78,0.78,0.07,0.63,0.92
"mu1[1310]",0.35,0.35,0.07,0.21,0.49
"mu1[1311]",0.57,0.57,0.06,0.44,0.69
"mu1[1312]",0.19,0.2,0.06,0.08,0.3
"mu1[1313]",-0.41,-0.41,0.07,-0.55,-0.27
"mu1[1314]",0.31,0.32,0.08,0.15,0.47
"mu1[1315]",0.47,0.47,0.08,0.31,0.62
"mu1[1316]",0.37,0.37,0.06,0.24,0.49
"mu1[1317]",-0.03,-0.03,0.04,-0.1,0.04
"mu1[1318]",0.14,0.14,0.08,-0.01,0.3
"mu1[1319]",-0.12,-0.12,0.07,-0.26,0.01
"mu1[1320]",-0.61,-0.61,0.09,-0.79,-0.44
"mu1[1321]",-0.19,-0.2,0.06,-0.32,-0.08
"mu1[1322]",1.45,1.45,0.08,1.3,1.6
"mu1[1323]",0.01,0.01,0.08,-0.15,0.16
"mu1[1324]",0.23,0.23,0.06,0.11,0.34
"mu1[1325]",0.32,0.32,0.06,0.18,0.44
"mu1[1326]",-0.74,-0.74,0.07,-0.88,-0.61
"mu1[1327]",-0.31,-0.31,0.05,-0.4,-0.21
"mu1[1328]",0.15,0.15,0.07,0.01,0.3
"mu1[1329]",0.67,0.68,0.06,0.56,0.78
"mu1[1330]",-0.09,-0.09,0.04,-0.17,-0.02
"mu1[1331]",0.83,0.83,0.06,0.71,0.95
"mu1[1332]",-0.05,-0.05,0.04,-0.13,0.03
"mu1[1333]",0.67,0.67,0.05,0.58,0.77
"mu1[1334]",-0.22,-0.22,0.07,-0.36,-0.08
"mu1[1335]",-0.52,-0.52,0.06,-0.63,-0.4
"mu1[1336]",0.62,0.62,0.05,0.53,0.72
"mu1[1337]",0.06,0.07,0.04,-0.01,0.14
"mu1[1338]",-0.45,-0.45,0.09,-0.62,-0.29
"mu1[1339]",-0.63,-0.63,0.06,-0.74,-0.51
"mu1[1340]",0.11,0.11,0.07,-0.02,0.25
"mu1[1341]",0.51,0.51,0.06,0.4,0.62
"mu1[1342]",0.73,0.73,0.05,0.63,0.84
"mu1[1343]",0.69,0.69,0.05,0.59,0.79
"mu1[1344]",0.37,0.37,0.05,0.27,0.46
"mu1[1345]",-0.46,-0.46,0.05,-0.56,-0.36
"mu1[1346]",0.1,0.11,0.08,-0.05,0.26
"mu1[1347]",-0.36,-0.36,0.05,-0.46,-0.25
"mu1[1348]",-0.41,-0.41,0.08,-0.56,-0.25
"mu1[1349]",-0.06,-0.07,0.08,-0.21,0.09
"mu1[1350]",-0.82,-0.82,0.06,-0.93,-0.71
"mu1[1351]",0.03,0.03,0.09,-0.14,0.19
"mu1[1352]",0.49,0.49,0.07,0.37,0.63
"mu1[1353]",-0.19,-0.19,0.09,-0.36,-0.02
"mu1[1354]",0.16,0.15,0.05,0.05,0.26
"mu1[1355]",0.67,0.67,0.07,0.54,0.81
"mu1[1356]",0.24,0.24,0.07,0.1,0.37
"mu1[1357]",-0.27,-0.26,0.07,-0.42,-0.12
"mu1[1358]",0.01,0.01,0.05,-0.08,0.1
"mu1[1359]",-0.49,-0.49,0.05,-0.6,-0.38
"mu1[1360]",0.34,0.34,0.05,0.23,0.44
"mu1[1361]",-0.42,-0.42,0.05,-0.52,-0.33
"mu1[1362]",-0.23,-0.23,0.05,-0.33,-0.12
"mu1[1363]",0.25,0.25,0.04,0.17,0.33
"mu1[1364]",0.09,0.09,0.07,-0.05,0.22
"mu1[1365]",0.03,0.03,0.04,-0.05,0.11
"mu1[1366]",0.12,0.12,0.05,0.03,0.21
"mu1[1367]",-0.26,-0.26,0.08,-0.42,-0.1
"mu1[1368]",0.05,0.04,0.05,-0.06,0.15
"mu1[1369]",0.03,0.03,0.05,-0.08,0.13
"mu1[1370]",0.35,0.35,0.05,0.25,0.45
"mu1[1371]",0.17,0.17,0.07,0.03,0.29
"mu1[1372]",-0.75,-0.75,0.07,-0.88,-0.61
"mu1[1373]",-0.35,-0.35,0.05,-0.44,-0.26
"mu1[1374]",-0.12,-0.12,0.05,-0.22,-0.02
"mu1[1375]",-0.03,-0.03,0.05,-0.13,0.08
"mu1[1376]",0.6,0.6,0.06,0.5,0.71
"mu1[1377]",0.01,0.01,0.05,-0.08,0.11
"mu1[1378]",-0.79,-0.79,0.05,-0.89,-0.69
"mu1[1379]",-0.07,-0.07,0.05,-0.16,0.03
"mu1[1380]",0.04,0.04,0.06,-0.09,0.17
"mu1[1381]",-0.82,-0.82,0.06,-0.94,-0.7
"mu1[1382]",-0.51,-0.51,0.06,-0.62,-0.39
"mu1[1383]",-0.1,-0.1,0.06,-0.22,0.02
"mu1[1384]",-0.47,-0.47,0.05,-0.57,-0.37
"mu1[1385]",0.61,0.61,0.06,0.49,0.72
"mu1[1386]",-0.07,-0.07,0.07,-0.2,0.07
"mu1[1387]",0.35,0.35,0.05,0.25,0.46
