"","x"
"1",0.538279362658726
"2",0.435505097403831
"3",0.312318208012273
"4",0.1513331305736
"5",0.494017135626834
"6",0.50505519127753
"7",1.17211259065088
"8",1.17904471386847
"9",0.808408733362537
"10",1.00008505451923
"11",1.07631101206831
"12",0.748504017544222
"13",0.449303809653917
"14",-0.0110703955345798
"15",0.192706562932356
"16",0.123380100094024
"17",-0.0745681921706687
"18",0.391682994642678
"19",0.237170540214658
"20",1.15383533364468
"21",0.589015856635526
"22",0.487619317018163
"23",0.0810061220988555
"24",0.0109260873077588
"25",0.0984981589128485
"26",-0.0616868528567467
"27",0.0857421591074947
"28",0.0468200976119233
"29",0.428879100288849
"30",-0.446469122248856
"31",-0.0500315387761686
"32",0.212206663416746
"33",-0.335684500907162
"34",-0.279090175371044
"35",0.18027222521075
"36",0.059394228004275
"37",-0.185443082034848
"38",0.295984590979868
"39",0.11002932339029
"40",0.460307358835934
"41",0.516477628911618
"42",0.584418937729574
"43",0.0506455567946372
"44",-0.119542221003169
"45",0.0496498466543293
"46",0.391603320433757
"47",0.339635503334361
"48",-0.0159974593766852
"49",0.107629372328405
"50",-0.563700156045824
"51",-0.104214706569753
"52",0.0212920084585257
"53",0.0842974850094212
"54",0.239707176908975
"55",-0.0230984320952173
"56",-0.295627061171629
"57",0.0230301733331838
"58",-0.118382988282081
"59",0.195971392082536
"60",0.342249199219824
"61",0.148439259522929
"62",0.0129637336652175
"63",-0.0499146468512741
"64",-0.19152779292836
"65",0.312986556216832
"66",0.123106750678326
"67",0.142486153622581
"68",-0.0022848957034724
"69",0.0182043896035935
"70",0.380857240499881
"71",0.356264128867754
"72",0.0925754895622894
"73",0.357892381650858
"74",0.442306358625257
"75",0.450401219741973
"76",0.568941636735405
"77",0.267871097508644
"78",0.479715328096094
"79",0.388103508187984
"80",1.15950420288206
"81",0.847510640238745
"82",0.743150826138599
"83",0.77791291014658
"84",0.586755119376179
"85",0.803321440399265
"86",0.647690564755604
"87",0.687443978384663
"88",0.532985504221741
"89",0.616039578937706
"90",0.507833923065161
"91",0.372057773317349
"92",0.41608734542888
"93",0.277398547151335
"94",0.290331296819781
"95",0.510468211397466
"96",0.706519444444496
"97",0.616836181809745
"98",0.535518444984894
"99",0.639673124653823
"100",0.531983883845022
"101",0.46991287500797
"102",0.459613741998265
"103",0.675652249838074
"104",0.451465043787535
"105",0.330538580878736
"106",0.109330000483681
"107",0.498950114058541
"108",0.551258689012701
"109",0.254781827872784
"110",0.329100586213173
"111",0.409072144900078
"112",0.370345223745183
"113",0.498995375799371
"114",0.418859832749851
"115",0.343090359967854
"116",0.725309094069469
"117",0.856453078579506
"118",0.829791095925912
"119",0.623688349652975
"120",0.591856331732253
"121",0.591856331732253
"122",0.542617917435098
"123",0.615238647779666
"124",0.313848572957339
"125",0.526959481559279
"126",0.589104518588388
"127",0.600748356822632
"128",0.765763378135367
"129",0.392159484977884
"130",0.495792313272081
"131",0.419210918135144
"132",0.674955076627929
"133",0.629945248202662
"134",0.671070360792078
"135",0.595733636673521
"136",0.743085658123908
"137",0.688742296674592
"138",0.547313855445666
"139",0.402701002528071
"140",0.732870734486395
"141",0.785949290212695
"142",0.693194029780988
"143",0.661078178142704
"144",0.773957015641605
"145",0.54976614741624
"146",0.7101274490971
"147",0.441012777340424
"148",0.687513990077031
"149",0.616922131115954
"150",0.549455881264752
"151",0.734896212660184
"152",0.663776309523846
"153",0.588407170479409
"154",0.549596495068465
"155",0.508417806779618
"156",0.522610219658222
"157",0.545986768989116
"158",0.621771641123053
"159",0.809033397567599
"160",0.72047648208528
"161",0.367483436879509
"162",0.640562832993718
"163",0.826446850185244
"164",0.625787363686145
"165",0.745166438796334
"166",0.591958038148258
"167",0.482344718749634
"168",0.621891952579205
"169",0.536104849724036
"170",0.580055654973028
"171",0.337634427988443
"172",0.137334872950235
"173",0.333739311094994
"174",0.426857732489874
"175",0.669891521779329
"176",0.556189643890841
"177",0.62366923191386
"178",0.665770661787496
"179",0.395053986651983
"180",0.467093325253767
"181",0.526931131833669
"182",0.459213229212239
"183",0.591067432142848
"184",0.790325397991869
"185",0.57998509422886
"186",0.577958371023401
"187",0.620306409192505
"188",0.48579705815634
"189",0.990393156328049
"190",0.705615548089927
"191",0.844127575297996
"192",0.699187454159338
"193",0.908762177869598
"194",1.13417475443581
"195",0.93879536704964
"196",0.741394830324989
"197",0.711325537456669
"198",0.800280034958902
"199",0.351467482146573
"200",0.298092153557885
"201",0.332843869524982
"202",0.318513243403722
"203",0.230576460080094
"204",0.213011025607318
"205",0.844046975815097
"206",0.545832288950698
"207",0.507377426897812
"208",0.437647734378435
"209",0.388184945630123
"210",0.355690398764733
"211",0.462575076705733
"212",0.478445091605119
"213",0.566672826770279
"214",0.514600042601167
"215",0.554353528905181
"216",0.575757655691727
"217",0.502987890870855
"218",0.490821660888974
"219",0.472126107240941
"220",0.636139864604298
"221",0.472946926788864
"222",0.607200437268103
"223",0.671557472714014
"224",0.688494042657935
"225",0.573276700206696
"226",0.546888098821233
"227",0.597852829669976
"228",0.635797395523462
"229",0.694521098010833
"230",0.621977877726399
"231",0.616384638727689
"232",0.733413351997757
"233",0.608885995639919
"234",0.657347840372034
"235",0.52468159593868
"236",0.372800817081926
"237",0.505022695449101
"238",0.4540429723905
"239",0.591853012776044
"240",0.318403108143582
"241",0.678620724665118
"242",0.400060447832957
"243",0.708205409179597
"244",0.836704772616924
"245",0.924714725220626
"246",0.749298975971602
"247",0.826642520147272
"248",0.645479140621009
"249",0.796923645010651
"250",0.58964168912363
"251",0.552033903098579
"252",0.577840015381245
"253",0.734443225371024
"254",0.588133241658499
"255",0.386239007878745
"256",0.638700511742557
"257",0.636688557402317
"258",0.501273459762925
"259",0.428491832152891
"260",0.463802474549486
"261",0.3840592668186
"262",0.430114026091707
"263",0.260127376521386
"264",0.308526736576626
"265",0.407534853695378
"266",0.479342202765607
"267",0.341032524608673
"268",0.287813695574071
"269",0.0229797615460259
"270",0.280471414348284
"271",0.478627494902452
"272",0.280359363243338
"273",0.223203710616168
"274",0.0533192796145681
"275",0.176099451311606
"276",0.216847237009709
"277",0.216746286813302
"278",0.0700337603211324
"279",0.203424260143383
"280",0.399253455494138
"281",0.490018579234953
"282",0.1619110895665
"283",0.249523379233301
"284",0.0974764491468137
"285",0.000827736729628104
"286",0.233745908239438
"287",0.401936023913692
"288",0.207037575449382
"289",0.296018836142847
"290",0.23563479485627
"291",0.372562154164476
"292",0.053151018261046
"293",0.0464900333266819
"294",0.258314118244029
"295",0.326617619106837
"296",0.340963048613203
"297",0.426077120083879
"298",0.322237742202774
"299",0.265594759264579
"300",0.311749148032441
"301",0.106049484167031
"302",0.222110601027301
"303",0.28957949511035
"304",0.0810975240132195
"305",0.221433614609302
"306",0.208743855948906
"307",0.252842627231614
"308",0.165415313159722
"309",0.13079792670197
"310",0.420938152022291
"311",0.419788153195119
"312",0.471810721601458
"313",0.461159460786873
"314",0.16772062833019
"315",0.113231942395595
"316",0.287577990828309
"317",0.18253373117536
"318",0.287401302811949
"319",0.431198399176313
"320",0.527915125940229
"321",0.46011934222023
"322",0.284604102863157
"323",0.312921112558827
"324",0.0630927406335133
"325",0.349142179744011
"326",0.383554545659243
"327",0.423621324640561
"328",0.334773939043843
"329",0.221112676429971
"330",0.41926677006733
"331",0.207731334841457
"332",0.0942475540349599
"333",-0.0811876683451804
"334",0.420073871017618
"335",0.197101908519408
"336",0.285308878187876
"337",0.172331615880617
