"","Mean","Median","St.Dev.","95%CI_low","95%CI_upp"
"mu1[463]",0.11,0.11,0.04,0.03,0.19
"mu1[464]",-0.57,-0.57,0.05,-0.68,-0.46
"mu1[465]",0.1,0.1,0.07,-0.05,0.24
"mu1[466]",0.53,0.53,0.05,0.43,0.64
"mu1[467]",0.55,0.55,0.04,0.48,0.63
"mu1[468]",-0.08,-0.08,0.05,-0.18,0.03
"mu1[469]",-0.36,-0.36,0.07,-0.5,-0.22
"mu1[470]",0.73,0.72,0.06,0.62,0.84
"mu1[471]",0.72,0.72,0.06,0.61,0.84
"mu1[472]",0.31,0.31,0.07,0.18,0.44
"mu1[473]",0.48,0.48,0.05,0.38,0.58
"mu1[474]",-0.93,-0.93,0.07,-1.06,-0.79
"mu1[475]",0.54,0.54,0.05,0.44,0.64
"mu1[476]",0.08,0.08,0.04,0,0.16
"mu1[477]",-0.83,-0.83,0.08,-0.99,-0.66
"mu1[478]",-0.59,-0.59,0.04,-0.68,-0.51
"mu1[479]",0.38,0.37,0.04,0.3,0.45
"mu1[480]",0.78,0.78,0.05,0.68,0.87
"mu1[481]",1.22,1.22,0.06,1.1,1.33
"mu1[482]",0.48,0.48,0.05,0.39,0.57
"mu1[483]",0.76,0.76,0.07,0.62,0.9
"mu1[484]",-0.39,-0.39,0.06,-0.5,-0.27
"mu1[485]",-0.13,-0.13,0.07,-0.27,0
"mu1[486]",0.96,0.96,0.06,0.85,1.07
"mu1[487]",-0.56,-0.56,0.05,-0.66,-0.47
"mu1[488]",0.49,0.48,0.04,0.41,0.56
"mu1[489]",1.1,1.1,0.06,0.99,1.21
"mu1[490]",-0.45,-0.45,0.05,-0.54,-0.36
"mu1[491]",0.22,0.22,0.05,0.12,0.32
"mu1[492]",-0.39,-0.39,0.06,-0.5,-0.29
"mu1[493]",-0.08,-0.08,0.06,-0.21,0.04
"mu1[494]",-0.54,-0.54,0.07,-0.68,-0.4
"mu1[495]",-0.08,-0.08,0.06,-0.2,0.03
"mu1[496]",-0.45,-0.45,0.08,-0.62,-0.28
"mu1[497]",0.74,0.74,0.06,0.63,0.86
"mu1[498]",0.24,0.24,0.04,0.16,0.32
"mu1[499]",0.17,0.17,0.04,0.09,0.25
"mu1[500]",-0.31,-0.31,0.07,-0.44,-0.18
"mu1[501]",0.58,0.58,0.05,0.48,0.68
"mu1[502]",-0.06,-0.06,0.07,-0.21,0.08
"mu1[503]",-0.03,-0.03,0.06,-0.14,0.08
"mu1[504]",0.68,0.68,0.05,0.59,0.78
"mu1[505]",0.2,0.19,0.03,0.13,0.26
"mu1[506]",0.66,0.66,0.05,0.56,0.75
"mu1[507]",-0.17,-0.17,0.04,-0.24,-0.09
"mu1[508]",-0.14,-0.14,0.06,-0.26,-0.01
"mu1[509]",0.15,0.14,0.04,0.07,0.22
"mu1[510]",0.22,0.22,0.04,0.14,0.29
"mu1[511]",0.46,0.46,0.09,0.29,0.63
"mu1[512]",0.67,0.67,0.06,0.56,0.78
"mu1[513]",-0.4,-0.4,0.06,-0.51,-0.29
"mu1[514]",0.59,0.59,0.06,0.47,0.71
"mu1[515]",0.85,0.84,0.1,0.66,1.04
"mu1[516]",-0.22,-0.22,0.06,-0.34,-0.1
"mu1[517]",0.56,0.56,0.06,0.45,0.67
"mu1[518]",0.72,0.72,0.06,0.61,0.83
"mu1[519]",-0.08,-0.09,0.05,-0.17,0
"mu1[520]",-0.03,-0.03,0.05,-0.14,0.08
"mu1[521]",0.17,0.17,0.08,0.01,0.33
"mu1[522]",0.45,0.45,0.06,0.34,0.57
"mu1[523]",0.06,0.05,0.04,-0.02,0.13
"mu1[524]",-0.08,-0.08,0.06,-0.2,0.04
"mu1[525]",-0.51,-0.51,0.05,-0.61,-0.41
"mu1[526]",-0.79,-0.79,0.06,-0.9,-0.67
"mu1[527]",-0.25,-0.25,0.04,-0.33,-0.17
"mu1[528]",-0.25,-0.25,0.05,-0.35,-0.16
"mu1[529]",0.3,0.3,0.04,0.21,0.39
"mu1[530]",0.29,0.29,0.05,0.2,0.39
"mu1[531]",0.23,0.23,0.06,0.1,0.34
"mu1[532]",-0.35,-0.35,0.05,-0.46,-0.25
"mu1[533]",-0.34,-0.34,0.04,-0.42,-0.26
"mu1[534]",0.43,0.43,0.05,0.33,0.53
"mu1[535]",0,0,0.05,-0.09,0.1
"mu1[536]",0.55,0.55,0.05,0.46,0.65
"mu1[537]",1,1,0.07,0.86,1.14
"mu1[538]",0.54,0.53,0.07,0.41,0.67
"mu1[539]",0.27,0.27,0.05,0.16,0.37
"mu1[540]",0.37,0.37,0.07,0.23,0.51
"mu1[541]",1.29,1.28,0.07,1.15,1.43
"mu1[542]",-0.34,-0.34,0.05,-0.45,-0.23
"mu1[543]",0.26,0.26,0.05,0.16,0.36
"mu1[544]",1.03,1.03,0.06,0.91,1.16
"mu1[545]",0.06,0.06,0.03,-0.01,0.12
"mu1[546]",0.49,0.49,0.05,0.39,0.59
"mu1[547]",-0.59,-0.59,0.06,-0.7,-0.48
"mu1[548]",-0.61,-0.61,0.04,-0.69,-0.52
"mu1[549]",-0.01,-0.01,0.04,-0.1,0.08
"mu1[550]",-0.34,-0.34,0.04,-0.43,-0.26
"mu1[551]",-0.36,-0.36,0.06,-0.49,-0.24
"mu1[552]",0.34,0.34,0.05,0.24,0.44
"mu1[553]",0.78,0.78,0.07,0.64,0.91
"mu1[554]",0.26,0.26,0.04,0.18,0.35
"mu1[555]",0.08,0.08,0.08,-0.07,0.23
"mu1[556]",-0.7,-0.7,0.09,-0.87,-0.53
"mu1[557]",0.58,0.58,0.05,0.48,0.68
"mu1[558]",0.68,0.68,0.05,0.57,0.79
"mu1[559]",0.24,0.24,0.04,0.16,0.32
"mu1[560]",0.15,0.15,0.06,0.04,0.27
"mu1[561]",0.38,0.38,0.04,0.3,0.46
"mu1[562]",-0.2,-0.2,0.06,-0.32,-0.09
"mu1[563]",-0.82,-0.82,0.06,-0.93,-0.71
"mu1[564]",-0.28,-0.28,0.06,-0.39,-0.17
"mu1[565]",0.26,0.25,0.04,0.18,0.33
"mu1[566]",0.7,0.7,0.08,0.55,0.86
"mu1[567]",-0.58,-0.58,0.04,-0.67,-0.5
"mu1[568]",0.02,0.02,0.04,-0.06,0.1
"mu1[569]",0.69,0.69,0.05,0.58,0.79
"mu1[570]",-0.32,-0.32,0.05,-0.43,-0.22
"mu1[571]",-0.34,-0.34,0.05,-0.45,-0.24
"mu1[572]",-0.97,-0.96,0.08,-1.12,-0.81
"mu1[573]",0.52,0.52,0.07,0.39,0.67
"mu1[574]",0.77,0.77,0.06,0.66,0.88
"mu1[575]",0.22,0.22,0.04,0.14,0.3
"mu1[576]",-0.73,-0.73,0.08,-0.9,-0.57
"mu1[577]",0.19,0.2,0.04,0.11,0.27
"mu1[578]",-0.59,-0.59,0.05,-0.7,-0.49
"mu1[579]",-0.07,-0.07,0.08,-0.23,0.09
"mu1[580]",0.63,0.63,0.05,0.53,0.73
"mu1[581]",0.08,0.08,0.07,-0.05,0.22
"mu1[582]",0.35,0.35,0.04,0.28,0.42
"mu1[583]",0.02,0.02,0.05,-0.08,0.12
"mu1[584]",0.91,0.91,0.05,0.8,1.01
"mu1[585]",-0.09,-0.09,0.04,-0.17,-0.01
"mu1[586]",0.13,0.13,0.04,0.05,0.21
"mu1[587]",0.11,0.11,0.04,0.04,0.19
"mu1[588]",0.29,0.29,0.04,0.21,0.38
"mu1[589]",-0.04,-0.04,0.04,-0.13,0.05
"mu1[590]",-0.2,-0.2,0.05,-0.29,-0.11
"mu1[591]",0.53,0.53,0.07,0.39,0.67
"mu1[592]",-0.16,-0.16,0.04,-0.23,-0.09
"mu1[593]",0.2,0.2,0.07,0.06,0.34
"mu1[594]",0.52,0.52,0.04,0.43,0.61
"mu1[595]",-0.61,-0.61,0.07,-0.75,-0.48
"mu1[596]",-0.21,-0.21,0.04,-0.28,-0.13
"mu1[597]",0.02,0.02,0.04,-0.07,0.1
"mu1[598]",-0.69,-0.69,0.06,-0.81,-0.57
"mu1[599]",0.02,0.02,0.04,-0.06,0.11
"mu1[600]",-0.12,-0.13,0.05,-0.22,-0.02
"mu1[601]",-0.03,-0.03,0.05,-0.13,0.06
"mu1[602]",-0.08,-0.08,0.04,-0.17,0
"mu1[603]",0.46,0.46,0.1,0.27,0.65
"mu1[604]",-0.4,-0.4,0.09,-0.56,-0.23
"mu1[605]",0.1,0.1,0.06,-0.01,0.21
"mu1[606]",-0.11,-0.11,0.05,-0.21,-0.01
"mu1[607]",-0.1,-0.1,0.06,-0.21,0.01
"mu1[608]",0.36,0.36,0.07,0.23,0.5
"mu1[609]",-0.15,-0.15,0.05,-0.25,-0.06
"mu1[610]",0.42,0.42,0.05,0.33,0.51
"mu1[611]",0.34,0.34,0.07,0.2,0.48
"mu1[612]",-0.37,-0.37,0.05,-0.46,-0.27
"mu1[613]",0.48,0.48,0.06,0.37,0.59
"mu1[614]",0.7,0.7,0.06,0.59,0.81
"mu1[615]",0.1,0.1,0.05,0.01,0.19
"mu1[616]",0.6,0.6,0.04,0.51,0.69
"mu1[617]",0.11,0.11,0.08,-0.05,0.27
"mu1[618]",0.1,0.1,0.06,-0.03,0.22
"mu1[619]",0.17,0.17,0.08,0.03,0.32
"mu1[620]",-0.41,-0.41,0.05,-0.5,-0.32
"mu1[621]",-0.36,-0.36,0.06,-0.47,-0.24
"mu1[622]",0.77,0.77,0.07,0.63,0.9
"mu1[623]",-0.27,-0.27,0.05,-0.37,-0.17
"mu1[624]",0.27,0.27,0.06,0.14,0.4
"mu1[625]",0.52,0.53,0.07,0.38,0.66
"mu1[626]",-0.5,-0.49,0.07,-0.63,-0.37
"mu1[627]",0.45,0.45,0.06,0.34,0.57
"mu1[628]",-0.65,-0.66,0.08,-0.81,-0.5
"mu1[629]",0.11,0.11,0.07,-0.04,0.25
"mu1[630]",0.69,0.69,0.08,0.54,0.83
"mu1[631]",-0.05,-0.05,0.04,-0.13,0.03
"mu1[632]",0.95,0.95,0.06,0.84,1.06
"mu1[633]",-0.75,-0.75,0.05,-0.85,-0.65
"mu1[634]",-0.36,-0.36,0.07,-0.49,-0.23
"mu1[635]",0.72,0.72,0.05,0.62,0.82
"mu1[636]",0.57,0.57,0.06,0.46,0.68
"mu1[637]",-0.3,-0.3,0.09,-0.48,-0.13
"mu1[638]",0.15,0.15,0.06,0.04,0.26
"mu1[639]",0.38,0.38,0.05,0.28,0.48
"mu1[640]",-1.47,-1.47,0.08,-1.63,-1.32
"mu1[641]",0.42,0.42,0.05,0.32,0.53
"mu1[642]",-0.98,-0.98,0.06,-1.1,-0.86
"mu1[643]",-0.15,-0.14,0.05,-0.25,-0.05
"mu1[644]",0.59,0.59,0.06,0.47,0.71
"mu1[645]",-0.23,-0.23,0.08,-0.38,-0.08
"mu1[646]",-2.21,-2.21,0.1,-2.4,-2.02
"mu1[647]",-0.25,-0.25,0.08,-0.41,-0.11
"mu1[648]",0.54,0.54,0.05,0.44,0.64
"mu1[649]",0.96,0.96,0.06,0.84,1.07
"mu1[650]",-0.52,-0.52,0.05,-0.62,-0.43
"mu1[651]",-0.28,-0.28,0.05,-0.38,-0.18
"mu1[652]",0.23,0.23,0.06,0.12,0.34
"mu1[653]",-0.56,-0.56,0.09,-0.73,-0.38
"mu1[654]",1.2,1.2,0.09,1.03,1.37
"mu1[655]",-0.62,-0.63,0.08,-0.78,-0.47
"mu1[656]",-0.2,-0.2,0.09,-0.38,-0.02
"mu1[657]",0.01,0.01,0.07,-0.13,0.15
"mu1[658]",0.26,0.26,0.06,0.15,0.36
"mu1[659]",-0.98,-0.98,0.08,-1.14,-0.82
"mu1[660]",0.4,0.4,0.08,0.24,0.54
"mu1[661]",-0.07,-0.07,0.07,-0.2,0.07
"mu1[662]",0.61,0.61,0.06,0.5,0.72
"mu1[663]",0.66,0.66,0.05,0.56,0.76
"mu1[664]",0.03,0.02,0.05,-0.07,0.11
"mu1[665]",-0.78,-0.78,0.06,-0.9,-0.66
"mu1[666]",-1.1,-1.1,0.07,-1.24,-0.97
"mu1[667]",0.08,0.08,0.05,-0.02,0.17
"mu1[668]",0.37,0.37,0.06,0.26,0.48
"mu1[669]",-0.48,-0.48,0.08,-0.63,-0.32
"mu1[670]",0.24,0.24,0.04,0.15,0.32
"mu1[671]",0.17,0.17,0.07,0.04,0.29
"mu1[672]",0.32,0.32,0.05,0.22,0.41
"mu1[673]",-0.28,-0.28,0.05,-0.38,-0.19
"mu1[674]",-0.72,-0.72,0.07,-0.84,-0.59
"mu1[675]",0.26,0.26,0.06,0.14,0.37
"mu1[676]",0.45,0.45,0.05,0.36,0.55
"mu1[677]",0.4,0.4,0.05,0.3,0.5
"mu1[678]",-1.54,-1.54,0.08,-1.69,-1.39
"mu1[679]",0.32,0.32,0.05,0.21,0.42
"mu1[680]",-0.39,-0.39,0.05,-0.49,-0.29
"mu1[681]",0.44,0.44,0.05,0.34,0.53
"mu1[682]",-1.07,-1.07,0.08,-1.22,-0.92
"mu1[683]",0.28,0.28,0.05,0.19,0.38
"mu1[684]",-0.08,-0.08,0.05,-0.19,0.02
"mu1[685]",1.11,1.11,0.07,0.97,1.25
"mu1[686]",0.55,0.55,0.06,0.42,0.67
"mu1[687]",1.06,1.06,0.07,0.92,1.2
"mu1[688]",-0.26,-0.26,0.05,-0.34,-0.17
"mu1[689]",-0.37,-0.37,0.08,-0.53,-0.21
"mu1[690]",0.46,0.46,0.05,0.36,0.55
"mu1[691]",0.28,0.28,0.06,0.17,0.38
"mu1[692]",-0.12,-0.12,0.05,-0.21,-0.03
"mu1[693]",0.23,0.23,0.07,0.1,0.36
"mu1[694]",0.17,0.17,0.06,0.06,0.28
"mu1[695]",-0.13,-0.13,0.06,-0.25,-0.02
"mu1[696]",0.54,0.54,0.05,0.44,0.64
"mu1[697]",-0.5,-0.5,0.06,-0.61,-0.4
"mu1[698]",0.57,0.57,0.05,0.47,0.68
"mu1[699]",0.15,0.15,0.08,-0.01,0.31
"mu1[700]",0.01,0.01,0.05,-0.1,0.11
"mu1[701]",0.59,0.59,0.06,0.48,0.7
"mu1[702]",-0.44,-0.44,0.06,-0.56,-0.32
"mu1[703]",-0.29,-0.29,0.06,-0.41,-0.17
"mu1[704]",0.94,0.94,0.07,0.79,1.08
"mu1[705]",0.11,0.11,0.05,0.01,0.21
"mu1[706]",0.28,0.28,0.04,0.2,0.37
"mu1[707]",0.15,0.15,0.05,0.05,0.26
"mu1[708]",0.71,0.71,0.05,0.61,0.82
"mu1[709]",0.1,0.1,0.04,0.02,0.18
"mu1[710]",0.9,0.89,0.06,0.78,1.01
"mu1[711]",-0.74,-0.74,0.07,-0.87,-0.6
"mu1[712]",0.68,0.68,0.06,0.57,0.8
"mu1[713]",0.43,0.44,0.08,0.28,0.58
"mu1[714]",0.48,0.48,0.08,0.33,0.62
"mu1[715]",-1.08,-1.08,0.08,-1.23,-0.93
"mu1[716]",-0.78,-0.78,0.06,-0.9,-0.66
"mu1[717]",0.27,0.27,0.05,0.17,0.38
"mu1[718]",0.31,0.31,0.06,0.18,0.43
"mu1[719]",-0.1,-0.1,0.05,-0.19,-0.01
"mu1[720]",0.05,0.05,0.06,-0.07,0.17
"mu1[721]",0.43,0.43,0.04,0.34,0.51
"mu1[722]",0.3,0.3,0.05,0.18,0.4
"mu1[723]",0.7,0.7,0.05,0.6,0.8
"mu1[724]",0.41,0.41,0.05,0.31,0.51
"mu1[725]",-0.29,-0.29,0.05,-0.39,-0.19
"mu1[726]",-1.09,-1.09,0.07,-1.23,-0.96
"mu1[727]",-1.56,-1.56,0.08,-1.72,-1.41
"mu1[728]",-0.28,-0.28,0.05,-0.38,-0.18
"mu1[729]",0.09,0.09,0.05,-0.02,0.19
"mu1[730]",-1.24,-1.24,0.08,-1.39,-1.09
"mu1[731]",-0.51,-0.51,0.09,-0.69,-0.34
"mu1[732]",0.99,0.99,0.07,0.86,1.12
"mu1[733]",0.28,0.28,0.06,0.17,0.39
"mu1[734]",-0.6,-0.6,0.07,-0.75,-0.45
"mu1[735]",0.43,0.44,0.06,0.32,0.54
"mu1[736]",-0.97,-0.97,0.08,-1.12,-0.83
"mu1[737]",-1.34,-1.34,0.09,-1.51,-1.17
"mu1[738]",0.14,0.14,0.05,0.03,0.24
"mu1[739]",0.13,0.13,0.07,-0.01,0.26
"mu1[740]",-0.47,-0.47,0.07,-0.61,-0.34
"mu1[741]",0.29,0.29,0.05,0.19,0.38
"mu1[742]",-0.28,-0.28,0.06,-0.41,-0.17
"mu1[743]",0.2,0.2,0.06,0.08,0.33
"mu1[744]",-1.42,-1.41,0.08,-1.56,-1.27
"mu1[745]",-0.17,-0.17,0.06,-0.29,-0.05
"mu1[746]",-0.1,-0.1,0.06,-0.2,0.02
"mu1[747]",-0.63,-0.63,0.07,-0.76,-0.49
"mu1[748]",0.32,0.31,0.06,0.21,0.42
"mu1[749]",0.09,0.09,0.06,-0.04,0.21
"mu1[750]",-0.23,-0.23,0.06,-0.34,-0.13
"mu1[751]",1.21,1.21,0.08,1.06,1.35
"mu1[752]",0.83,0.83,0.07,0.69,0.95
"mu1[753]",0.12,0.12,0.06,0.01,0.23
"mu1[754]",0.08,0.08,0.05,-0.03,0.19
"mu1[755]",-0.47,-0.47,0.05,-0.57,-0.36
"mu1[756]",-0.2,-0.2,0.06,-0.31,-0.09
"mu1[757]",-0.47,-0.47,0.06,-0.58,-0.35
"mu1[758]",-0.12,-0.12,0.05,-0.22,-0.01
"mu1[759]",0.13,0.14,0.09,-0.04,0.31
"mu1[760]",0.33,0.33,0.05,0.22,0.43
"mu1[761]",-0.21,-0.21,0.09,-0.38,-0.04
"mu1[762]",-0.15,-0.15,0.06,-0.26,-0.04
"mu1[763]",-0.38,-0.38,0.05,-0.48,-0.27
"mu1[764]",-0.5,-0.5,0.07,-0.64,-0.37
"mu1[765]",0.2,0.2,0.06,0.09,0.31
"mu1[766]",-0.38,-0.38,0.07,-0.52,-0.24
"mu1[767]",-0.95,-0.95,0.08,-1.1,-0.79
"mu1[768]",0,0,0.06,-0.12,0.13
"mu1[769]",0.5,0.5,0.06,0.38,0.62
"mu1[770]",-0.22,-0.23,0.09,-0.38,-0.06
"mu1[771]",-0.08,-0.08,0.1,-0.28,0.12
"mu1[772]",-1.29,-1.29,0.08,-1.45,-1.13
"mu1[773]",0.01,0.01,0.06,-0.09,0.12
"mu1[774]",0.33,0.33,0.05,0.24,0.43
"mu1[775]",0.07,0.07,0.07,-0.06,0.2
"mu1[776]",-0.69,-0.69,0.08,-0.85,-0.53
"mu1[777]",-0.15,-0.15,0.09,-0.32,0.02
"mu1[778]",-0.54,-0.54,0.07,-0.68,-0.4
"mu1[779]",0.35,0.35,0.07,0.21,0.48
"mu1[780]",-0.53,-0.53,0.07,-0.66,-0.4
"mu1[781]",0.19,0.19,0.05,0.1,0.28
"mu1[782]",0.31,0.31,0.04,0.22,0.39
"mu1[783]",-0.05,-0.05,0.05,-0.14,0.04
"mu1[784]",-0.01,-0.01,0.06,-0.13,0.1
"mu1[785]",0.24,0.23,0.07,0.1,0.36
"mu1[786]",0.12,0.12,0.07,-0.02,0.27
"mu1[787]",-0.5,-0.5,0.06,-0.61,-0.39
"mu1[788]",0.2,0.2,0.06,0.08,0.32
"mu1[789]",0.35,0.35,0.07,0.22,0.48
"mu1[790]",0.04,0.04,0.07,-0.1,0.18
"mu1[791]",0.36,0.36,0.08,0.21,0.51
"mu1[792]",0.31,0.31,0.07,0.18,0.44
"mu1[793]",0.7,0.7,0.07,0.55,0.84
"mu1[794]",1.25,1.26,0.08,1.08,1.41
"mu1[795]",-0.55,-0.55,0.08,-0.7,-0.4
"mu1[796]",-0.41,-0.4,0.1,-0.6,-0.21
"mu1[797]",-0.67,-0.67,0.08,-0.82,-0.53
"mu1[798]",-0.84,-0.84,0.07,-0.99,-0.7
"mu1[799]",0.16,0.16,0.06,0.04,0.29
"mu1[800]",-0.29,-0.29,0.09,-0.48,-0.1
"mu1[801]",0.95,0.95,0.07,0.82,1.08
"mu1[802]",-0.05,-0.05,0.07,-0.18,0.08
"mu1[803]",0.14,0.14,0.06,0.03,0.26
"mu1[804]",0.22,0.22,0.08,0.05,0.38
"mu1[805]",0.72,0.71,0.1,0.51,0.91
"mu1[806]",0.05,0.05,0.06,-0.06,0.17
"mu1[807]",-0.18,-0.18,0.08,-0.33,-0.03
"mu1[808]",-0.34,-0.34,0.05,-0.43,-0.24
"mu1[809]",-0.8,-0.8,0.09,-0.98,-0.63
"mu1[810]",-0.76,-0.76,0.07,-0.9,-0.63
"mu1[811]",0.31,0.31,0.06,0.19,0.44
"mu1[812]",0.35,0.35,0.05,0.26,0.44
"mu1[813]",1.38,1.38,0.08,1.24,1.53
"mu1[814]",-0.37,-0.38,0.05,-0.49,-0.27
"mu1[815]",0.79,0.79,0.06,0.66,0.9
"mu1[816]",0.17,0.17,0.07,0.04,0.3
"mu1[817]",0.16,0.16,0.07,0.01,0.3
"mu1[818]",0.58,0.58,0.06,0.47,0.7
"mu1[819]",0.69,0.69,0.07,0.55,0.82
"mu1[820]",0.68,0.68,0.06,0.57,0.8
"mu1[821]",0.65,0.65,0.05,0.55,0.76
"mu1[822]",0.98,0.98,0.07,0.84,1.13
"mu1[823]",0.37,0.37,0.06,0.25,0.49
"mu1[824]",-0.86,-0.86,0.07,-1,-0.72
"mu1[825]",1.12,1.12,0.08,0.97,1.28
"mu1[826]",-1.23,-1.22,0.1,-1.41,-1.04
"mu1[827]",0.3,0.3,0.06,0.18,0.42
"mu1[828]",0.16,0.16,0.06,0.03,0.28
"mu1[829]",0.44,0.44,0.07,0.32,0.57
"mu1[830]",-0.19,-0.19,0.07,-0.33,-0.05
"mu1[831]",0.27,0.27,0.06,0.16,0.38
"mu1[832]",-0.2,-0.2,0.07,-0.34,-0.08
"mu1[833]",0.29,0.29,0.05,0.19,0.39
"mu1[834]",0.31,0.31,0.05,0.21,0.42
"mu1[835]",-0.26,-0.26,0.05,-0.36,-0.15
"mu1[836]",0.94,0.94,0.09,0.77,1.11
"mu1[837]",0.27,0.27,0.06,0.15,0.38
"mu1[838]",0.47,0.47,0.07,0.34,0.6
"mu1[839]",0.93,0.93,0.08,0.77,1.09
"mu1[840]",-0.22,-0.22,0.05,-0.31,-0.13
"mu1[841]",0.09,0.09,0.04,0.01,0.17
"mu1[842]",-0.27,-0.27,0.05,-0.36,-0.18
"mu1[843]",0.54,0.54,0.05,0.44,0.64
"mu1[844]",0.48,0.48,0.05,0.38,0.58
"mu1[845]",0.57,0.57,0.07,0.43,0.71
"mu1[846]",-0.01,-0.01,0.04,-0.09,0.08
"mu1[847]",-0.41,-0.41,0.04,-0.49,-0.33
"mu1[848]",0.05,0.05,0.06,-0.08,0.18
"mu1[849]",-0.38,-0.37,0.08,-0.54,-0.23
"mu1[850]",-0.71,-0.7,0.05,-0.81,-0.61
"mu1[851]",0.02,0.02,0.03,-0.04,0.09
"mu1[852]",-0.16,-0.16,0.08,-0.32,0
"mu1[853]",0.09,0.08,0.09,-0.09,0.27
"mu1[854]",-0.23,-0.23,0.1,-0.42,-0.05
"mu1[855]",-0.03,-0.03,0.08,-0.18,0.12
"mu1[856]",0.24,0.24,0.06,0.12,0.37
"mu1[857]",-0.66,-0.66,0.08,-0.83,-0.49
"mu1[858]",0.53,0.53,0.05,0.44,0.62
"mu1[859]",0.23,0.23,0.07,0.09,0.36
"mu1[860]",-0.03,-0.03,0.08,-0.18,0.13
"mu1[861]",-0.59,-0.59,0.07,-0.72,-0.45
"mu1[862]",-0.48,-0.48,0.08,-0.63,-0.33
"mu1[863]",0.15,0.15,0.04,0.07,0.23
"mu1[864]",-0.23,-0.23,0.05,-0.33,-0.14
"mu1[865]",-0.05,-0.05,0.05,-0.16,0.06
"mu1[866]",0.16,0.16,0.05,0.06,0.25
"mu1[867]",0.69,0.69,0.05,0.59,0.79
"mu1[868]",-0.16,-0.17,0.06,-0.28,-0.05
"mu1[869]",0.68,0.68,0.1,0.49,0.88
"mu1[870]",0.24,0.24,0.05,0.15,0.33
"mu1[871]",0.9,0.9,0.06,0.78,1.01
"mu1[872]",0.41,0.41,0.05,0.31,0.52
"mu1[873]",0.08,0.08,0.06,-0.04,0.21
"mu1[874]",0.17,0.17,0.06,0.05,0.28
"mu1[875]",0.98,0.98,0.06,0.87,1.11
"mu1[876]",-0.65,-0.65,0.05,-0.75,-0.53
"mu1[877]",-0.97,-0.97,0.07,-1.1,-0.83
"mu1[878]",0.55,0.55,0.07,0.42,0.68
"mu1[879]",0.12,0.12,0.05,0.01,0.22
"mu1[880]",0.67,0.67,0.1,0.48,0.87
"mu1[881]",0.12,0.12,0.09,-0.06,0.3
"mu1[882]",-0.95,-0.95,0.07,-1.09,-0.8
"mu1[883]",0.31,0.31,0.05,0.22,0.41
"mu1[884]",-0.62,-0.62,0.08,-0.77,-0.46
"mu1[885]",-0.6,-0.6,0.08,-0.76,-0.45
"mu1[886]",0.21,0.21,0.04,0.14,0.28
"mu1[887]",0.28,0.28,0.08,0.13,0.44
"mu1[888]",0.14,0.14,0.04,0.06,0.22
"mu1[889]",0.36,0.35,0.08,0.2,0.52
"mu1[890]",0.94,0.94,0.08,0.79,1.09
"mu1[891]",0.77,0.77,0.05,0.67,0.87
"mu1[892]",0.35,0.35,0.05,0.25,0.44
"mu1[893]",-0.11,-0.11,0.06,-0.22,0.01
"mu1[894]",-0.12,-0.12,0.09,-0.29,0.05
"mu1[895]",-0.56,-0.56,0.07,-0.7,-0.42
"mu1[896]",0.37,0.37,0.05,0.27,0.47
"mu1[897]",0.25,0.25,0.09,0.08,0.43
"mu1[898]",-0.17,-0.17,0.08,-0.31,-0.02
"mu1[899]",0.13,0.13,0.08,-0.02,0.29
"mu1[900]",0.13,0.12,0.08,-0.04,0.29
"mu1[901]",0.75,0.75,0.06,0.63,0.86
"mu1[902]",0.39,0.39,0.04,0.31,0.47
"mu1[903]",-0.16,-0.16,0.09,-0.32,0.01
"mu1[904]",0.51,0.51,0.05,0.41,0.62
"mu1[905]",0.04,0.04,0.07,-0.11,0.18
"mu1[906]",0.11,0.1,0.07,-0.03,0.25
"mu1[907]",-0.47,-0.47,0.06,-0.59,-0.35
"mu1[908]",-0.38,-0.38,0.05,-0.48,-0.27
"mu1[909]",0.85,0.85,0.07,0.7,1
"mu1[910]",-0.02,-0.02,0.05,-0.11,0.07
"mu1[911]",-1.16,-1.16,0.08,-1.32,-1.01
"mu1[912]",0.05,0.05,0.05,-0.03,0.14
"mu1[913]",1.1,1.1,0.07,0.97,1.23
"mu1[914]",0.3,0.3,0.06,0.2,0.41
"mu1[915]",-0.48,-0.48,0.07,-0.6,-0.34
"mu1[916]",0.97,0.97,0.1,0.78,1.17
"mu1[917]",-0.4,-0.4,0.06,-0.51,-0.29
"mu1[918]",0.48,0.48,0.04,0.4,0.56
"mu1[919]",0.51,0.51,0.05,0.4,0.61
"mu1[920]",-0.75,-0.75,0.06,-0.88,-0.63
"mu1[921]",-0.41,-0.41,0.07,-0.55,-0.27
"mu1[922]",1.18,1.18,0.07,1.04,1.31
"mu1[923]",-0.9,-0.9,0.07,-1.04,-0.76
"mu1[924]",-0.38,-0.38,0.05,-0.49,-0.28
"mu1[925]",-0.36,-0.36,0.04,-0.45,-0.28
"mu1[926]",-0.11,-0.11,0.04,-0.18,-0.03
"mu1[927]",-0.71,-0.71,0.09,-0.89,-0.54
"mu1[928]",-0.06,-0.06,0.04,-0.15,0.03
"mu1[929]",-0.25,-0.25,0.04,-0.34,-0.16
"mu1[930]",0.04,0.04,0.06,-0.08,0.16
"mu1[931]",-0.76,-0.76,0.05,-0.87,-0.66
"mu1[932]",0.03,0.03,0.04,-0.05,0.12
