"","Mean","Median","St.Dev.","95%CI_low","95%CI_upp"
"mu3[917]",0.12,0.12,0.05,0.03,0.21
"mu3[918]",0.07,0.07,0.05,-0.03,0.16
"mu3[919]",-0.08,-0.08,0.05,-0.17,0.01
"mu3[920]",0.71,0.71,0.08,0.56,0.86
"mu3[921]",0.73,0.73,0.08,0.58,0.88
"mu3[922]",-0.11,-0.1,0.06,-0.21,0
"mu3[923]",0.59,0.6,0.08,0.43,0.75
"mu3[924]",-0.01,-0.01,0.04,-0.09,0.07
"mu3[925]",-0.2,-0.2,0.04,-0.29,-0.12
"mu3[926]",-0.02,-0.02,0.04,-0.1,0.06
"mu3[927]",0.66,0.66,0.07,0.51,0.8
"mu3[928]",0.04,0.04,0.05,-0.05,0.13
"mu3[929]",0.01,0.02,0.04,-0.07,0.09
"mu3[930]",-0.23,-0.23,0.05,-0.32,-0.14
"mu3[931]",-0.04,-0.04,0.04,-0.13,0.04
"mu3[932]",-0.23,-0.23,0.05,-0.32,-0.14
"mu3[933]",-0.04,-0.04,0.04,-0.12,0.04
"mu3[934]",-0.06,-0.06,0.04,-0.14,0.03
"mu3[935]",-0.03,-0.03,0.04,-0.11,0.05
"mu3[936]",0.43,0.43,0.07,0.28,0.57
"mu3[937]",0.01,0.01,0.04,-0.08,0.09
"mu3[938]",-0.02,-0.02,0.04,-0.11,0.06
"mu3[939]",0.02,0.02,0.05,-0.07,0.11
"mu3[940]",0.63,0.63,0.07,0.48,0.77
"mu3[941]",0,0,0.04,-0.08,0.08
"mu3[942]",-0.14,-0.15,0.05,-0.26,-0.04
"mu3[943]",-0.11,-0.11,0.05,-0.2,-0.02
"mu3[944]",0.11,0.11,0.08,-0.05,0.28
"mu3[945]",0.19,0.19,0.09,0.01,0.36
"mu3[946]",-0.22,-0.22,0.06,-0.33,-0.11
"mu3[947]",-0.03,-0.03,0.06,-0.15,0.08
"mu3[948]",0.7,0.69,0.07,0.55,0.84
"mu3[949]",0.63,0.63,0.08,0.48,0.79
"mu3[950]",0.44,0.44,0.09,0.26,0.61
"mu3[951]",0.02,0.02,0.05,-0.08,0.11
"mu3[952]",-0.06,-0.06,0.06,-0.17,0.05
"mu3[953]",0.68,0.68,0.07,0.53,0.82
"mu3[954]",-0.16,-0.16,0.04,-0.24,-0.07
"mu3[955]",0.04,0.04,0.04,-0.04,0.12
"mu3[956]",0.5,0.5,0.08,0.33,0.65
"mu3[957]",-0.11,-0.11,0.05,-0.2,-0.02
"mu3[958]",-0.18,-0.18,0.04,-0.27,-0.1
"mu3[959]",0.64,0.64,0.07,0.51,0.78
"mu3[960]",0.05,0.05,0.04,-0.03,0.13
"mu3[961]",-0.24,-0.24,0.05,-0.35,-0.14
"mu3[962]",0.61,0.61,0.07,0.47,0.74
"mu3[963]",-0.2,-0.2,0.04,-0.29,-0.12
"mu3[964]",-0.06,-0.06,0.06,-0.17,0.05
"mu3[965]",0.39,0.39,0.07,0.25,0.52
"mu3[966]",0.15,0.15,0.09,-0.02,0.32
"mu3[967]",0.11,0.11,0.09,-0.07,0.28
"mu3[968]",0.08,0.08,0.09,-0.1,0.25
"mu3[969]",-0.23,-0.23,0.04,-0.32,-0.15
"mu3[970]",-0.23,-0.23,0.05,-0.33,-0.14
"mu3[971]",0.26,0.26,0.07,0.11,0.4
"mu3[972]",0.51,0.51,0.09,0.34,0.69
"mu3[973]",-0.08,-0.08,0.06,-0.18,0.03
"mu3[974]",-0.04,-0.04,0.06,-0.16,0.08
"mu3[975]",-0.24,-0.24,0.06,-0.36,-0.12
"mu3[976]",-0.12,-0.12,0.06,-0.25,0.01
"mu3[977]",-0.11,-0.11,0.06,-0.22,0.01
"mu3[978]",-0.14,-0.14,0.04,-0.23,-0.06
"mu3[979]",-0.37,-0.37,0.07,-0.51,-0.23
"mu3[980]",-0.41,-0.41,0.06,-0.53,-0.3
"mu3[981]",-0.11,-0.11,0.05,-0.21,-0.02
"mu3[982]",-0.23,-0.23,0.05,-0.33,-0.13
"mu3[983]",-0.16,-0.16,0.07,-0.3,-0.03
"mu3[984]",0.1,0.1,0.09,-0.07,0.27
"mu3[985]",0.16,0.16,0.09,-0.03,0.34
"mu3[986]",0.38,0.38,0.07,0.24,0.51
"mu3[987]",0.3,0.3,0.08,0.14,0.45
"mu3[988]",-0.03,-0.03,0.09,-0.22,0.14
"mu3[989]",0.22,0.22,0.1,0.02,0.42
"mu3[990]",-0.44,-0.43,0.06,-0.54,-0.33
"mu3[991]",-0.54,-0.54,0.08,-0.7,-0.38
"mu3[992]",0.08,0.08,0.09,-0.11,0.26
"mu3[993]",-0.31,-0.31,0.06,-0.42,-0.19
"mu3[994]",0.34,0.34,0.07,0.19,0.47
"mu3[995]",0.35,0.35,0.07,0.21,0.49
"mu3[996]",0.33,0.33,0.07,0.19,0.46
"mu3[997]",-0.4,-0.4,0.08,-0.57,-0.23
"mu3[998]",-0.56,-0.56,0.08,-0.71,-0.41
"mu3[999]",-0.48,-0.48,0.06,-0.59,-0.37
"mu3[1000]",-0.25,-0.25,0.04,-0.33,-0.17
"mu3[1001]",-0.19,-0.19,0.04,-0.27,-0.11
"mu3[1002]",-0.12,-0.12,0.06,-0.23,-0.01
"mu3[1003]",0.14,0.14,0.08,0,0.29
"mu3[1004]",-0.03,-0.03,0.09,-0.21,0.14
"mu3[1005]",-0.22,-0.22,0.04,-0.3,-0.14
"mu3[1006]",-0.23,-0.23,0.04,-0.31,-0.16
"mu3[1007]",-0.23,-0.23,0.04,-0.31,-0.15
"mu3[1008]",-0.18,-0.18,0.04,-0.26,-0.1
"mu3[1009]",-0.52,-0.52,0.07,-0.66,-0.37
"mu3[1010]",0.38,0.38,0.07,0.24,0.52
"mu3[1011]",-0.4,-0.4,0.05,-0.49,-0.31
"mu3[1012]",-0.19,-0.19,0.04,-0.27,-0.1
"mu3[1013]",0.37,0.37,0.07,0.23,0.5
"mu3[1014]",-0.21,-0.21,0.04,-0.29,-0.13
"mu3[1015]",0.48,0.48,0.08,0.32,0.64
"mu3[1016]",-0.19,-0.19,0.06,-0.32,-0.07
"mu3[1017]",-0.29,-0.29,0.08,-0.46,-0.13
"mu3[1018]",-0.2,-0.2,0.06,-0.31,-0.08
"mu3[1019]",-0.28,-0.28,0.08,-0.45,-0.11
"mu3[1020]",0.17,0.17,0.1,-0.02,0.36
"mu3[1021]",-0.27,-0.27,0.09,-0.45,-0.1
"mu3[1022]",-0.13,-0.13,0.06,-0.25,-0.01
"mu3[1023]",-0.22,-0.22,0.07,-0.37,-0.07
"mu3[1024]",-0.15,-0.15,0.07,-0.28,-0.02
"mu3[1025]",-0.41,-0.41,0.08,-0.57,-0.24
"mu3[1026]",-0.29,-0.29,0.07,-0.44,-0.14
"mu3[1027]",-0.15,-0.15,0.07,-0.29,-0.01
"mu3[1028]",-0.48,-0.48,0.08,-0.64,-0.32
"mu3[1029]",0.26,0.26,0.07,0.12,0.4
"mu3[1030]",-0.32,-0.33,0.04,-0.41,-0.23
"mu3[1031]",-0.28,-0.28,0.04,-0.36,-0.19
"mu3[1032]",-0.62,-0.62,0.08,-0.78,-0.47
"mu3[1033]",0.05,0.05,0.09,-0.13,0.23
"mu3[1034]",-0.31,-0.31,0.05,-0.4,-0.22
"mu3[1035]",-0.32,-0.32,0.05,-0.41,-0.22
"mu3[1036]",-0.4,-0.4,0.06,-0.53,-0.27
"mu3[1037]",-0.41,-0.41,0.07,-0.54,-0.27
"mu3[1038]",-0.44,-0.44,0.06,-0.56,-0.32
"mu3[1039]",-0.22,-0.22,0.05,-0.31,-0.13
"mu3[1040]",-0.55,-0.55,0.06,-0.67,-0.43
"mu3[1041]",-0.57,-0.57,0.07,-0.7,-0.44
"mu3[1042]",-0.18,-0.18,0.09,-0.36,0
"mu3[1043]",-0.24,-0.24,0.05,-0.32,-0.15
"mu3[1044]",-0.56,-0.56,0.06,-0.68,-0.44
"mu3[1045]",-0.34,-0.34,0.05,-0.43,-0.24
"mu3[1046]",-0.33,-0.33,0.05,-0.44,-0.23
"mu3[1047]",0.37,0.37,0.07,0.23,0.5
"mu3[1048]",0.4,0.4,0.07,0.27,0.53
"mu3[1049]",0.33,0.33,0.07,0.18,0.47
"mu3[1050]",0.15,0.15,0.09,-0.02,0.32
"mu3[1051]",0.17,0.17,0.08,0.01,0.32
"mu3[1052]",0.42,0.42,0.08,0.27,0.57
"mu3[1053]",0.32,0.32,0.08,0.17,0.47
"mu3[1054]",0.84,0.84,0.1,0.65,1.02
"mu3[1055]",0.4,0.4,0.07,0.26,0.55
"mu3[1056]",0.39,0.39,0.07,0.25,0.54
"mu3[1057]",0.17,0.17,0.07,0.02,0.31
"mu3[1058]",0.33,0.33,0.09,0.15,0.51
"mu3[1059]",0.59,0.6,0.1,0.4,0.78
"mu3[1060]",0.34,0.34,0.09,0.17,0.52
"mu3[1061]",0.22,0.22,0.07,0.08,0.37
"mu3[1062]",0.7,0.7,0.1,0.51,0.9
"mu3[1063]",0.11,0.11,0.07,-0.03,0.26
"mu3[1064]",0.33,0.33,0.07,0.18,0.47
"mu3[1065]",0.09,0.1,0.07,-0.05,0.24
"mu3[1066]",0.29,0.29,0.07,0.14,0.44
"mu3[1067]",0.37,0.36,0.08,0.22,0.51
"mu3[1068]",0.69,0.69,0.1,0.5,0.88
"mu3[1069]",0.67,0.67,0.1,0.48,0.87
"mu3[1070]",0.15,0.15,0.07,0,0.29
"mu3[1071]",0.33,0.33,0.07,0.19,0.47
"mu3[1072]",0.3,0.3,0.07,0.15,0.45
"mu3[1073]",0.4,0.39,0.08,0.25,0.54
"mu3[1074]",0.43,0.43,0.08,0.27,0.6
"mu3[1075]",0.22,0.22,0.09,0.04,0.4
"mu3[1076]",0.67,0.67,0.11,0.45,0.88
"mu3[1077]",0.86,0.87,0.1,0.67,1.06
"mu3[1078]",0.83,0.83,0.1,0.63,1.02
"mu3[1079]",0.33,0.32,0.08,0.17,0.49
"mu3[1080]",0.88,0.88,0.1,0.69,1.07
"mu3[1081]",0.72,0.72,0.1,0.52,0.92
"mu3[1082]",0.19,0.19,0.08,0.04,0.34
"mu3[1083]",0.85,0.86,0.1,0.65,1.05
"mu3[1084]",0.75,0.75,0.11,0.54,0.96
"mu3[1085]",1.13,1.13,0.11,0.92,1.33
"mu3[1086]",1.13,1.13,0.11,0.92,1.33
"mu3[1087]",0.29,0.29,0.08,0.13,0.45
"mu3[1088]",0.94,0.94,0.11,0.74,1.15
"mu3[1089]",0.3,0.3,0.09,0.14,0.47
"mu3[1090]",0.92,0.92,0.1,0.71,1.12
"mu3[1091]",0.37,0.37,0.07,0.23,0.51
"mu3[1092]",0.37,0.37,0.07,0.24,0.51
"mu3[1093]",0.08,0.08,0.08,-0.08,0.24
"mu3[1094]",0.38,0.37,0.07,0.24,0.51
"mu3[1095]",0.16,0.16,0.07,0.01,0.3
"mu3[1096]",0.82,0.82,0.09,0.64,1
"mu3[1097]",1.02,1.02,0.1,0.82,1.21
"mu3[1098]",0.14,0.14,0.07,-0.01,0.29
"mu3[1099]",1.05,1.05,0.1,0.86,1.24
"mu3[1100]",0.43,0.43,0.08,0.29,0.58
"mu3[1101]",0.43,0.43,0.08,0.28,0.57
"mu3[1102]",0.6,0.6,0.1,0.4,0.78
"mu3[1103]",0.42,0.42,0.08,0.28,0.57
"mu3[1104]",0.42,0.42,0.08,0.27,0.56
"mu3[1105]",0.39,0.39,0.07,0.26,0.53
"mu3[1106]",0.17,0.17,0.08,0.02,0.32
"mu3[1107]",0.18,0.18,0.08,0.02,0.34
"mu3[1108]",0.17,0.17,0.07,0.03,0.31
"mu3[1109]",0.74,0.75,0.1,0.55,0.94
"mu3[1110]",0.15,0.15,0.07,0.01,0.3
"mu3[1111]",0.45,0.45,0.1,0.24,0.65
"mu3[1112]",0.38,0.38,0.07,0.24,0.53
"mu3[1113]",0.43,0.43,0.08,0.29,0.58
"mu3[1114]",0.13,0.13,0.07,-0.02,0.28
"mu3[1115]",0.2,0.2,0.07,0.06,0.35
"mu3[1116]",0.29,0.29,0.08,0.14,0.45
"mu3[1117]",0.24,0.24,0.07,0.09,0.39
"mu3[1118]",0.18,0.17,0.08,0.02,0.33
"mu3[1119]",0.23,0.23,0.08,0.09,0.38
"mu3[1120]",0.37,0.37,0.08,0.21,0.53
"mu3[1121]",0.2,0.2,0.08,0.05,0.36
"mu3[1122]",0.61,0.61,0.1,0.41,0.79
"mu3[1123]",0.22,0.22,0.07,0.08,0.36
"mu3[1124]",0.12,0.12,0.07,-0.03,0.25
"mu3[1125]",0.16,0.16,0.07,0.02,0.29
"mu3[1126]",0.14,0.14,0.07,0,0.27
"mu3[1127]",0.13,0.13,0.07,-0.01,0.27
"mu3[1128]",0.08,0.08,0.07,-0.07,0.23
"mu3[1129]",0.46,0.46,0.09,0.28,0.64
"mu3[1130]",0.09,0.09,0.07,-0.06,0.23
"mu3[1131]",0.13,0.13,0.07,-0.01,0.27
"mu3[1132]",0.16,0.16,0.07,0.01,0.3
"mu3[1133]",0.13,0.13,0.07,-0.01,0.27
"mu3[1134]",0.08,0.08,0.07,-0.07,0.22
"mu3[1135]",0.3,0.3,0.07,0.16,0.44
"mu3[1136]",0.43,0.43,0.08,0.28,0.58
"mu3[1137]",0.1,0.1,0.07,-0.05,0.25
"mu3[1138]",0.34,0.34,0.07,0.2,0.47
"mu3[1139]",0.15,0.15,0.07,0.01,0.29
"mu3[1140]",0.07,0.07,0.08,-0.09,0.23
"mu3[1141]",0.39,0.39,0.07,0.26,0.53
"mu3[1142]",0.19,0.19,0.07,0.05,0.33
"mu3[1143]",-0.11,-0.11,0.09,-0.27,0.06
"mu3[1144]",0.13,0.14,0.07,0,0.28
"mu3[1145]",-0.14,-0.14,0.07,-0.28,-0.01
"mu3[1146]",-0.23,-0.23,0.06,-0.35,-0.11
"mu3[1147]",0.14,0.14,0.06,0.03,0.25
"mu3[1148]",0.13,0.13,0.05,0.02,0.24
"mu3[1149]",0.16,0.16,0.06,0.05,0.28
"mu3[1150]",0.1,0.1,0.05,0,0.2
"mu3[1151]",0.05,0.05,0.06,-0.06,0.16
"mu3[1152]",0.14,0.14,0.05,0.03,0.24
"mu3[1153]",-0.18,-0.18,0.06,-0.31,-0.06
"mu3[1154]",0.18,0.19,0.09,0,0.37
"mu3[1155]",0.14,0.14,0.06,0.02,0.25
"mu3[1156]",0.11,0.12,0.06,0,0.23
"mu3[1157]",0.04,0.04,0.04,-0.04,0.12
"mu3[1158]",-0.25,-0.25,0.06,-0.37,-0.12
"mu3[1159]",0.02,0.02,0.04,-0.07,0.1
"mu3[1160]",0.04,0.04,0.04,-0.04,0.11
"mu3[1161]",0.15,0.15,0.06,0.03,0.27
"mu3[1162]",0.11,0.11,0.05,0.01,0.21
"mu3[1163]",0.08,0.08,0.05,-0.01,0.18
"mu3[1164]",0.12,0.12,0.05,0.02,0.22
"mu3[1165]",0.06,0.06,0.05,-0.03,0.14
"mu3[1166]",0.15,0.16,0.06,0.04,0.27
"mu3[1167]",0.42,0.42,0.09,0.24,0.6
"mu3[1168]",-0.12,-0.12,0.05,-0.21,-0.03
"mu3[1169]",0.1,0.1,0.05,0.01,0.19
"mu3[1170]",0.03,0.03,0.04,-0.06,0.12
"mu3[1171]",0.04,0.04,0.04,-0.04,0.13
"mu3[1172]",0.11,0.11,0.05,0.01,0.21
"mu3[1173]",0.11,0.11,0.06,0,0.22
"mu3[1174]",0.08,0.08,0.05,-0.01,0.17
"mu3[1175]",0.09,0.09,0.06,-0.02,0.2
"mu3[1176]",-0.03,-0.03,0.04,-0.11,0.04
"mu3[1177]",-0.08,-0.08,0.05,-0.17,0.02
"mu3[1178]",0.02,0.02,0.04,-0.06,0.1
"mu3[1179]",-0.14,-0.14,0.05,-0.24,-0.05
"mu3[1180]",-0.05,-0.05,0.04,-0.13,0.03
"mu3[1181]",-0.03,-0.03,0.04,-0.11,0.05
"mu3[1182]",0.04,0.04,0.05,-0.05,0.13
"mu3[1183]",-0.16,-0.16,0.04,-0.25,-0.07
"mu3[1184]",-0.03,-0.03,0.04,-0.11,0.04
"mu3[1185]",0,0,0.04,-0.08,0.08
"mu3[1186]",0.01,0.01,0.04,-0.07,0.09
"mu3[1187]",0.27,0.27,0.1,0.08,0.45
"mu3[1188]",-0.32,-0.31,0.06,-0.44,-0.19
"mu3[1189]",-0.14,-0.14,0.05,-0.25,-0.04
"mu3[1190]",-0.16,-0.16,0.05,-0.27,-0.06
"mu3[1191]",-0.21,-0.21,0.04,-0.3,-0.13
"mu3[1192]",-0.07,-0.07,0.06,-0.18,0.04
"mu3[1193]",-0.02,-0.02,0.04,-0.11,0.06
"mu3[1194]",0.1,0.1,0.07,-0.03,0.22
"mu3[1195]",-0.33,-0.33,0.08,-0.48,-0.18
"mu3[1196]",-0.18,-0.18,0.04,-0.27,-0.1
"mu3[1197]",0.02,0.02,0.04,-0.06,0.1
"mu3[1198]",0.03,0.03,0.04,-0.04,0.11
"mu3[1199]",-0.04,-0.04,0.05,-0.13,0.05
"mu3[1200]",-0.02,-0.02,0.04,-0.1,0.06
"mu3[1201]",0.05,0.05,0.04,-0.04,0.13
"mu3[1202]",0.28,0.28,0.1,0.09,0.47
"mu3[1203]",-0.16,-0.16,0.04,-0.25,-0.08
"mu3[1204]",-0.16,-0.16,0.04,-0.24,-0.07
"mu3[1205]",-0.03,-0.03,0.04,-0.11,0.06
"mu3[1206]",0.03,0.03,0.04,-0.05,0.11
"mu3[1207]",0.07,0.07,0.05,-0.03,0.17
"mu3[1208]",-0.12,-0.12,0.05,-0.21,-0.03
"mu3[1209]",-0.08,-0.08,0.06,-0.21,0.04
"mu3[1210]",0.23,0.22,0.09,0.05,0.4
"mu3[1211]",-0.1,-0.1,0.06,-0.22,0.02
"mu3[1212]",0.25,0.25,0.07,0.11,0.4
"mu3[1213]",-0.06,-0.06,0.07,-0.2,0.09
"mu3[1214]",0.29,0.29,0.09,0.11,0.46
"mu3[1215]",0.14,0.14,0.05,0.04,0.24
"mu3[1216]",0.17,0.17,0.06,0.06,0.28
"mu3[1217]",0.31,0.31,0.09,0.12,0.48
"mu3[1218]",0.29,0.29,0.1,0.09,0.48
"mu3[1219]",-0.1,-0.1,0.05,-0.18,-0.01
"mu3[1220]",0.14,0.14,0.05,0.04,0.23
"mu3[1221]",0.15,0.15,0.05,0.04,0.25
"mu3[1222]",0.06,0.06,0.04,-0.03,0.14
"mu3[1223]",0.56,0.56,0.1,0.37,0.75
"mu3[1224]",0.25,0.25,0.07,0.1,0.39
"mu3[1225]",0.17,0.17,0.05,0.06,0.27
"mu3[1226]",0.26,0.27,0.08,0.12,0.41
"mu3[1227]",0.14,0.14,0.05,0.04,0.24
"mu3[1228]",0.16,0.16,0.05,0.06,0.27
"mu3[1229]",0.29,0.29,0.08,0.13,0.44
"mu3[1230]",0.22,0.22,0.06,0.1,0.33
"mu3[1231]",0.24,0.24,0.07,0.12,0.37
"mu3[1232]",0.07,0.07,0.05,-0.03,0.18
"mu3[1233]",0.04,0.04,0.05,-0.05,0.13
"mu3[1234]",0.02,0.02,0.05,-0.07,0.11
"mu3[1235]",0.05,0.05,0.05,-0.04,0.14
"mu3[1236]",0.03,0.03,0.05,-0.07,0.13
"mu3[1237]",-0.14,-0.14,0.05,-0.24,-0.04
"mu3[1238]",0.13,0.13,0.05,0.02,0.23
"mu3[1239]",0.12,0.12,0.05,0.03,0.21
"mu3[1240]",-0.13,-0.13,0.06,-0.24,-0.02
"mu3[1241]",-0.21,-0.21,0.05,-0.32,-0.11
"mu3[1242]",-0.14,-0.14,0.09,-0.31,0.03
"mu3[1243]",0.05,0.05,0.05,-0.04,0.13
"mu3[1244]",-0.15,-0.15,0.05,-0.25,-0.06
"mu3[1245]",0.04,0.04,0.05,-0.06,0.13
"mu3[1246]",-0.25,-0.25,0.06,-0.37,-0.13
"mu3[1247]",0.41,0.41,0.09,0.23,0.59
"mu3[1248]",0.05,0.05,0.05,-0.05,0.14
"mu3[1249]",0.03,0.03,0.05,-0.06,0.12
"mu3[1250]",0.11,0.11,0.06,-0.01,0.23
"mu3[1251]",0.02,0.02,0.04,-0.07,0.11
"mu3[1252]",0.27,0.27,0.09,0.09,0.44
"mu3[1253]",0.7,0.7,0.07,0.55,0.85
"mu3[1254]",0.07,0.07,0.04,-0.02,0.16
"mu3[1255]",-0.08,-0.08,0.06,-0.18,0.03
"mu3[1256]",-0.08,-0.08,0.07,-0.21,0.05
"mu3[1257]",-0.08,-0.08,0.05,-0.19,0.02
"mu3[1258]",-0.08,-0.08,0.06,-0.2,0.04
"mu3[1259]",0.31,0.31,0.1,0.13,0.5
"mu3[1260]",-0.15,-0.15,0.05,-0.26,-0.05
"mu3[1261]",0.09,0.09,0.1,-0.09,0.27
"mu3[1262]",-0.23,-0.23,0.06,-0.34,-0.12
"mu3[1263]",-0.16,-0.16,0.05,-0.27,-0.06
"mu3[1264]",-0.01,-0.01,0.06,-0.12,0.09
"mu3[1265]",-0.07,-0.07,0.07,-0.2,0.06
"mu3[1266]",0.52,0.52,0.08,0.36,0.68
"mu3[1267]",-0.2,-0.2,0.06,-0.31,-0.08
"mu3[1268]",0.45,0.45,0.08,0.29,0.6
"mu3[1269]",0.07,0.07,0.05,-0.03,0.17
"mu3[1270]",-0.17,-0.17,0.06,-0.29,-0.04
"mu3[1271]",-0.08,-0.08,0.06,-0.2,0.04
"mu3[1272]",-0.09,-0.09,0.06,-0.21,0.02
"mu3[1273]",0.38,0.38,0.09,0.2,0.55
"mu3[1274]",-0.11,-0.11,0.06,-0.22,0
"mu3[1275]",0.11,0.11,0.06,-0.01,0.23
"mu3[1276]",-0.14,-0.13,0.06,-0.25,-0.03
"mu3[1277]",0.09,0.09,0.06,-0.02,0.2
"mu3[1278]",0.01,0.01,0.05,-0.09,0.11
"mu3[1279]",-0.06,-0.06,0.07,-0.19,0.07
"mu3[1280]",-0.04,-0.04,0.06,-0.16,0.08
"mu3[1281]",-0.21,-0.21,0.05,-0.31,-0.1
"mu3[1282]",0.31,0.31,0.09,0.15,0.49
"mu3[1283]",0.05,0.05,0.05,-0.05,0.16
"mu3[1284]",-0.01,-0.01,0.04,-0.09,0.08
"mu3[1285]",0.17,0.17,0.08,0.01,0.34
"mu3[1286]",-0.01,-0.01,0.04,-0.1,0.08
"mu3[1287]",0,0,0.04,-0.09,0.09
"mu3[1288]",-0.22,-0.22,0.05,-0.32,-0.12
"mu3[1289]",0.29,0.29,0.09,0.12,0.46
"mu3[1290]",0.43,0.43,0.07,0.28,0.57
"mu3[1291]",0.01,0.01,0.04,-0.08,0.09
"mu3[1292]",-0.23,-0.23,0.05,-0.33,-0.12
"mu3[1293]",0,0,0.04,-0.09,0.08
"mu3[1294]",-0.04,-0.04,0.05,-0.13,0.06
"mu3[1295]",-0.23,-0.23,0.05,-0.33,-0.12
"mu3[1296]",0.3,0.3,0.09,0.12,0.47
"mu3[1297]",-0.05,-0.05,0.05,-0.16,0.05
"mu3[1298]",0.36,0.36,0.08,0.2,0.52
"mu3[1299]",-0.24,-0.24,0.06,-0.35,-0.13
"mu3[1300]",0.29,0.29,0.09,0.11,0.46
"mu3[1301]",0.42,0.42,0.08,0.27,0.57
"mu3[1302]",0.01,0.01,0.04,-0.08,0.09
"mu3[1303]",-0.24,-0.24,0.06,-0.35,-0.13
"mu3[1304]",-0.03,-0.03,0.05,-0.13,0.06
"mu3[1305]",-0.02,-0.02,0.05,-0.11,0.07
"mu3[1306]",-0.23,-0.23,0.05,-0.34,-0.13
"mu3[1307]",-0.23,-0.23,0.05,-0.34,-0.13
"mu3[1308]",-0.17,-0.17,0.05,-0.26,-0.08
"mu3[1309]",-0.06,-0.06,0.07,-0.21,0.08
"mu3[1310]",-0.19,-0.19,0.05,-0.3,-0.08
"mu3[1311]",-0.21,-0.21,0.06,-0.33,-0.09
"mu3[1312]",-0.22,-0.22,0.06,-0.34,-0.09
"mu3[1313]",-0.22,-0.22,0.07,-0.35,-0.09
"mu3[1314]",0.19,0.19,0.08,0.02,0.35
"mu3[1315]",0.03,0.03,0.05,-0.06,0.13
"mu3[1316]",-0.18,-0.18,0.06,-0.3,-0.07
"mu3[1317]",0.07,0.07,0.04,-0.02,0.16
"mu3[1318]",0.4,0.4,0.09,0.22,0.57
"mu3[1319]",-0.22,-0.22,0.07,-0.37,-0.08
"mu3[1320]",0.35,0.35,0.09,0.17,0.53
"mu3[1321]",0.18,0.18,0.06,0.07,0.29
"mu3[1322]",-0.08,-0.08,0.05,-0.17,0.02
"mu3[1323]",-0.21,-0.21,0.07,-0.36,-0.07
"mu3[1324]",0.04,0.04,0.06,-0.06,0.15
"mu3[1325]",-0.21,-0.21,0.07,-0.34,-0.08
"mu3[1326]",0.62,0.62,0.07,0.48,0.77
"mu3[1327]",-0.01,-0.01,0.05,-0.1,0.08
"mu3[1328]",0.05,0.05,0.04,-0.03,0.14
"mu3[1329]",-0.22,-0.22,0.05,-0.33,-0.12
"mu3[1330]",0.04,0.04,0.04,-0.04,0.12
"mu3[1331]",0.01,0.01,0.04,-0.08,0.09
"mu3[1332]",0.03,0.03,0.04,-0.05,0.11
"mu3[1333]",-0.17,-0.17,0.05,-0.26,-0.08
"mu3[1334]",0.19,0.19,0.08,0.03,0.35
"mu3[1335]",0.08,0.09,0.04,0,0.17
"mu3[1336]",-0.18,-0.18,0.05,-0.28,-0.08
"mu3[1337]",0.07,0.07,0.04,-0.01,0.16
"mu3[1338]",0.13,0.13,0.09,-0.04,0.3
"mu3[1339]",-0.02,-0.02,0.05,-0.13,0.08
"mu3[1340]",-0.03,-0.03,0.06,-0.13,0.08
"mu3[1341]",-0.18,-0.18,0.05,-0.28,-0.08
"mu3[1342]",-0.14,-0.14,0.04,-0.23,-0.05
"mu3[1343]",-0.17,-0.17,0.05,-0.26,-0.08
"mu3[1344]",-0.21,-0.21,0.06,-0.32,-0.09
"mu3[1345]",0.06,0.06,0.04,-0.03,0.14
"mu3[1346]",0.13,0.13,0.09,-0.03,0.3
"mu3[1347]",-0.07,-0.07,0.06,-0.18,0.05
"mu3[1348]",0.39,0.39,0.09,0.2,0.57
"mu3[1349]",0.25,0.24,0.1,0.06,0.43
"mu3[1350]",-0.04,-0.04,0.05,-0.14,0.06
"mu3[1351]",0.1,0.09,0.09,-0.07,0.27
"mu3[1352]",-0.29,-0.29,0.07,-0.43,-0.15
"mu3[1353]",0.06,0.06,0.09,-0.12,0.24
"mu3[1354]",0.05,0.05,0.05,-0.05,0.14
"mu3[1355]",-0.26,-0.26,0.06,-0.38,-0.14
"mu3[1356]",0.07,0.07,0.06,-0.03,0.18
"mu3[1357]",-0.24,-0.24,0.06,-0.35,-0.13
"mu3[1358]",-0.18,-0.18,0.05,-0.28,-0.08
"mu3[1359]",0.03,0.03,0.05,-0.07,0.12
"mu3[1360]",-0.21,-0.21,0.05,-0.31,-0.11
"mu3[1361]",-0.09,-0.09,0.05,-0.18,0
"mu3[1362]",-0.16,-0.15,0.05,-0.25,-0.06
"mu3[1363]",-0.33,-0.33,0.05,-0.42,-0.23
"mu3[1364]",-0.34,-0.34,0.05,-0.44,-0.23
"mu3[1365]",-0.08,-0.08,0.05,-0.17,0
"mu3[1366]",-0.3,-0.3,0.05,-0.4,-0.2
"mu3[1367]",0.04,0.04,0.09,-0.14,0.21
"mu3[1368]",-0.14,-0.14,0.06,-0.26,-0.04
"mu3[1369]",-0.13,-0.13,0.06,-0.24,-0.03
"mu3[1370]",-0.29,-0.29,0.06,-0.4,-0.19
"mu3[1371]",-0.46,-0.46,0.06,-0.58,-0.35
"mu3[1372]",-0.21,-0.21,0.04,-0.28,-0.14
"mu3[1373]",-0.28,-0.28,0.06,-0.39,-0.17
"mu3[1374]",-0.31,-0.31,0.07,-0.45,-0.18
