"","Mean","Median","St.Dev.","95%CI_low","95%CI_upp"
"eta1[468]",-0.41,-0.41,0.41,-1.19,0.4
"eta1[469]",-2.8,-2.8,0.31,-3.43,-2.24
"eta1[470]",-2.35,-2.34,0.55,-3.43,-1.31
"eta1[471]",-1.76,-1.75,0.35,-2.49,-1.14
"eta1[472]",-3.29,-3.28,0.87,-5.03,-1.68
"eta1[473]",0.81,0.8,0.21,0.42,1.26
"eta1[474]",0.42,0.39,0.51,-0.54,1.51
"eta1[475]",-0.32,-0.34,0.29,-0.84,0.31
"eta1[476]",0.04,0.03,0.36,-0.65,0.81
"eta1[477]",-0.1,-0.12,0.69,-1.36,1.32
"eta1[478]",-1.01,-1.06,0.8,-2.51,0.7
"eta1[479]",1.26,1.27,0.93,-0.55,3.08
"eta1[480]",-1.5,-1.49,0.44,-2.39,-0.65
"eta1[481]",-5.28,-5.18,1.26,-7.98,-3.03
"eta1[482]",0.75,0.72,0.67,-0.51,2.2
"eta1[483]",-1.99,-1.99,0.26,-2.5,-1.51
"eta1[484]",-0.87,-0.89,0.88,-2.59,0.91
"eta1[485]",-2.18,-2.19,0.7,-3.47,-0.74
"eta1[486]",-1.52,-1.52,0.47,-2.44,-0.57
"eta1[487]",0.16,0.16,0.46,-0.74,1.09
"eta1[488]",0.16,0.16,0.21,-0.24,0.59
"eta1[489]",-2.53,-2.5,0.79,-4.24,-1.02
"eta1[490]",-2.2,-2.21,0.53,-3.24,-1.16
"eta1[491]",-1.87,-1.91,0.44,-2.65,-0.91
"eta1[492]",-1.38,-1.4,0.68,-2.6,0.01
"eta1[493]",-3.96,-3.9,0.77,-5.64,-2.59
"eta1[494]",0.43,0.41,0.28,-0.07,1.02
"eta1[495]",-0.15,-0.17,0.42,-0.93,0.76
"eta1[496]",-3.19,-3.16,0.68,-4.57,-1.97
"eta1[497]",-4.38,-4.3,1.31,-7.15,-1.94
"eta1[498]",-3.62,-3.56,0.7,-5.11,-2.37
"eta1[499]",-1.73,-1.69,0.46,-2.72,-0.89
"eta1[500]",-1.77,-1.74,0.68,-3.21,-0.58
"eta1[501]",-1.8,-1.79,0.45,-2.67,-0.95
"eta1[502]",-3.8,-3.71,1.27,-6.53,-1.51
"eta1[503]",-2.2,-2.15,0.58,-3.45,-1.14
"eta1[504]",-1.96,-1.89,1.11,-4.36,0.12
"eta1[505]",-3.44,-3.35,1.1,-5.77,-1.46
"eta1[506]",-4.33,-4.22,1.28,-7.11,-2.07
"eta1[507]",-3.9,-3.84,0.68,-5.34,-2.66
"eta1[508]",0.83,0.82,0.41,0.04,1.66
"eta1[509]",-2.28,-2.23,0.85,-4.12,-0.68
"eta1[510]",-2.66,-2.58,0.95,-4.69,-0.93
"eta1[511]",-5.43,-5.33,1.58,-8.81,-2.6
"eta1[512]",-3.26,-3.19,1.23,-5.89,-0.96
"eta1[513]",-2.46,-2.46,1.37,-5.18,0.13
"eta1[514]",-1.54,-1.52,0.48,-2.57,-0.64
"eta1[515]",-3.52,-3.45,0.84,-5.36,-2.02
"eta1[516]",-0.94,-0.94,0.23,-1.41,-0.49
"eta1[517]",-0.99,-0.98,0.16,-1.33,-0.71
"eta1[518]",-3.35,-3.3,0.8,-5.06,-1.89
"eta1[519]",-1.96,-1.94,0.27,-2.53,-1.46
"eta1[520]",-3.91,-3.85,0.7,-5.39,-2.63
"eta1[521]",-1.53,-1.49,0.47,-2.55,-0.64
"eta1[522]",-2.01,-1.97,1.22,-4.65,0.31
"eta1[523]",-0.62,-0.63,0.67,-1.94,0.66
"eta1[524]",-2.89,-2.82,0.74,-4.47,-1.55
"eta1[525]",-0.14,-0.15,0.37,-0.88,0.55
"eta1[526]",-0.17,-0.19,0.28,-0.67,0.42
"eta1[527]",-0.37,-0.38,0.24,-0.85,0.1
"eta1[528]",-0.19,-0.19,0.16,-0.51,0.1
"eta1[529]",-1.92,-1.91,0.4,-2.74,-1.19
"eta1[530]",-1.51,-1.48,0.46,-2.49,-0.64
"eta1[531]",-2.11,-2.09,0.31,-2.78,-1.56
"eta1[532]",1,0.98,0.83,-0.6,2.71
"eta1[533]",0.61,0.62,0.26,0.1,1.1
"eta1[534]",-1.56,-1.51,0.64,-2.93,-0.43
"eta1[535]",0.3,0.31,0.39,-0.49,1.05
"eta1[536]",-2.52,-2.48,0.59,-3.77,-1.41
"eta1[537]",-3.36,-3.26,1.22,-6,-1.17
"eta1[538]",0.45,0.42,0.32,-0.14,1.13
"eta1[539]",-2.04,-2.02,0.41,-2.94,-1.3
"eta1[540]",-1.58,-1.56,0.65,-2.94,-0.43
"eta1[541]",-4.12,-4.03,1.07,-6.41,-2.2
"eta1[542]",2.59,2.58,0.33,1.97,3.24
"eta1[543]",-2.03,-2.02,0.5,-3.12,-1.09
"eta1[544]",-3.05,-2.99,0.64,-4.44,-1.91
"eta1[545]",-1.79,-1.74,0.65,-3.2,-0.61
"eta1[546]",-2.93,-2.89,0.51,-4.02,-2
"eta1[547]",-5.25,-5.22,0.37,-6.02,-4.6
"eta1[548]",0.54,0.49,0.89,-1.13,2.44
"eta1[549]",0.22,0.22,0.04,0.13,0.3
"eta1[550]",-1.02,-1.02,0.52,-2.02,0
"eta1[551]",1.16,1.12,0.53,0.23,2.31
"eta1[552]",0.49,0.48,0.24,0.03,0.96
"eta1[553]",-0.98,-0.96,0.44,-1.88,-0.2
"eta1[554]",0.96,0.97,0.4,0.14,1.74
"eta1[555]",-2.15,-2.17,0.9,-3.89,-0.3
"eta1[556]",0.87,0.85,0.85,-0.76,2.64
"eta1[557]",1.51,1.5,0.28,0.99,2.08
"eta1[558]",-0.1,-0.06,0.45,-1.09,0.71
"eta1[559]",-1.3,-1.27,0.4,-2.16,-0.57
"eta1[560]",0.11,0.09,0.19,-0.24,0.52
"eta1[561]",0.64,0.63,0.55,-0.36,1.75
"eta1[562]",0.25,0.27,0.33,-0.47,0.83
"eta1[563]",0.84,0.81,0.47,-0.05,1.85
"eta1[564]",-0.29,-0.3,0.24,-0.71,0.21
"eta1[565]",-1.54,-1.5,0.51,-2.64,-0.65
"eta1[566]",-1.15,-1.15,0.2,-1.54,-0.77
"eta1[567]",3.01,2.94,0.8,1.58,4.72
"eta1[568]",0.91,0.9,0.48,0.01,1.96
"eta1[569]",-1.99,-1.91,0.96,-4.06,-0.26
"eta1[570]",0.99,0.98,0.59,-0.16,2.19
"eta1[571]",2.43,2.41,1.23,0.07,5.01
"eta1[572]",5.14,5.04,1.23,2.91,7.74
"eta1[573]",-1.88,-1.86,0.9,-3.64,-0.17
"eta1[574]",-0.5,-0.49,0.43,-1.34,0.3
"eta1[575]",-1.97,-1.94,0.44,-2.91,-1.2
"eta1[576]",-2.01,-2.03,0.5,-2.97,-0.97
"eta1[577]",1.74,1.72,0.27,1.26,2.31
"eta1[578]",0.15,0.15,0.32,-0.46,0.8
"eta1[579]",2.47,2.43,0.65,1.24,3.87
"eta1[580]",-1.16,-1.14,0.6,-2.4,-0.1
"eta1[581]",-1.37,-1.36,0.56,-2.53,-0.34
"eta1[582]",-0.94,-0.95,0.46,-1.85,-0.05
"eta1[583]",0.61,0.61,0.11,0.4,0.83
"eta1[584]",-0.96,-0.91,0.73,-2.51,0.34
"eta1[585]",-0.5,-0.49,0.22,-0.93,-0.07
"eta1[586]",-1.77,-1.77,1.21,-4.19,0.53
"eta1[587]",1.47,1.47,0.61,0.31,2.66
"eta1[588]",-2.97,-2.91,0.92,-4.95,-1.33
"eta1[589]",-0.96,-0.97,0.33,-1.62,-0.28
"eta1[590]",1.11,1.1,0.49,0.18,2.15
"eta1[591]",-2.43,-2.38,0.54,-3.58,-1.47
"eta1[592]",-1.59,-1.61,0.93,-3.42,0.26
"eta1[593]",-1.04,-1.02,0.34,-1.78,-0.4
"eta1[594]",-1.08,-1.04,0.62,-2.43,0.09
"eta1[595]",2.15,2.11,0.71,0.82,3.67
"eta1[596]",2.86,2.81,0.71,1.53,4.38
"eta1[597]",-0.32,-0.31,0.84,-1.95,1.24
"eta1[598]",0.59,0.59,0.19,0.22,0.98
"eta1[599]",-0.84,-0.83,0.49,-1.78,0.07
"eta1[600]",-0.22,-0.2,1.35,-2.89,2.43
"eta1[601]",-0.28,-0.28,0.2,-0.71,0.09
"eta1[602]",0.94,0.94,0.6,-0.23,2.15
"eta1[603]",-0.89,-0.91,0.63,-2.14,0.37
"eta1[604]",-1.35,-1.36,0.34,-2,-0.66
"eta1[605]",-1.78,-1.79,0.41,-2.56,-0.89
"eta1[606]",1.18,1.16,0.35,0.53,1.92
"eta1[607]",-2.25,-2.25,1.4,-5.06,0.39
"eta1[608]",-0.1,-0.1,0.85,-1.79,1.52
"eta1[609]",0.6,0.59,0.36,-0.1,1.33
"eta1[610]",-0.25,-0.24,0.2,-0.68,0.11
"eta1[611]",-0.2,-0.23,0.89,-1.85,1.71
"eta1[612]",-0.42,-0.43,0.31,-1.03,0.22
"eta1[613]",-1.58,-1.59,0.22,-2,-1.14
"eta1[614]",0.05,0.06,0.14,-0.23,0.33
"eta1[615]",1.05,1.03,0.33,0.46,1.76
"eta1[616]",-2.94,-2.88,0.86,-4.77,-1.34
"eta1[617]",-1.86,-1.8,0.78,-3.55,-0.48
"eta1[618]",-1.65,-1.63,0.91,-3.43,0.07
"eta1[619]",-1.23,-1.24,0.33,-1.89,-0.6
"eta1[620]",1.16,1.13,0.56,0.11,2.35
"eta1[621]",1.71,1.68,0.81,0.16,3.4
"eta1[622]",-2.13,-2.1,0.52,-3.25,-1.2
"eta1[623]",0.23,0.2,0.82,-1.31,2.01
"eta1[624]",0.75,0.76,0.69,-0.63,2.06
"eta1[625]",0.48,0.47,0.72,-0.91,1.9
"eta1[626]",-0.12,-0.14,0.75,-1.58,1.42
"eta1[627]",0.52,0.53,0.19,0.1,0.86
"eta1[628]",1.17,1.15,0.19,0.82,1.59
"eta1[629]",-0.84,-0.82,0.3,-1.48,-0.28
"eta1[630]",-1.64,-1.63,0.22,-2.08,-1.25
"eta1[631]",0.15,0.12,1.47,-2.76,3.09
"eta1[632]",-4.33,-4.24,1.11,-6.69,-2.34
"eta1[633]",0.16,0.17,0.47,-0.77,1.03
"eta1[634]",-2.96,-2.92,0.52,-4.07,-1.98
"eta1[635]",-0.29,-0.24,0.57,-1.51,0.74
"eta1[636]",-3.34,-3.29,0.81,-5.06,-1.82
"eta1[637]",-0.51,-0.52,1.1,-2.68,1.65
"eta1[638]",0.66,0.68,0.18,0.27,0.98
"eta1[639]",-0.63,-0.6,0.35,-1.36,-0.01
"eta1[640]",1.29,1.25,0.54,0.31,2.45
"eta1[641]",-0.31,-0.3,0.87,-2.08,1.28
"eta1[642]",-0.37,-0.38,0.28,-0.91,0.19
"eta1[643]",-0.88,-0.87,0.21,-1.32,-0.49
"eta1[644]",-3.04,-2.97,0.9,-4.98,-1.44
"eta1[645]",1.92,1.86,0.93,0.17,3.9
"eta1[646]",3.91,3.84,0.93,2.17,5.9
"eta1[647]",0.13,0.1,0.45,-0.71,1.11
"eta1[648]",-0.47,-0.48,0.04,-0.54,-0.4
"eta1[649]",0.38,0.37,0.75,-1.11,1.86
"eta1[650]",1.38,1.36,0.42,0.55,2.24
"eta1[651]",-0.24,-0.26,0.87,-1.93,1.53
"eta1[652]",-3.38,-3.36,0.85,-5.13,-1.86
"eta1[653]",-1.46,-1.46,1.39,-4.23,1.2
"eta1[654]",-1.92,-1.89,0.54,-3.07,-0.95
"eta1[655]",-0.98,-0.98,0.41,-1.81,-0.21
"eta1[656]",-0.62,-0.63,0.6,-1.81,0.58
"eta1[657]",-1.7,-1.65,0.66,-3.14,-0.51
"eta1[658]",-3.56,-3.46,1.28,-6.28,-1.24
"eta1[659]",1.17,1.16,0.7,-0.15,2.55
"eta1[660]",-1.23,-1.19,0.69,-2.7,-0.01
"eta1[661]",-1.91,-1.89,0.76,-3.41,-0.5
"eta1[662]",0.15,0.14,0.14,-0.12,0.44
"eta1[663]",-5.02,-4.91,1.16,-7.49,-2.92
"eta1[664]",-1.13,-1.13,0.61,-2.38,-0.02
"eta1[665]",0.06,0.02,0.46,-0.78,1.06
"eta1[666]",2.54,2.52,0.79,1.02,4.18
"eta1[667]",-0.98,-0.97,0.43,-1.82,-0.15
"eta1[668]",1.78,1.76,0.17,1.48,2.14
"eta1[669]",0.61,0.57,0.52,-0.3,1.73
"eta1[670]",-2.01,-2.02,0.28,-2.56,-1.44
"eta1[671]",-3.35,-3.3,0.78,-5.02,-1.9
"eta1[672]",-2.53,-2.48,0.59,-3.8,-1.47
"eta1[673]",-2.48,-2.46,0.36,-3.25,-1.8
"eta1[674]",-0.96,-0.96,0.23,-1.41,-0.52
"eta1[675]",-1.1,-1.1,0.09,-1.28,-0.91
"eta1[676]",1.23,1.23,0.34,0.6,1.89
"eta1[677]",-1.18,-1.15,0.67,-2.59,-0.01
"eta1[678]",1.56,1.52,1.07,-0.45,3.85
"eta1[679]",-4.06,-4,0.82,-5.81,-2.6
"eta1[680]",-0.17,-0.18,0.69,-1.48,1.2
"eta1[681]",-0.06,-0.05,0.15,-0.39,0.21
"eta1[682]",2.06,1.98,1.3,-0.39,4.84
"eta1[683]",-0.56,-0.56,0.33,-1.2,0.11
"eta1[684]",0.32,0.3,1.05,-1.63,2.37
"eta1[685]",-2.75,-2.74,0.51,-3.8,-1.82
"eta1[686]",-2.22,-2.2,1.16,-4.57,-0.08
"eta1[687]",-3.57,-3.49,0.88,-5.48,-2
"eta1[688]",4.13,4.09,0.49,3.26,5.18
"eta1[689]",-0.93,-0.9,0.48,-1.96,-0.05
"eta1[690]",-0.87,-0.87,0.47,-1.81,0.04
"eta1[691]",-1.47,-1.46,0.94,-3.38,0.25
"eta1[692]",-6.35,-6.32,0.39,-7.19,-5.64
"eta1[693]",0.39,0.4,0.47,-0.58,1.21
"eta1[694]",-2.92,-2.91,1.15,-5.25,-0.78
"eta1[695]",-2.73,-2.71,0.37,-3.53,-2.04
"eta1[696]",-0.84,-0.83,0.54,-1.9,0.21
"eta1[697]",-1.26,-1.28,0.63,-2.49,0.03
"eta1[698]",-1.3,-1.3,0.15,-1.59,-1.03
"eta1[699]",-1.03,-1.02,0.12,-1.27,-0.79
"eta1[700]",1.16,1.14,0.27,0.67,1.75
"eta1[701]",-1.23,-1.21,0.36,-2.01,-0.54
"eta1[702]",0.1,0.09,0.62,-1.12,1.33
"eta1[703]",-1.28,-1.28,0.48,-2.23,-0.39
"eta1[704]",-0.46,-0.46,0.08,-0.62,-0.29
"eta1[705]",-2.72,-2.65,0.87,-4.62,-1.18
"eta1[706]",-1.1,-1.09,0.75,-2.61,0.33
"eta1[707]",-1.56,-1.56,0.48,-2.55,-0.69
"eta1[708]",-2.16,-2.1,0.72,-3.71,-0.86
"eta1[709]",-4.18,-4.16,0.89,-6,-2.57
"eta1[710]",-4.13,-4.09,1.15,-6.53,-2.1
"eta1[711]",-4.12,-4.05,0.92,-6.1,-2.48
"eta1[712]",-2.52,-2.49,0.38,-3.35,-1.84
"eta1[713]",0.23,0.23,0.48,-0.72,1.15
"eta1[714]",-1.64,-1.63,0.69,-3.07,-0.32
"eta1[715]",3.03,2.95,0.82,1.58,4.8
"eta1[716]",0.3,0.28,0.74,-1.16,1.78
"eta1[717]",-1.66,-1.66,0.7,-3.11,-0.37
"eta1[718]",-0.68,-0.67,0.27,-1.19,-0.18
"eta1[719]",1.11,1.1,0.28,0.59,1.67
"eta1[720]",-1.13,-1.14,0.94,-3,0.65
"eta1[721]",-2.91,-2.9,0.96,-4.87,-1.14
"eta1[722]",-1.72,-1.7,0.53,-2.83,-0.78
"eta1[723]",-2.39,-2.3,1,-4.57,-0.6
"eta1[724]",-0.98,-0.96,0.71,-2.46,0.29
"eta1[725]",-0.86,-0.86,0.32,-1.49,-0.22
"eta1[726]",1.11,1.1,0.7,-0.23,2.55
"eta1[727]",1.84,1.79,0.51,0.93,2.94
"eta1[728]",-2.21,-2.18,0.56,-3.43,-1.18
"eta1[729]",0.55,0.55,0.61,-0.61,1.75
"eta1[730]",-0.08,-0.1,0.79,-1.64,1.49
"eta1[731]",0.37,0.36,0.35,-0.31,1.09
"eta1[732]",-2.78,-2.75,0.47,-3.8,-1.94
"eta1[733]",-1.22,-1.21,0.29,-1.82,-0.7
"eta1[734]",1.82,1.78,0.59,0.76,3.1
"eta1[735]",-2.03,-1.97,0.67,-3.5,-0.83
"eta1[736]",2.44,2.4,0.59,1.34,3.69
"eta1[737]",0.67,0.62,0.9,-1.02,2.58
"eta1[738]",-1.04,-1.04,0.56,-2.15,0.01
"eta1[739]",-0.14,-0.16,0.9,-1.86,1.71
"eta1[740]",-0.03,-0.05,0.21,-0.42,0.42
"eta1[741]",-0.54,-0.52,0.3,-1.2,0.01
"eta1[742]",-1.25,-1.24,0.83,-2.95,0.29
"eta1[743]",-3.24,-3.23,0.68,-4.62,-2.01
"eta1[744]",0.93,0.89,0.76,-0.41,2.53
"eta1[745]",0.64,0.67,0.8,-0.97,2.2
"eta1[746]",-0.39,-0.39,0.15,-0.67,-0.1
"eta1[747]",1.29,1.28,0.4,0.52,2.08
"eta1[748]",-1.82,-1.77,0.65,-3.23,-0.67
"eta1[749]",1.02,1.01,1.19,-1.28,3.4
"eta1[750]",-0.46,-0.47,0.35,-1.14,0.24
"eta1[751]",-2.59,-2.55,0.95,-4.53,-0.88
"eta1[752]",-1.47,-1.47,0.46,-2.39,-0.6
"eta1[753]",2.41,2.41,0.61,1.26,3.62
"eta1[754]",-0.5,-0.51,0.34,-1.14,0.24
"eta1[755]",-0.85,-0.87,0.9,-2.63,0.95
"eta1[756]",0.26,0.25,0.42,-0.55,1.1
"eta1[757]",-1.11,-1.11,0.97,-3.02,0.76
"eta1[758]",1.25,1.23,0.48,0.32,2.23
"eta1[759]",0.48,0.48,0.28,-0.1,0.97
"eta1[760]",-1.1,-1.11,0.75,-2.6,0.34
"eta1[761]",-0.85,-0.85,0.21,-1.29,-0.46
"eta1[762]",-2.23,-2.22,0.22,-2.72,-1.84
"eta1[763]",1.7,1.68,0.92,-0.09,3.56
"eta1[764]",2.55,2.52,0.62,1.47,3.84
"eta1[765]",-1.64,-1.6,0.63,-2.96,-0.53
"eta1[766]",1.27,1.24,0.5,0.36,2.35
"eta1[767]",-1.13,-1.13,0.52,-2.16,-0.12
"eta1[768]",3.98,3.93,0.86,2.46,5.81
"eta1[769]",1.51,1.49,0.66,0.22,2.87
"eta1[770]",-1.04,-1.13,1.14,-3.05,1.43
"eta1[771]",-0.01,-0.01,0.15,-0.29,0.31
"eta1[772]",0.02,-0.01,0.52,-0.92,1.14
"eta1[773]",-0.5,-0.46,0.55,-1.69,0.49
"eta1[774]",0.2,0.19,0.16,-0.09,0.55
"eta1[775]",1.89,1.86,0.91,0.14,3.79
"eta1[776]",-0.14,-0.13,0.51,-1.16,0.81
"eta1[777]",0.2,0.18,0.59,-0.93,1.42
"eta1[778]",1.86,1.85,0.24,1.43,2.36
"eta1[779]",-2.38,-2.37,0.57,-3.52,-1.33
"eta1[780]",-1.05,-1.05,0.24,-1.53,-0.6
"eta1[781]",1.78,1.77,0.16,1.48,2.11
"eta1[782]",-0.98,-0.96,0.91,-2.83,0.75
"eta1[783]",0.06,0.04,0.69,-1.29,1.47
"eta1[784]",0.41,0.38,0.29,-0.11,1.04
"eta1[785]",0.65,0.61,0.47,-0.22,1.65
"eta1[786]",-2.35,-2.35,1.57,-5.44,0.67
"eta1[787]",-1.43,-1.42,0.65,-2.73,-0.23
"eta1[788]",-2.89,-2.85,0.61,-4.21,-1.8
"eta1[789]",2.93,2.9,0.94,1.11,4.86
"eta1[790]",1.19,1.18,0.85,-0.47,2.9
"eta1[791]",-1.13,-1.13,0.15,-1.44,-0.83
"eta1[792]",-3.04,-2.99,1.05,-5.31,-1.06
"eta1[793]",-2.06,-2.02,0.53,-3.18,-1.06
"eta1[794]",0.24,0.29,0.58,-1,1.27
"eta1[795]",0.63,0.61,0.65,-0.63,1.94
"eta1[796]",0.33,0.31,0.6,-0.8,1.62
"eta1[797]",-0.61,-0.61,0.26,-1.11,-0.08
"eta1[798]",0.13,0.06,0.77,-1.24,1.8
"eta1[799]",-0.2,-0.21,0.51,-1.21,0.8
"eta1[800]",0.81,0.79,0.34,0.18,1.53
"eta1[801]",-2.98,-2.94,0.49,-4.04,-2.11
"eta1[802]",0.22,0.23,0.35,-0.52,0.9
"eta1[803]",-1.69,-1.66,0.6,-2.94,-0.64
"eta1[804]",-0.04,-0.04,0.38,-0.78,0.73
"eta1[805]",-1.62,-1.56,0.78,-3.28,-0.22
"eta1[806]",-2.96,-2.89,1.17,-5.48,-0.79
"eta1[807]",0.96,0.94,0.35,0.32,1.72
"eta1[808]",-2.1,-2.1,0.86,-3.79,-0.44
"eta1[809]",0.36,0.36,0.78,-1.18,1.85
"eta1[810]",3.03,2.95,1.18,0.84,5.54
"eta1[811]",-2.65,-2.63,0.98,-4.67,-0.88
"eta1[812]",0.52,0.52,0.24,0.06,0.99
"eta1[813]",-3.77,-3.73,0.64,-5.14,-2.56
"eta1[814]",2.92,2.86,0.66,1.74,4.37
"eta1[815]",-1.17,-1.16,0.37,-1.9,-0.44
"eta1[816]",3.94,3.85,1.03,2.08,6.15
"eta1[817]",0.17,0.16,0.74,-1.29,1.69
"eta1[818]",1.46,1.46,0.31,0.84,2.04
"eta1[819]",-0.86,-0.87,0.17,-1.17,-0.49
"eta1[820]",-0.25,-0.25,0.67,-1.58,1.01
"eta1[821]",0.45,0.42,0.41,-0.29,1.32
"eta1[822]",-2.67,-2.63,0.53,-3.82,-1.71
"eta1[823]",-0.06,-0.06,0.6,-1.16,1.13
"eta1[824]",3.13,3.06,0.86,1.6,4.99
"eta1[825]",-1.98,-1.93,0.6,-3.29,-0.91
"eta1[826]",3.81,3.72,0.97,2.07,5.89
"eta1[827]",-0.08,-0.09,0.5,-1.06,0.88
"eta1[828]",1.49,1.48,0.56,0.4,2.62
"eta1[829]",-2.37,-2.36,0.95,-4.32,-0.65
"eta1[830]",3.04,2.99,0.89,1.38,4.93
"eta1[831]",-0.5,-0.51,0.06,-0.63,-0.37
"eta1[832]",0.83,0.81,0.46,-0.03,1.82
"eta1[833]",0.7,0.68,0.64,-0.53,2.02
"eta1[834]",1.03,1.02,0.61,-0.15,2.26
"eta1[835]",1.45,1.4,0.85,-0.13,3.27
"eta1[836]",-1.64,-1.63,0.73,-3.16,-0.32
"eta1[837]",2.07,2.03,0.49,1.18,3.13
"eta1[838]",-1.82,-1.8,0.54,-2.93,-0.85
"eta1[839]",-1.24,-1.22,1.03,-3.29,0.66
"eta1[840]",-2.18,-2.15,0.38,-2.98,-1.48
"eta1[841]",-2.32,-2.31,0.67,-3.64,-1.05
"eta1[842]",0.72,0.7,0.48,-0.17,1.75
"eta1[843]",-0.71,-0.73,0.47,-1.52,0.27
"eta1[844]",-3.46,-3.4,1.01,-5.63,-1.62
"eta1[845]",0.04,0.07,0.54,-1.12,1.02
"eta1[846]",0.67,0.66,0.29,0.14,1.24
"eta1[847]",1.15,1.13,0.4,0.4,2
"eta1[848]",0.22,0.2,0.69,-1.14,1.65
"eta1[849]",0.4,0.37,0.37,-0.27,1.2
"eta1[850]",2.98,2.93,0.61,1.87,4.28
"eta1[851]",0.49,0.48,0.7,-0.86,1.95
"eta1[852]",0.11,0.09,0.25,-0.33,0.63
"eta1[853]",0.73,0.72,0.29,0.23,1.34
"eta1[854]",0.77,0.78,0.48,-0.17,1.71
"eta1[855]",1.74,1.73,0.26,1.22,2.27
"eta1[856]",0.6,0.59,0.33,-0.05,1.25
"eta1[857]",1.22,1.22,0.39,0.49,1.98
"eta1[858]",0.66,0.62,0.67,-0.53,2.08
"eta1[859]",-0.64,-0.64,0.28,-1.17,-0.08
"eta1[860]",2.36,2.35,1.21,0.06,4.75
"eta1[861]",1.75,1.75,0.44,0.92,2.63
"eta1[862]",0.64,0.65,0.54,-0.49,1.67
"eta1[863]",-0.82,-0.82,0.35,-1.53,-0.14
"eta1[864]",0.06,0.07,0.32,-0.63,0.66
"eta1[865]",0.43,0.41,0.21,0.05,0.87
"eta1[866]",-2.77,-2.75,0.27,-3.34,-2.29
"eta1[867]",-0.56,-0.54,0.38,-1.37,0.16
"eta1[868]",0.55,0.55,0.05,0.44,0.63
"eta1[869]",-2.2,-2.18,0.22,-2.69,-1.8
"eta1[870]",-0.75,-0.74,0.14,-1.03,-0.47
"eta1[871]",0.22,0.23,0.51,-0.77,1.23
"eta1[872]",-0.59,-0.58,0.45,-1.52,0.28
"eta1[873]",-0.66,-0.65,0.38,-1.44,0.08
"eta1[874]",-0.07,-0.06,0.12,-0.34,0.16
"eta1[875]",-1.52,-1.48,0.51,-2.6,-0.56
"eta1[876]",2.09,2.04,0.89,0.51,3.97
"eta1[877]",3.64,3.62,0.85,2.12,5.4
"eta1[878]",-2.58,-2.56,0.38,-3.39,-1.88
"eta1[879]",-1.2,-1.2,0.53,-2.22,-0.14
"eta1[880]",-1.15,-1.14,0.49,-2.15,-0.21
"eta1[881]",0.86,0.85,0.6,-0.28,2.06
"eta1[882]",2.27,2.21,0.63,1.13,3.63
"eta1[883]",-2.33,-2.28,0.73,-3.89,-0.97
"eta1[884]",-0.16,-0.16,0.26,-0.71,0.35
"eta1[885]",-1.23,-1.22,0.48,-2.18,-0.28
"eta1[886]",-2.71,-2.66,0.71,-4.24,-1.41
"eta1[887]",-1.29,-1.22,0.95,-3.34,0.43
"eta1[888]",-1.32,-1.29,0.61,-2.62,-0.18
"eta1[889]",-2.76,-2.72,0.74,-4.37,-1.36
"eta1[890]",-5.16,-5.1,0.75,-6.8,-3.83
"eta1[891]",-2.42,-2.35,0.88,-4.32,-0.85
"eta1[892]",-2.43,-2.41,0.83,-4.14,-0.81
"eta1[893]",1.66,1.66,0.56,0.6,2.79
"eta1[894]",0.19,0.2,0.15,-0.12,0.48
"eta1[895]",2.06,2.06,0.63,0.84,3.3
"eta1[896]",0.55,0.55,0.3,-0.03,1.13
"eta1[897]",-0.66,-0.64,0.53,-1.78,0.35
"eta1[898]",-3.01,-2.97,1.12,-5.44,-0.92
"eta1[899]",-2.11,-2.07,1.12,-4.45,0.05
"eta1[900]",-0.01,0,0.7,-1.46,1.34
"eta1[901]",-1.53,-1.5,0.5,-2.6,-0.63
"eta1[902]",-2.19,-2.15,0.45,-3.15,-1.38
"eta1[903]",-0.87,-0.87,0.11,-1.06,-0.64
"eta1[904]",-6.41,-6.39,0.35,-7.18,-5.75
"eta1[905]",-0.06,-0.04,0.58,-1.24,1.06
"eta1[906]",-0.67,-0.66,0.4,-1.54,0.08
"eta1[907]",-1.51,-1.49,0.57,-2.65,-0.39
"eta1[908]",0.28,0.28,0.17,-0.01,0.63
"eta1[909]",1.09,1.09,0.14,0.82,1.35
"eta1[910]",2.03,2.01,0.51,1.07,3.14
"eta1[911]",2.54,2.52,0.88,0.91,4.29
"eta1[912]",-1.24,-1.23,0.58,-2.38,-0.11
"eta1[913]",-1.99,-1.94,0.79,-3.7,-0.52
"eta1[914]",-2.53,-2.48,0.8,-4.24,-1.02
"eta1[915]",-0.14,-0.11,1.2,-2.6,2.17
"eta1[916]",-1.32,-1.29,1.39,-4.16,1.39
"eta1[917]",-0.63,-0.6,1.1,-2.88,1.49
"eta1[918]",-2.03,-1.97,1.14,-4.52,0.11
"eta1[919]",-0.23,-0.2,0.75,-1.85,1.19
"eta1[920]",2.6,2.6,1.01,0.66,4.61
"eta1[921]",0.82,0.83,0.8,-0.74,2.4
"eta1[922]",-5.32,-5.25,1.26,-8.06,-2.94
"eta1[923]",1.76,1.76,0.68,0.47,3.1
"eta1[924]",-0.12,-0.14,0.41,-0.92,0.72
"eta1[925]",-0.61,-0.6,1.02,-2.71,1.25
