"","MS","LogitH","LogitB","TA","TH","WL","BH","HT","DS"
"1",1.52250577011178,-0.743514583009001,1.113999895953,-0.719206070722558,-0.503917275888775,-1.14161101331835,-0.148662924527698,-0.603024620127934,-0.660394988257596
"2",1.32563218050283,-0.0559301887867301,-0.26050685644624,-1.36076478725263,-1.0413376470038,1.12970607938266,1.70844651272952,-0.523054329731799,-0.660394988257596
"3",0.97125971920673,0.83145112313618,0.592675847123074,-0.0776473541924902,-0.911053538211546,0.703834124501217,2.17272401132705,-1.25611534582198,-0.569118055388132
"4",1.4437563342682,1.29326065014836,-0.209822061417535,0.884690720602612,-1.05762285321495,-0.431824421849288,2.0566542211494,-1.31609306601819,-0.569118055388132
"5",0.105015924927364,1.77651797555937,1.48974463280949,-2.32310286204773,-0.341062770959667,-0.00595246696784891,-0.961148684035189,-1.18947343875794,-0.569118055388132
"6",0.282202155575416,1.01363189622573,0.347171249917438,-0.719206070722558,0.554637006150429,-0.999653695024541,-0.845079171263286,-1.1228315316939,-0.569118055388132
"7",1.24688274465926,1.66518097345414,0.757551954022082,1.20547007886765,-0.194494726221399,0.987748761088843,-0.380801950071504,-1.06285381149769,-0.569118055388132
"8",2.11312653893862,1.2438591116305,-0.0164041718636469,2.16780815366275,1.6294752404211,0.987748761088843,-1.54149541799888,-1.02286866150141,-0.569118055388132
"9",-0.0524829467597941,-0.611286814848439,0.36446669812283,0.243132004072544,0.929201618356656,1.27166339767647,-0.612940423125218,-0.936234174641006,-0.569118055388132
"10",0.262514796614521,0.885234505587794,0.434666737103972,-0.398426712457524,-1.07390804314065,1.69753535255791,-0.380801950071504,-1.40939174934286,-0.569118055388132
"11",-0.977788817921845,-0.0851830430742596,2.34418373971211,-0.398426712457524,-0.503917275888775,-0.573781740143102,0.199544783892182,0.829776477713283,-0.340925723214472
"12",0.577512539988836,0.19186000440396,0.459692168075358,0.243132004072544,1.7597593329279,0.561876806207404,-0.961148684035189,-0.129867045426082,-0.340925723214472
"13",-0.66279107454753,0.470468367736391,1.18052985858194,1.20547007886765,-0.536488926005319,-1.70944028649361,-0.264732714705339,-0.0898819050262317,-0.340925723214472
"14",0.183765360770942,-3.24535855223954,-0.59077457673051,-0.398426712457524,0.180071139964515,-0.857696376730728,-0.264732714705339,-0.0299041848300213,-0.340925723214472
"15",-0.308418613251425,-0.138933744795179,-0.148849741833823,0.563911362337578,-0.894768348285842,-0.999653695024541,0.547753044802153,0.123372218690854,-0.340925723214472
"16",-0.150919741564268,-0.382741905460975,-0.192361151637181,-0.398426712457524,-0.422490023424221,0.419919487913591,1.47630748718572,0.549880446932156,-0.340925723214472
"17",0.479075745184363,0.289338178513849,-0.00362248536327844,-0.719206070722558,-0.503917275888775,1.12970607938266,-1.30935666986081,0.589865596928442,-0.340925723214472
