"","Mean","Median","St.Dev.","95%CI_low","95%CI_upp"
"pi[1]",2.53,2.53,0.23,2.1,3
"pi[2]",-2.01,-1.97,0.62,-3.37,-0.91
"pi[3]",-1.72,-1.69,0.55,-2.81,-0.68
"pi[4]",3.68,3.67,0.23,3.26,4.15
"pi[5]",3.28,3.27,0.23,2.84,3.76
"pi[6]",3.3,3.29,0.23,2.88,3.76
"pi[7]",2.34,2.33,0.24,1.89,2.81
"pi[8]",0.56,0.57,0.29,-0.01,1.14
